Movie,Director,Running time,Actor 1,Actor 2,Actor 3,Genre,Budget,Box Office,Actors Box Office %,Director Box Office %,Earnings,Oscar and Golden Globes nominations,Oscar and Golden Globes awards,Release year,IMDb score
Burlesque,Steve Antin,119,Eric Dane,Peter Gallagher,David Walton,Drama,55000000,89700000,33.33,0.0,34700000,0,0,2010,6.4
Burn,Tom Putnam,86,Brendan Doogie Milewski,Donald Austin,Craig Dougherty,Documentary,225000,1000000,100.0,100.0,775000,0,0,2012,7.5
By the Sea,Angelina Jolie,122,Brad Pitt,Angelina Jolie,Melvil Poupaud,Drama,10000000,3000000,66.67,33.33,-7000000,0,0,2015,5.3
Captain Corelli's Mandolin,John Madden,131,Christian Bale,Irene Papas,Mihalis Giannatos,Drama,57000000,60000000,33.33,80.0,3000000,0,0,2001,5.9
Carrie,Kimberly Peirce,100,Chloë Grace Moretz,Judy Greer,Portia Doubleday,Drama,30000000,84000000,77.00,50.0,54000000,0,0,2013,5.9
Cars 2,John Lasseter,106,Joe Mantegna,Thomas Kretschmann,Eddie Izzard,Animation,200000000,549000000,50.0,100.0,349000000,0,0,2011,6.3
Catch That Kid,Bart Freundlich,91,Kristen Stewart,Corbin Bleu,Kevin G. Schmidt,Comedy,18000000,17000000,33.33,0.0,-1000000,0,0,2004,5.2
Cats & Dogs,Lawrence Guterman,87,Carol Ann Susi,Elizabeth Perkins,Miriam Margolyes,Action,60000000,203000000,66.67,50.0,143000000,0,0,2001,5.2
Cats & Dogs: The Revenge of Kitty Galore,Brad Peyton,82,Jack McBrayer,Sean Hayes,Katt Williams,Action,85000000,112000000,66.67,66.67,27000000,0,0,2010,4.3
Cats Don't Dance,Mark Dindal,75,George Kennedy,Frank Welker,Hal Holbrook,Animation,32000000,20000000,52.22,33.33,-12000000,0,0,1997,6.9
Catwoman,Pitof,87,Frances Conroy,Christopher Heyerdahl,Alex Borstein,Action,100000000,82000000,36.11,0.0,-18000000,0,0,2004,3.3
Celebrity,Woody Allen,113,Melanie Griffith,Aleksa Palladino,Greg Mottola,Comedy,12000000,5000000,0.0,28.57,-7000000,0,0,1998,6.3
Cellular,David R. Ellis,94,Richard Burgi,Valerie Cruz,Will Beinbrink,Action,25000000,32000000,16.67,33.33,7000000,0,0,2004,6.5
Central Intelligence,Rawson Marshall Thurber,107,Dwayne Johnson,Thomas Kretschmann,Megan Park,Action,50000000,217000000,83.33,100.0,167000000,0,0,2016,6.6
Chain Reaction,Andrew Davis,107,Keanu Reeves,Morgan Freeman,Kevin Dunn,Action,50000000,60500000,44.0,50.0,10500000,0,0,1996,5.6
Chairman of the Board,Alex Zamm,95,Taylor Negron,Raquel Welch,Larry Miller,Comedy,10000000,9000000,16.67,0.0,-1000000,0,0,1998,2.3
Changing Lanes,Roger Michell,91,Sydney Pollack,Matt Malloy,Bruce Altman,Thriller,45000000,94500000,88.89,66.67,49500000,0,0,2002,6.5
Chappie,Neill Blomkamp,120,Hugh Jackman,Sharlto Copley,Jose Pablo Cantillo,Action,49000000,102000000,88.89,100.0,53000000,0,0,2015,6.9
Charlie St. Cloud,Burr Steers,99,Augustus Prew,Charlie Tahan,Valerie Tian,Drama,44000000,44000000,33.33,25.0,0,0,0,2010,6.5
Charlie's Angels,McG,94,Bill Murray,LL Cool J,Kelly Lynch,Action,92000000,264000000,33.33,50.0,172000000,0,0,2000,5.5
Cheaper by the Dozen 2,Adam Shankman,94,Taylor Lautner,Tom Welling,Alyson Stoner,Adventure,60000000,130000000,100.0,87.5,70000000,0,0,2005,5.4
Cheaper by the Dozen,Shawn Levy,94,Tom Welling,Alyson Stoner,Bonnie Hunt,Comedy,40000000,190000000,83.33,91.67,150000000,0,0,2003,5.8
Chicken Little,Mark Dindal,81,Catherine O'Hara,Fred Willard,Amy Sedaris,Animation,150000000,315000000,72.22,33.33,165000000,0,0,2005,5.8
Child 44,Daniel Espinosa,137,Tom Hardy,Fares Fares,Michael Nardone,Crime,50000000,13900000,33.33,50.0,-36100000,0,0,2015,6.4
Chill Factor,Hugh Johnson,102,David Paymer,Kevin J. O'Connor,Hudson Leick,Action,34000000,10000000,16.67,0.0,-24000000,0,0,1999,5.2
Chloe,Atom Egoyan,96,Liam Neeson,Meghan Heffern,Natalie Lisinska,Drama,11000000,14000000,20.0,25.0,3000000,0,0,2009,6.3
Christmas with the Kranks,Joe Roth,99,Jamie Lee Curtis,Cheech Marin,Jake Busey,Comedy,60000000,147000000,55.55,50.0,87000000,0,0,2004,5.2
Cirque du Freak: The Vampire's Assistant,Paul Weitz,109,Josh Hutcherson,Salma Hayek,Patrick Fugit,Action,40000000,39000000,66.67,50.0,-1000000,0,0,2009,5.9
City by the Sea,Michael Caton-Jones,108,Robert De Niro,James Franco,John Doman,Crime,60000000,29000000,51.11,0.0,-31000000,0,0,2002,6.2
City Hall,Harold Becker,111,Al Pacino,Martin Landau,Bridget Fonda,Thriller,40000000,20300000,38.88,20.0,-19700000,0,0,1996,6.2
City of Angels,Brad Silberling,114,Nicolas Cage,Andre Braugher,Colm Feore,Drama,55000000,198000000,88.89,75.0,143000000,0,0,1998,6.7
Clash of the Titans,Louis Leterrier,106,Liam Neeson,Jason Flemyng,Alexa Davalos,Action,125000000,493000000,75.55,85.71,368000000,0,0,2010,5.8
Clear and Present Danger,Phillip Noyce,141,Harrison Ford,Dean Jones,Raymond Cruz,Action,62000000,215000000,83.33,66.67,153000000,0,0,1994,6.9
Clerks,Kevin Smith,102,Jason Mewes,Brian O'Halloran,Jeff Anderson,Comedy,230000,3150000,66.67,41.66,2920000,0,0,1994,7.8
Click,Frank Coraci,107,Adam Sandler,Cameron Monaghan,Julie Kavner,Comedy,70000000,237000000,79.62,71.42,167000000,0,0,2006,6.4
Cliffhanger,Renny Harlin,124,Sylvester Stallone,Leon,Janine Turner,Action,70000000,84000000,27.77,20.0,14000000,0,0,1993,6.4
Cloud Atlas,Tom Tykwer,172,Tom Hanks,Jim Sturgess,Jim Broadbent,Sci-Fi,102000000,130000000,53.88,50.0,28000000,0,0,2012,7.5
Cloudy with a Chance of Meatballs 2,Cody Cameron,95,Will Forte,Khamani Griffin,Melissa Sturm,Animation,78000000,274000000,66.67,100.0,196000000,0,0,2013,6.5
Clueless,Amy Heckerling,97,Donald Faison,Dan Hedaya,Elisa Donovan,Comedy,12000000,88000000,66.67,50.0,76000000,0,0,1995,6.8
Coach Carter,Thomas Carter,136,Channing Tatum,Rick Gonzalez,Robert Ri'chard,Drama,30000000,76700000,55.55,100.0,46700000,0,0,2005,7.2
Collateral Damage,Andrew Davis,108,Raymond Cruz,Rick Worthy,Jsu Garcia,Action,85000000,78000000,16.67,50.0,-7000000,0,0,2002,5.5
Collateral,Michael Mann,120,Tom Cruise,Jada Pinkett Smith,Debi Mazar,Crime,65000000,100000000,55.55,33.33,35000000,0,0,2004,7.6
Colombiana,Olivier Megaton,112,Jordi MollÃ ,Callum Blue,Jesse Borrego,Action,40000000,61000000,16.67,66.67,21000000,0,0,2011,6.4
Con Air,Simon West,123,Steve Buscemi,Monica Potter,Dave Chappelle,Action,75000000,224000000,91.67,50.0,149000000,0,0,1997,6.8
Conan the Barbarian,John Milius,129,William Smith,Mako,Sandahl Bergman,Adventure,20000000,69000000,77.00,75.0,49000000,0,0,1982,6.9
Concussion,Peter Landesman,123,Will Smith,Eddie Marsan,Albert Brooks,Biography,35000000,60000000,50.0,0.0,25000000,0,0,2015,7.1
Congo,Frank Marshall,109,Dylan Walsh,Joe Don Baker,Grant Heslov,Action,50000000,152000000,66.67,50.0,102000000,0,0,1995,5.0
Conspiracy Theory,Richard Donner,135,Julia Roberts,Alex McArthur,Michael Potts,Action,75000000,137000000,16.67,50.0,62000000,0,0,1997,6.7
Contagion,Steven Soderbergh,106,Matt Damon,Monique Gabriela Curnen,Griffin Kane,Thriller,60000000,135000000,100.0,68.75,75000000,0,0,2011,6.6
Contraband,Baltasar Kormákur,109,J.K. Simmons,David O'Hara,Lukas Haas,Action,25000000,96000000,79.38,100.0,71000000,0,0,2012,6.5
Control,Anton Corbijn,122,Sam Riley,Samantha Morton,Alexandra Maria Lara,Biography,6400000,9000000,38.88,66.67,2600000,0,0,2007,7.7
Cop Out,Kevin Smith,107,Bruce Willis,Tracy Morgan,Kevin Pollak,Action,37000000,58000000,66.67,41.66,21000000,0,0,2010,5.6
Coraline,Henry Selick,100,Jennifer Saunders,Dawn French,John Hodgman,Animation,60000000,124000000,100.0,50.0,64000000,0,0,2009,7.7
Couples Retreat,Peter Billingsley,113,Jon Favreau,Kristin Davis,Tasha Smith,Comedy,60000000,171000000,100.0,100.0,111000000,0,0,2009,5.5
Courage Under Fire,Edward Zwick,116,Denzel Washington,Matt Damon,Scott Glenn,Action,46000000,101000000,75.0,50.0,55000000,0,0,1996,6.6
Courage,Angelo Pizzo,118,Donny Boaz,Finn Wittrock,Brent Anderson,Biography,20000000,35000000,0.0,0.0,15000000,0,0,2015,7.0
Courageous,Alex Kendrick,129,Ben Davies,Alex Kendrick,T.C. Stallings,Drama,2000000,34000000,100.0,100.0,32000000,0,0,2011,7.0
Coyote Ugly,David McNally,107,Adam Garcia,Tyra Banks,Izabella Miko,Comedy,45000000,114000000,50.0,50.0,69000000,0,0,2000,5.6
Cradle 2 the Grave,Andrzej Bartkowiak,101,Jet Li,Tom Arnold,DMX,Action,30000000,56000000,50.0,20.0,26000000,0,0,2003,5.8
Cradle Will Rock,Tim Robbins,132,Bill Murray,Vanessa Redgrave,Emily Watson,Drama,32000000,13000000,50.0,50.0,-19000000,0,0,1999,6.9
Crazy Stupid Love.,Glenn Ficarra,118,Ryan Gosling,Emma Stone,Steve Carell,Comedy,50000000,144000000,79.36,33.33,94000000,0,0,2011,7.4
Creepshow,George A. Romero,130,Ted Danson,Hal Holbrook,Adrienne Barbeau,Comedy,8000000,21000000,88.89,100.0,13000000,0,0,1982,6.9
Criminal,Ariel Vromen,113,Gary Oldman,Jordi MollÃ ,Doug Cockle,Action,31500000,12000000,36.66,0.0,-19500000,0,0,2016,6.3
Crop Circles: Quest for Truth,William Gazecki,115,Karen Alexander,Colin Andrews,Francine Blake,Documentary,750000,75000000,100.0,100.0,74250000,0,0,2002,7.0
Cube,Vincenzo Natali,90,David Hewlett,Julian Richings,Nicole de Boer,Mystery,365000,14000000,66.67,33.33,13635000,0,0,1997,7.3
Curious George,Matthew O'Callaghan,78,Will Ferrell,Frank Welker,Alexander Gould,Animation,50000000,69800000,46.66,0.0,19800000,0,0,2006,6.6
Curse of the Golden Flower,Yimou Zhang,114,Li Gong,Ye Liu,Man Li,Drama,45000000,78000000,66.67,25.0,33000000,0,0,2006,7.0
Cursed,Wes Craven,99,Shannon Elizabeth,Portia de Rossi,Derek Mears,Comedy,35000000,29000000,75.0,70.0,-6000000,0,0,2005,5.0
Cutthroat Island,Renny Harlin,124,Christopher Masterson,Frank Langella,Matthew Modine,Action,98000000,10300000,50.0,20.0,-87700000,0,0,1995,5.6
Cypher,Vincenzo Natali,95,David Hewlett,Jeremy Northam,Kari Matchett,Mystery,7500000,14000000,0.0,33.33,6500000,0,0,2002,6.8
D.E.B.S.,Angela Robinson,91,Jordana Brewster,Geoff Stults,Scoot McNairy,Action,3500000,3000000,44.0,50.0,-500000,0,0,2004,5.3
Daddy Day Care,Steve Carr,92,Anjelica Huston,Lisa Edelstein,Jeff Garlin,Comedy,60000000,164000000,58.33,100.0,104000000,0,0,2003,5.5
Daddy's Home,Sean Anders,96,Will Ferrell,Linda Cardellini,Mark L. Young,Comedy,50000000,242000000,83.33,50.0,192000000,0,0,2015,6.1
Dante's Peak,Roger Donaldson,108,Jamie Renée Smith,Grant Heslov,Tzi Ma,Action,116000000,178000000,33.33,42.85,62000000,0,0,1997,5.8
Dark City,Alex Proyas,111,Rufus Sewell,William Hurt,Bruce Spence,Action,27000000,27000000,40.0,60.0,0,0,0,1998,7.7
Dark Water,Walter Salles,103,Dougray Scott,Camryn Manheim,Ariel Gade,Thriller,30000000,51000000,0.0,33.33,21000000,0,0,2005,5.6
Dawn of the Dead,Zack Snyder,110,Ty Burrell,Kevin Zegers,Mekhi Phifer,Action,26000000,102000000,55.55,57.14,76000000,0,0,2004,7.4
Daylight,Rob Cohen,114,Sylvester Stallone,Viggo Mortensen,Amy Brenneman,Action,80000000,160000000,80.15,81.81,80000000,0,0,1996,5.8
Days of Thunder,Tony Scott,107,Tom Cruise,Robert Duvall,Randy Quaid,Action,60000000,157000000,59.92,41.66,97000000,0,0,1990,5.9
Death Race,Paul W.S. Anderson,111,Jason Statham,Max Ryan,Joan Allen,Sci-Fi,45000000,76000000,73.61,50.0,31000000,0,0,2008,6.4
Death to Smoochy,Danny DeVito,109,Robin Williams,Vincent Schiavelli,Danny Woodburn,Comedy,55000000,8140000,67.11,0.0,-46860000,0,0,2002,6.4
Deep Blue Sea,Renny Harlin,105,LL Cool J,Michael Rapaport,Saffron Burrows,Sci-Fi,60000000,164000000,50.0,20.0,104000000,0,0,1999,5.8
Deep Rising,Stephen Sommers,106,Djimon Hounsou,Jason Flemyng,Wes Studi,Action,45000000,16500000,41.67,50.0,-28500000,0,0,1998,6.0
Delgo,Marc F. Adler,94,Eric Idle,Anne Bancroft,Kelly Ripa,Animation,40000000,1900000,16.67,0.0,-38100000,0,0,2008,4.4
Deliver Us from Evil,Scott Derrickson,118,Olivia Munn,Dorian Missick,Edgar Ramírez,Horror,30000000,87000000,44.0,100.0,57000000,0,0,2014,6.2
Despicable Me,Pierre Coffin,87,Steve Carell,Miranda Cosgrove,Jack McBrayer,Animation,69000000,543000000,88.89,100.0,474000000,0,0,2010,7.7
Diamond Ruff,Alec Asten,82,Luis Sanchez,Dennis L.A. White,Fredro Starr,Action,500000,3500000,100.0,100.0,3000000,0,0,2015,4.3
Dick,Andrew Fleming,94,Ryan Reynolds,Will Ferrell,Kirsten Dunst,Comedy,13000000,8000000,90.47,25.0,-5000000,0,0,1999,6.1
Did You Hear About the Morgans?,Marc Lawrence,103,Michael Kelly,Kim Shaw,Kevin Brown,Comedy,58000000,34000000,33.33,50.0,-24000000,0,0,2009,4.7
Die Hard with a Vengeance,John McTiernan,128,Bruce Willis,Aldis Hodge,Kevin Chamberlin,Action,90000000,366000000,100.0,40.0,276000000,0,0,1995,7.6
Diner,Barry Levinson,110,Steve Guttenberg,Daniel Stern,Ellen Barkin,Comedy,5000000,14000000,35.55,61.5,9000000,0,0,1982,7.2
Dinosaur,Eric Leighton,82,Alfre Woodard,D.B. Sweeney,Della Reese,Animation,127500000,350000000,44.0,100.0,222500000,0,0,2000,6.5
Disturbia,D.J. Caruso,105,Sarah Roemer,Aaron Yoo,Jose Pablo Cantillo,Drama,20000000,118000000,88.89,80.0,98000000,0,0,2007,6.9
Divergent,Neil Burger,139,Kate Winslet,Theo James,Mekhi Phifer,Adventure,85000000,288000000,72.22,75.0,203000000,0,0,2014,6.7
Doctor Dolittle,Betty Thomas,85,Oliver Platt,Raven-Symoné,Peter Boyle,Comedy,71500000,294000000,88.89,75.0,222500000,0,0,1998,5.3
Domestic Disturbance,Harold Becker,89,Steve Buscemi,Teri Polo,Matt O'Leary,Crime,53000000,54500000,66.67,20.0,1500000,0,0,2001,5.5
Domino,Tony Scott,127,Ian Ziering,Mo'Nique,Edgar Ramírez,Action,50000000,22900000,27.77,41.66,-27100000,0,0,2005,6.0
Don't Be Afraid of the Dark,Troy Nixey,99,Bailee Madison,Alan Dale,Jack Thompson,Horror,25000000,1200000,16.67,0.0,-23800000,0,0,2010,5.6
Don't Say a Word,Gary Fleder,113,Oliver Platt,Jennifer Esposito,Conrad Goode,Crime,50000000,103000000,88.89,60.0,53000000,0,0,2001,6.3
Doom,Andrzej Bartkowiak,113,Dwayne Johnson,Ben Daniels,Dexter Fletcher,Action,60000000,56000000,55.55,20.0,-4000000,0,0,2005,5.2
Doomsday,Neil Marshall,113,Ryan Kruger,Jason Cope,Jeremy Crutchley,Sci-Fi,30000000,21500000,33.33,50.0,-8500000,0,0,2008,6.0
Double Jeopardy,Bruce Beresford,105,Bruce Greenwood,Annabeth Gish,Bruce Campbell,Crime,70000000,177000000,83.33,66.67,107000000,0,0,1999,6.4
Down to Earth,Chris Weitz,87,Chazz Palminteri,Mark Addy,Wanda Sykes,Comedy,30000000,19000000,42.0,60.0,-11000000,0,0,2001,5.4
Dr. Dolittle 2,Steve Carr,87,Raven-Symoné,Jeffrey Jones,Kevin Pollak,Comedy,72000000,176000000,88.89,100.0,104000000,0,0,2001,4.6
Dracula Untold,Gary Shore,92,Dominic Cooper,Sarah Gadon,Zach McGowan,Action,70000000,217000000,61.0,100.0,147000000,0,0,2014,6.3
Drag Me to Hell,Sam Raimi,99,Bojana Novakovic,Alison Lohman,Reggie Lee,Horror,30000000,90000000,55.55,61.5,60000000,0,0,2009,6.6
Dragon Blade,Daniel Lee,103,Si Won Choi,Peng Lin,Sung-jun Yoo,Action,65000000,128000000,0.0,0.0,63000000,0,0,2015,6.1
Dragon Nest: Warriors' Dawn,Yuefeng Song,88,Blythe Auffarth,Bianca Collins,Jiao Xu,Animation,22000000,10000000,0.0,0.0,-12000000,0,0,2014,6.4
Dragonball: Evolution,James Wong,100,Ian Whyte,Texas Battle,Randall Duk Kim,Action,45000000,58000000,33.33,50.0,13000000,0,0,2009,2.7
Dragonfly,Tom Shadyac,104,Joe Morton,Susanna Thompson,Matt Craven,Drama,60000000,54000000,16.67,66.67,-6000000,0,0,2002,6.1
DragonHeart,Rob Cohen,103,Dennis Quaid,Brian Thompson,Terry O'Neill,Action,57000000,115000000,100.0,81.81,58000000,0,0,1996,6.4
Dream House,Jim Sheridan,84,Naomi Watts,Gregory Smith,Sarah Gadon,Drama,55000000,38300000,33.33,0.0,-16700000,0,0,2011,6.0
Dreamcatcher,Lawrence Kasdan,136,Morgan Freeman,Michael O'Neill,Reece Thompson,Thriller,68000000,77000000,33.33,0.0,9000000,0,0,2003,5.5
Dreamer: Inspired by a True Story,John Gatins,98,Ken Howard,Freddy Rodríguez,Holmes Osborne,Drama,32000000,12000000,33.33,0.0,-20000000,0,0,2005,6.9
Dreaming of Joseph Lees,Eric Styles,92,Samantha Morton,Rupert Graves,Miriam Margolyes,Drama,2000000,2500000,33.33,0.0,500000,0,0,1999,6.4
Dredd,Pete Travis,95,Wood Harris,Jason Cope,Rakie Ayola,Sci-Fi,35000000,41000000,33.33,0.0,6000000,0,0,2012,7.1
Dredd,Pete Travis,95,Wood Harris,Jason Cope,Rakie Ayola,Sci-Fi,35000000,41000000,33.33,0.0,6000000,0,0,2012,7.1
Drillbit Taylor,Steven Brill,102,Lisa Ann Walter,Shaun Weiss,Matt Walsh,Comedy,40000000,68000000,50.0,50.0,28000000,0,0,2008,5.7
Drive Angry,Patrick Lussier,104,Nicolas Cage,Billy Burke,Katy Mixon,Action,50000000,29000000,72.22,25.0,-21000000,0,0,2011,5.5
Driven,Renny Harlin,116,Sylvester Stallone,Estella Warren,Cristián de la Fuente,Action,72000000,54000000,38.88,20.0,-18000000,0,0,2001,4.5
Due Date,Todd Phillips,95,Robert Downey Jr.,RZA,Matt Walsh,Comedy,65000000,97000000,66.67,71.42,32000000,0,0,2010,6.6
Dumb and Dumber To,Bobby Farrelly,109,Bill Murray,Kathleen Turner,Rob Riggle,Comedy,35000000,169000000,55.55,66.67,134000000,0,0,2014,5.7
Dumb and Dumberer: When Harry Met Lloyd,Troy Miller,85,Elden Henson,Mimi Rogers,Cheri Oteri,Comedy,19000000,26000000,16.67,0.0,7000000,0,0,2003,3.4
Duplex,Danny DeVito,89,Justin Theroux,Amber Valletta,Harvey Fierstein,Comedy,40000000,32000000,50.0,0.0,-8000000,0,0,2003,5.8
Duplicity,Tony Gilroy,125,Julia Roberts,Tom Wilkinson,Denis O'Hare,Comedy,60000000,40000000,46.66,66.67,-20000000,0,0,2009,6.2
Dwegons and Leprechauns,Tom Walsh,98,Joey D. Vieira,Maggie Wheeler,Jacqueline Lovell,Animation,20000000,1000000,0.0,0.0,-19000000,0,0,2014,4.8
Eagle Eye,D.J. Caruso,118,Rosario Dawson,Ethan Embry,Cameron Boyce,Action,80000000,178000000,33.33,80.0,98000000,0,0,2008,6.6
Easy A,Will Gluck,92,Emma Stone,Dan Byrd,Fred Armisen,Comedy,8000000,76000000,100.0,66.67,68000000,0,0,2010,7.1
Edge of Darkness,Martin Campbell,117,Bojana Novakovic,Ray Winstone,Denis O'Hare,Crime,80000000,47000000,55.55,77.00,-33000000,0,0,2010,6.6
Edge of Tomorrow,Doug Liman,113,Tom Cruise,Lara Pulver,Noah Taylor,Action,178000000,370000000,91.67,85.71,192000000,0,0,2014,7.9
Edtv,Ron Howard,122,Matthew McConaughey,Adam Goldberg,Clint Howard,Comedy,55000000,43000000,24.44,61.5,-12000000,0,0,1999,6.1
Eight Below,Frank Marshall,120,Paul Walker,Bruce Greenwood,Wendy Crewson,Adventure,40000000,120000000,100.0,50.0,80000000,0,0,2006,7.3
Election,Alexander Payne,103,Matthew Broderick,Chris Klein,Molly Hagan,Comedy,8000000,16000000,33.33,80.0,8000000,0,0,1999,7.3
Elektra,Rob Bowman,100,Jennifer Garner,Cary-Hiroyuki Tagawa,Goran Visnjic,Action,43000000,56000000,55.55,25.0,13000000,0,0,2005,4.8
Elf,Jon Favreau,97,Peter Dinklage,Zooey Deschanel,Will Ferrell,Comedy,33000000,220000000,100.0,71.42,187000000,0,0,2003,6.9
Elizabethtown,Cameron Crowe,123,Orlando Bloom,Kirsten Dunst,Judy Greer,Comedy,57000000,74200000,34.92,33.33,17200000,0,0,2005,6.4
Ella Enchanted,Tommy O'Haver,96,Anne Hathaway,Steve Coogan,Joanna Lumley,Comedy,35000000,27000000,65.47,0.0,-8000000,0,0,2004,6.3
Elysium,Neill Blomkamp,109,Matt Damon,Sharlto Copley,Alice Braga,Action,115000000,286000000,100.0,100.0,171000000,0,0,2013,6.6
End of Days,Peter Hyams,121,CCH Pounder,Mark Margolis,Udo Kier,Action,83000000,211000000,44.0,50.0,128000000,0,0,1999,5.7
Ender's Game,Gavin Hood,114,Harrison Ford,Moises Arias,Aramis Knight,Sci-Fi,110000000,125000000,66.67,50.0,15000000,0,0,2013,6.7
Enemy at the Gates,Jean-Jacques Annaud,131,Bob Hoskins,Gabriel Thomson,Clemens Schick,Drama,68000000,97000000,33.33,0.0,29000000,0,0,2001,7.6
Enough,Michael Apted,115,Bill Cobbs,Jeff Kober,Billy Campbell,Crime,38000000,45000000,16.67,40.0,7000000,0,0,2002,5.6
Entrapment,Jon Amiel,113,Will Patton,Kevin McNally,Maury Chaykin,Action,66000000,90000000,33.33,0.0,24000000,0,0,1999,6.2
Epic,Chris Wedge,102,Josh Hutcherson,Emma Kenney,Troy Evans,Animation,100000000,268000000,100.0,100.0,168000000,0,0,2013,6.7
Eragon,Stefen Fangmeier,104,Djimon Hounsou,Ed Speleers,Gary Lewis,Action,100000000,249000000,75.0,100.0,149000000,0,0,2006,5.1
Eraser,Chuck Russell,115,Vanessa Williams,James Coburn,Roma Maffia,Action,100000000,242000000,88.89,80.0,142000000,0,0,1996,6.1
Escape from L.A.,John Carpenter,101,Steve Buscemi,Valeria Golino,Michelle Forbes,Action,50000000,42000000,66.67,53.84,-8000000,0,0,1996,5.7
Escape from Planet Earth,Cal Brunker,89,Brendan Fraser,Paul Scheer,Jonathan Morgan Heit,Animation,40000000,120000000,93.33,100.0,80000000,0,0,2013,5.9
Escape Plan,Mikael Håfström,115,Sylvester Stallone,50 Cent,Matt Gerald,Action,50000000,138000000,61.00,100.0,88000000,0,0,2013,6.7
Escobar: Paradise Lost,Andrea Di Stefano,120,Josh Hutcherson,Brady Corbet,Carlos Bardem,Crime,17000000,4000000,33.33,0.0,-13000000,0,0,2014,6.6
Event Horizon,Paul W.S. Anderson,130,Sean Pertwee,Joely Richardson,Kathleen Quinlan,Horror,60000000,26000000,44.0,50.0,-34000000,0,0,1997,6.7
Ever After: A Cinderella Story,Andy Tennant,121,Anjelica Huston,Dougray Scott,Jeanne Moreau,Comedy,26000000,98000000,33.33,66.67,72000000,0,0,1998,7.0
Everest,Baltasar Kormákur,121,Michael Kelly,Martin Henderson,Tom Goodman-Hill,Biography,55000000,207000000,100.0,100.0,152000000,0,0,2015,7.1
Everyone Says I Love You,Woody Allen,101,Natasha Lyonne,Gaby Hoffmann,Jeff DeRocker,Comedy,20000000,20000000,50.0,28.57,0,0,0,1996,6.8
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,Woody Allen,88,Woody Allen,John Carradine,Lynn Redgrave,Comedy,2000000,4000000,11.11,28.57,2000000,0,0,1972,6.8
Evil Dead,Fede Alvarez,96,Lou Taylor Pucci,Elizabeth Blackmore,Ellen Sandweiss,Horror,17000000,97000000,66.67,100.0,80000000,0,0,2013,6.5
Executive Decision,Stuart Baird,133,Oliver Platt,Joe Morton,J.T. Walsh,Action,55000000,122000000,61.0,50.0,67000000,0,0,1996,6.4
Exiled,Johnnie To,110,Simon Yam,Anthony Chau-Sang Wong,Josie Ho,Action,35000000,13000000,33.33,0.0,-22000000,0,0,2006,7.3
Exit Wounds,Andrzej Bartkowiak,101,Michael Jai White,Bill Duke,Bruce McGill,Action,33000000,19000000,11.11,20.0,-14000000,0,0,2001,5.5
Exorcist: The Beginning,Renny Harlin,125,James D'Arcy,Alan Ford,Izabella Scorupco,Horror,50000000,78000000,33.33,20.0,28000000,0,0,2004,5.1
Exotica,Atom Egoyan,103,Bruce Greenwood,Mia Kirshner,Sarah Polley,Drama,2000000,5000000,100.0,25.0,3000000,0,0,1994,7.2
Extraordinary Measures,Tom Vaughan,106,Harrison Ford,Brendan Fraser,Alan Ruck,Drama,31000000,12000000,60.0,50.0,-19000000,0,0,2010,6.5
Extreme Measures,Michael Apted,118,J.K. Simmons,Paul Guilfoyle,Bill Nunn,Crime,38000000,43000000,57.06,40.0,5000000,0,0,1996,6.1
Extreme Ops,Christian Duguay,93,Rufus Sewell,Bridgette Wilson-Sampras,Rupert Graves,Action,40000000,28100000,83.33,0.0,-11900000,0,0,2002,4.5
Eye See You,Jim Gillespie,96,Sylvester Stallone,Tom Berenger,Charles S. Dutton,Crime,55000000,17300000,83.33,50.0,-37700000,0,0,2002,5.3
