Name,Price,Producer,MPN,EAN,UPC,Supported Sockets,Height,TDP,80mm Fans,92mm Fans,120mm Fans,140mm Fans,200mm Fans,Additional Fan Support,Product Page
EVGA CLC 120 RGB,$92.83 USD,EVGA,400-HY-CL12-V1,4250812418029,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+, TR4, sTRX4",0 mm,,0,0,1,0,0,False,https://www.amazon.ca/EVGA-Liquid-Cooler-Cooling-400-HY-CL12-V1/dp/B01N9X3HY1?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01N9X3HY1
EVGA CLC 240 RGB,$97.19 USD,EVGA,400-HY-CL24-V1,4250812420756,843368048716,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+, TR4, sTRX4",0 mm,,0,0,2,0,0,False,https://www.amazon.ca/dp/B074WH52BW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
EVGA CLC 280 RGB,$82.48 USD,EVGA,400-HY-CL28-V1,4250812418036,843368045937,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+, TR4, sTRX4",0 mm,,0,0,0,2,0,False,https://www.amazon.ca/dp/B01MSDQTMU?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Fractal Design Celsius S24 - 240 mm,$148.26 USD,Fractal Design,FD-WCU-CELSIUS-S24-BK,7350041084457,817301014458,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4",0 mm,,0,0,2,0,0,False,https://www.amazon.ca/dp/B0719DHG5Y?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Fractal Design Celsius S36 - 360 mm,$123.31 USD,Fractal Design,FD-WCU-CELSIUS-S36-BK,7350041084464,817301014465,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,3,0,0,False,https://www.amazon.ca/Fractal-Design-FD-WCU-CELSIUS-S36-BK-Cooler/dp/B0725KY3N7?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0725KY3N7
GELID Solutions CC-Shero-01-A 120mm Hydro,,Rexus,CC-Shero-01-A,4897025780750,,"775, 1155, 1156, 1366, 1150, AM2, AM2+, AM3, FM1, FM2",59 mm,,0,0,0,0,0,False,
Gigabyte Aorus ATC700 - 2x 120mm,$87.04 USD,Gigabyte,GP-ATC700,4719331550127,,"1150, 1151, 1155, 1156, 1366, 2011, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",170 mm,,0,0,0,0,0,False,https://www.amazon.ca/Gigabyte-GP-ATC700-AORUS-CPU-Cooler/dp/B074ZLW8DR?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B074ZLW8DR
"Gigabyte Aorus ATC800 , RGB - 2x 120mm",,Gigabyte,GP-ATC800,4719331551278,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+","163,3 mm",,0,0,0,0,0,False,
"Gigabyte Aorus Waterforce 240 , D-RGB - black - 240 mm",,Gigabyte,GP-AORUS WATERFORCE 240,4719331552374,,"1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011-V3, 2066, AM4, sTRX4, TR4",0 mm,,0,0,2,0,0,False,
"Gigabyte Aorus Waterforce 280 , D-RGB - black - 280 mm",,Gigabyte,GP-AORUS WATERFORCE 280,4719331552367,,"1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011-V3, 2066, AM4, sTRX4, TR4",0 mm,,0,0,0,2,0,False,
"Gigabyte Aorus Waterforce 360 , D-RGB - black - 360 mm",,Gigabyte,GP-AORUS WATERFORCE 360,4719331552350,,"1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011-V3, 2066",0 mm,,0,0,3,0,0,False,
"Hyper 212 LED with PWM Fan, Four Direct Contact Heatpipes, Unique Fan Blade Design, Red LEDs, Optimized Bracket Design by Cooler Master",$23.93 USD,Cooler Master,RR-212L-16PR-R1,884102029486,884102029486,"2011-V3 , 2011 , 1151 , 1150 , 1155 , 1156 , 775, AM3+ , AM3 , AM2+ , FM2+ , FM2 , FM1",160 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B01KBXKP8W?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
IceGiant ProSiphon Elite - 240mm,,IceGiant,PE-240-BLA,0860004195801,,"1200, 1150, 1151, 1155, 1156, 1366, 2011-V3, 2011, 2066, AM4, sTRX4, TR4, AM5, 1700",164 mm,,0,0,0,0,0,False,
Intel Thermal Solution HTS1155LP - socket 1155,$26.11 USD,Intel,BXHTS1155LP,5032037019668,,"1150, 1151, 1155",26 mm,,0,0,0,0,0,False,https://www.amazon.ca/Intel-Cooling-Fan-Heatsink-BXHTS1155LP/dp/B0065ZUXS8?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0065ZUXS8
Intel Thermal Solution TS13X,$91.37 USD,Intel,BXTS13X,5032037052597,,"1150, 1155, 1156, 1366, 2011",0 mm,,0,0,1,0,0,False,https://www.amazon.ca/Intel-BXTS13X-Motherboard-Liquid-Cooler-Black/dp/B00CYX45CK?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00CYX45CK
Jonsbo CR-1000,,Jonsbo,CR-1000,6970620550565,,"1150, 1151, 1155, 1156, 775, AM4, AM3+, AM3, AM2, FM2+, FM2, FM1, AM5",158 mm,130 W,0,0,0,0,0,True,
Jonsbo CR-1000,,Jonsbo,CR-1000 White,6970620552118,,"1154, 1700, 1200, 1150, 1152, 1151, 1155, 1156, AM5, AM4",158 mm,130 W,0,0,0,0,0,False,
Jonsbo CR-1000,,Jonsbo,CR-1000 ARGB,6970620552101,,"1154, 1700, 1200, 1150, 1152, 1151, 1155, 1156, AM5, AM4",158 mm,130 W,0,0,0,0,0,False,
Jonsbo CR-1000 GT,,Jonsbo,CR-1000GT,6970620550572,,"1150, 1151, 1155, 1156, 775, AM4, AM3+, AM3, AM2, FM2+, FM2, FM1, AM5",158 mm,130 W,0,0,0,0,0,True,
Jonsbo CR-1100,,Jonsbo,CR-1100,6970620550589,,"1150, 1151, 1155, 1156, 775, AM4, AM3+, AM3, AM2, FM2+, FM2, FM1",165 mm,200 W,0,0,0,0,0,False,
Jonsbo CR-1200,,Jonsbo,CR-1200,6970620550534,,"1150, 1151, 1155, 1156, 775, AM4, AM3+, AM3, AM2, FM2+, FM2, FM1, AM5",128 mm,95 W,0,0,0,0,0,False,
Jonsbo CR-1200E,,Jonsbo,CR-1200E,6970620551487,,"1200, 1150, 1151, 1155, 1156, 775, AM4, AM3+, AM3, AM2+, AM2, FM2+, FM2, FM1, AM5",63 mm,,0,0,0,0,0,False,
Jonsbo CR-1300,,Jonsbo,CR-1300 Color,6970620551470,,"1200, 1150, 1151, 1155, 1156, 775, AM4, AM3+, AM3, AM2+, AM2, FM2+, FM2, FM1, AM5",63 mm,,0,0,0,0,0,False,
Jonsbo CR-1400,,Jonsbo,CR-1400,6970620550541,,"1150, 1151, 1155, 1156, 775, AM4, AM3+, AM3, AM2, FM2+, FM2, FM1, AM5",126 mm,130 W,0,0,0,0,0,True,
Jonsbo CR-2000 GT Dual Tower,,Jonsbo,CR-2000GT,6970620550558,,"1150, 1151, 1155, 1156, 775, AM4, AM3+, AM3, AM2, FM2+, FM2, FM1, AM5",134 mm,200 W,0,0,0,0,0,True,
Jonsbo CR-201,,Jonsbo,CR-201,6970620550527,,"1150, 1151, 1155, 1156, 775, AM4, AM3+, AM3, AM2, FM2+, FM2, FM1",160 mm,,0,0,0,0,0,True,
Jonsbo CR-2100 Dual Tower,,Jonsbo,CR-2100 Black,6970620551296,,"1200, 1150, 1151, 1155, 1156, 1366, 2011-V3, 775, AM4, AM3+, AM3, AM2+, AM2, FM2+, FM2, FM1, AM5",134 mm,200 W,0,0,0,0,0,True,
Jonsbo CR-701,,Jonsbo,CR-701,6970620550510,,"1150, 1151, 1155, 1156, 775, AM4, AM3+, AM3, AM2, FM2+, FM2, FM1",75 mm,130 W,0,0,0,0,0,False,
Jonsbo HP-400 - 90mm,,Jonsbo,HP-400,6970620550596,,"1150, 1151, 1155, 1156, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",36 mm,,0,0,0,0,0,False,
Jonsbo HP-400 - 90mm,,Jonsbo,HP400BK,6970620550954,,"1150, 1151, 1155, 1156, 775, AM4, AM3+, AM3, AM2, FM2+, FM2, FM1",36 mm,110 W,0,0,0,0,0,False,
Jonsbo HP-400S - 90mm,,Jonsbo,HP400SBK,6970620551968,,"1700, 1200, 1150, 1151, 1155, 1156, AM4",36 mm,,0,0,0,0,0,False,
Jonsbo HX4170D,,Jonsbo,HX4170D Black,6970620552019,,"1700, 1200, 1150, 1151, 1155, 1156, AM4","45,3 mm",170 W,0,0,0,0,0,False,
Jonsbo HX4170D,,Jonsbo,HX4170D White,6970620552002,,"1700, 1200, 1150, 1151, 1155, 1156, AM4","45,3 mm",170 W,0,0,0,0,0,False,
Jonsbo HX6200D - 120mm,,Jonsbo,HX6200D White,6970620551869,,"1700, 1200, 1150, 1151, 1155, 1156, AM4, AM3+, AM3, AM2+, AM2, FM2+, FM2, FM1",63 mm,200 W,0,0,0,0,0,False,
Jonsbo HX6210 - 92mm,,Jonsbo,HX6210,6970620551852,,"1700, 1200, 1150, 1151, 1155, 1156, 2011, 2066, AM4",92 mm,210 W,0,0,0,0,0,False,
Jonsbo HX6250 - 140mm,,Jonsbo,HX-6250,6970620551432,,"1700, 1200, 1150, 1151, 1155, 1156, 2011, 2066, AM4, AM5, 1700",162 mm,250 W,0,0,0,0,0,False,
Jonsbo HX7280 - 2x 140mm,,Jonsbo,Jonsbo HX7280,6970620551616,,"1700, 1200, 1150, 1151, 1155, 1156, 2011, 2066, AM5, AM4",160 mm,280 W,0,0,0,0,0,False,
Jonsbo MX400,,Jonsbo,MX400,6970620551135,,"1200, 1150, 1151, 1155, 1156, AM4, AM3+, AM3, AM2, FM2+, FM2, FM1",159 mm,,0,0,0,0,0,True,
Kolink Umbra EX180 ARGB - 120mm,,Kolink,Umbra EX180 ARGB,5999094004702,843816102199,"2066, 2011-V3, 2011, 1700, 1200, 1150, 1152, 1151, 1155, 1156, AM5, AM4",157 mm,180 W,0,0,0,0,0,False,
Kolink Umbra EX180 Black Edition - 120mm,,Kolink,Umbra EX180 Black Edition,5999094004719,843816102205,"2066, 2011-V3, 2011, 1700, 1200, 1150, 1152, 1151, 1155, 1156, AM5, AM4",157 mm,180 W,0,0,0,0,0,False,
"Lian Li GALAHAD 240 SL v2, , ARGB - black",$164.92 USD,Lian Li,GALAHAD AIO 240 SL V2 Black,4718466011282,,"1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, 775, AM4",0 mm,,0,0,2,0,0,False,https://www.amazon.ca/dp/B09QG4NJ4F?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Lian Li GALAHAD 240 SL v2, , ARGB - white",$174.02 USD,Lian Li,Galahad AIO 240 SL v2 White,4718466011275,,"1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, 775, AM4",0 mm,,0,0,2,0,0,False,https://www.amazon.ca/dp/B09P3LFSTQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Lian Li GALAHAD 240 SL, , ARGB - black",$164.92 USD,Lian Li,GALAHAD AIO 240 SL Black,4718466010797,,"1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, 775, AM4",0 mm,,0,0,2,0,0,False,https://www.amazon.ca/dp/B09QG4NJ4F?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Lian Li GALAHAD 240 SL, , ARGB - white",$174.02 USD,Lian Li,GALAHAD 240 SL White,4718466010780,,"1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, 775, AM4",0 mm,,0,0,2,0,0,False,https://www.amazon.ca/dp/B09P3LFSTQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Lian Li GALAHAD 240 V2 , DRGB - black",$154.48 USD,Lian Li,GALAHAD AIO 240 v2 RGB BLACK,4718466011244,,"1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, 775, AM4",0 mm,,0,0,2,0,0,False,https://www.amazon.ca/dp/B09MPX8RLG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Lian Li GALAHAD 240 v2 , DRGB - white",$180.86 USD,Lian Li,GALAHAD AIO 240 RGB v2,4718466011237,,"1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, 775, AM4",0 mm,,0,0,2,0,0,False,https://www.amazon.ca/dp/B09N3F57V5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Lian Li GALAHAD 360 SL V2, , ARGB - black",$350.87 USD,Lian Li,GALAHAD 360 SL V2 Black,4718466011305,,"1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, 775, AM4",0 mm,,0,0,3,0,0,False,https://www.amazon.ca/dp/B0B9M622X5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Lian Li GALAHAD 360 SL v2, , ARGB - white",$216.01 USD,Lian Li,Galahad AIO 360 SL v2 White,4718466011299,,"1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, 775, AM4",0 mm,,0,0,3,0,0,False,https://www.amazon.ca/dp/B09KN8Y68Y?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Lian Li GALAHAD 360 SL, , ARGB - black",$350.87 USD,Lian Li,GALAHAD 360 SL Black,4718466010810,,"1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, 775, AM4",0 mm,,0,0,3,0,0,False,https://www.amazon.ca/dp/B0B9M622X5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Lian Li GALAHAD 360 SL, , ARGB - white",$216.01 USD,Lian Li,GALAHAD 360 SL White,4718466010803,,"1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, 775, AM4",0 mm,,0,0,3,0,0,False,https://www.amazon.ca/dp/B09KN8Y68Y?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Lian Li GALAHAD 360 V2 , ARGB - black",$163.41 USD,Lian Li,GALAHAD 360 RGB BLACK V2,4718466011268,,"1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, 775, AM4",0 mm,,0,0,3,0,0,False,https://www.amazon.ca/dp/B09N3G22HG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Lian Li GALAHAD 360 V2 , ARGB - white",$181.31 USD,Lian Li,GALAHAD 360 RGB WHITE V2,4718466011251,,"1700, 1200, 1150, 1151, 1155, 1156, 1366, 2011, 2066, 775, AM4",0 mm,,0,0,3,0,0,False,https://www.amazon.ca/dp/B09MPYPHJB?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MASSCOOL 8W2002B1M4 90mm Ball Bearing for INTEL Socket LGA 1155/1156 Cooper base,,MASSCOOL,8W2002B1M4,955971520029,,"1150 , 1155 , 1156",63 mm,,0,0,0,0,0,False,
MASSCOOL 8WT15-38 90mm Long life Bearing,,MASSCOOL,8WT15-38,955991115380,,775,63 mm,,0,0,0,0,0,False,
MasterAir Pro 3 Processor Air Cooler with Continuous Direct Contact Technology 2.0 by Cooler Master,,Cooler Master,MAY-T3PN-930PK-R1,884102029288,,"2011-V3 , 2011 , 1151 , 1150 , 1155 , 1156 , 1366 , 775, AM3+ , AM2+ , AM2 , FM2+ , FM2 , FM1",140 mm,,0,0,0,0,0,False,
MasterAir Pro 4 Processor Air Cooler with Continuous Direct Contact Technology 2.0 by Cooler Master,,Cooler Master,MAY-T4PN-220PK-R1,884102029271,,"2011-V3 , 2011 , 1151 , 1150 , 1155 , 1156 , 1366 , 775, AM3+ , AM2+ , AM2 , FM2+ , FM2 , FM1",159 mm,,0,0,0,0,0,False,
Montech Metal DT24 Base,$79.66 USD,Montech,Metal DT24 Base,4710562741216,,"1700, 1200, 1150, 1152, 1151, 1155, 1156, AM5, AM4",153 mm,270 W,0,0,0,0,0,False,https://www.amazon.ca/dp/B0BNKS9BBZ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Montech Metal DT24 Premium,$89.66 USD,Montech,Metal DT24 Premium,4710562741223,,"1700, 1200, 1150, 1152, 1151, 1155, 1156, AM5, AM4",153 mm,270 W,0,0,0,0,0,False,https://www.amazon.ca/dp/B0BNKRCJP6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI Core Frozr L - 120mm,,MSI,E32-0801920-A87,4719072480509,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2",155 mm,,0,0,0,0,0,True,
MSI Core Frozr XL - 2x 120mm,,MSI,E32-0802070-A87,4719072515171,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, AM4, FM1, FM2",170 mm,,0,0,0,0,0,False,
"MSI MAG CoreLiquid 240R V2 , ARGB",,MSI,306-7ZW1B41-813,4719072864071,,"2066, 2011-V3, 2011, 1366, 1200, 1150, 1151, 1155, 1156, AM4, AM3+, AM2+, AM2, FM2+, FM2, FM1",0 mm,,0,0,2,0,0,False,
"MSI MAG CoreLiquid 240R V2 White , ARGB",$87.04 USD,MSI,306-7ZW1B50-813,4719072901004,824142273661,"2066, 2011-V3, 2011, 1366, 1200, 1150, 1151, 1155, 1156, AM4, AM3+, AM2+, AM2, FM2+, FM2, FM1",0 mm,,0,0,2,0,0,False,https://www.amazon.ca/dp/B09QFYX1KX?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"MSI MAG CoreLiquid 360R V2 , ARGB",$130.56 USD,MSI,306-7ZW1C41-813,4719072864088,824142262924,"2066, 2011-V3, 2011, 1700, 1366, 1200, 1150,1151,1155,1156, 1150, 1151, 1155, 1156, AM4, AM3+, AM2+, AM2, FM2+, FM2, FM1",0 mm,,0,0,3,0,0,False,https://www.amazon.ca/dp/B09HRNPNTD?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"MSI MAG CoreLiquid C240 , ARGB",$87.04 USD,MSI,306-7ZW2R11-813,4719072851279,824142258996,"2066, 2011-V3, 2011, 1700, 1366, 1200, 1150, 1151, 1155, 1156, AM5, AM4, AM3+, AM2+, AM2, FM2+, FM2, FM1",0 mm,,0,0,2,0,0,False,https://www.amazon.ca/dp/B09931G795?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"MSI MAG CoreLiquid C280 , ARGB",$130.56 USD,MSI,306-7ZW2R21-813,4719072851446,824142259009,"2066, 2011-V3, 2011, 1700, 1366, 1200, 1150, 1151, 1155, 1156, AM5, AM4, AM3+, AM2+, AM2, FM2+, FM2, FM1",0 mm,,0,0,0,2,0,False,https://www.amazon.ca/dp/B0991KX57D?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"MSI MAG CoreLiquid C360 , ARGB",$146.56 USD,MSI,306-7ZW2R31-813,4719072851453,824142259016,"2066, 2011-V3, 2011, 1366, 1200, 1150, 1151, 1155, 1156, AM4, AM3+, AM2+, AM2, FM2+, FM2, FM1",0 mm,,0,0,3,0,0,False,https://www.amazon.ca/dp/B0992176M7?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MAG CoreLiquid P240,$87.04 USD,MSI,306-7ZW2P11-813,4719072851460,824142259047,"2066, 2011-V3, 2011, 1700, 1366, 1200, 1150, 1151, 1155, 1156, AM5, AM4, AM3+, AM2+, AM2, FM2+, FM2, FM1",0 mm,,0,0,2,0,0,False,https://www.amazon.ca/dp/B09931VWWM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MAG CoreLiquid P360,$116.05 USD,MSI,306-7ZW2P31-813,4719072851484,824142259061,"2066, 2011-V3, 2011, 1700, 1366, 1200, 1150,1151,1155,1156, 1150, 1151, 1155, 1156, AM5, AM4, AM3+, AM2+, AM2, FM2+, FM2, FM1",0 mm,,0,0,3,0,0,False,https://www.amazon.ca/dp/B09Q7GTTGG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MEG CoreLiquid S280,$169.72 USD,MSI,9S6-6A0431-001,4719072858230,824142261170,"2066, 2011-V3, 2011, 1700, 1366, 1200, 1150,1151,1155,1156, 1150, 1151, 1155, 1156, AM4, AM3+, AM3, AM2+, AM2, FM2+, FM2, FM1",0 mm,,0,0,0,2,0,False,https://www.amazon.ca/dp/B09CQCX4VM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MEG CoreLiquid S360,$268.38 USD,MSI,9S6-6A0521-001,4719072859466,824142261583,"2066, 2011-V3, 2011, 1700, 1366, 1200, 1150, 1151, 1155, 1156, AM4, AM3+, AM2+, AM2, FM2+, FM2, FM1",0 mm,,0,0,3,0,0,False,https://www.amazon.ca/dp/B09HR7DYXW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"MSI MPG CoreLiquid K240 V2 , ARGB",,MSI,9S6-6A0311-038,4719072862862,,"2066, 2011-V3, 2011, 1366, 1200, 1150, 1151, 1155, 1156, AM4, AM3+, AM2+, AM2, FM2+, FM2, FM1",0 mm,,0,0,2,0,0,False,
NH-D15,$97.92 USD,Noctua,NH-D15,7967907240294,807320186861,"AM4, 2011-V3, 1151, FM2, FM2+, AM3, AM3+, 1700, AM5",165 mm,,0,0,0,2,0,True,https://www.amazon.ca/Noctua-NH-D15-Premium-Cooler-NF-A15/dp/B00L7UZMAK?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00L7UZMAK
NH-L12S,,Noctua,NH-L12S,0841501100055,841501100055,"AM4, 2011-V3, 1151, FM2, FM2+, AM3, AM3+, 1700, AM5",70 mm,,0,0,1,0,0,True,
NH-L9x65 SE-AM4,,Noctua,NH-L9x65-SE-AM4,5057454643517,,"AM4, AM5",65 mm,,0,1,0,0,0,True,
NH-U12S TR4-SP3,,Noctua,NH-U12S-TR4-SP3,0841501100116,,,158 mm,,0,0,1,0,0,True,
NH-U9 TR4-SP3,,Noctua,NH-U9-TR4-SP3,0841501100123,841501100123,,125 mm,,0,1,0,0,0,True,
Noctua D9S DX-4189 4U - 92mm,,Noctua,NH-D9 DX-4189 4U,9010018000320,,4189,95 mm,,0,0,0,0,0,False,
Noctua NH-C14S - 140mm,$80.15 USD,Noctua,NH-C14S,4716123315698,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, FM1, FM2, FM2+, 1700",142 mm,,0,0,0,0,0,True,https://www.amazon.ca/Noctua-NH-C14S-Premium-Cooler-NF-A14/dp/B00XUV3JTK?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00XUV3JTK
Noctua NH-D12L - 120mm,,Noctua,NH-D12L,9010018000337,841501100338,"AM5, 1700, 1200, 1150, 1151, 1155, 1156, 2011, 2066, AM4, AM3+, AM2+, FM2+, FM1",158 mm,,0,0,0,0,0,False,
Noctua NH-D14 - 140/120mm,,Noctua,NH-D14,4716123314530,,"1150, 1151, 1155, 1156, 1366, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",160 mm,,0,0,0,0,0,True,
Noctua NH-D15 chromax.black - 140/140mm,,Noctua,NH-D15 CH.BK,9010018000184,841501100185,"1150, 1151, 1155, 1156, 2011, 2011-V3, 2066, AM1, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+, AM5",150 mm,,0,0,0,0,0,False,
Noctua NH-D15 SE-AM4 - 140/140mm,,Noctua,NH-D15 SE-AM4,9010018000061,841501100062,"AM4, 1700, AM5",165 mm,,0,0,0,0,0,True,
Noctua NH-D15S 140mm,$72.5 USD,Noctua,NH-D15S,4716123315681,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, FM1, FM2, FM2+, 1700",165 mm,,0,0,0,0,0,True,https://www.amazon.ca/Noctua-NH-D15S-Premium-Dual-Tower-Cooler/dp/B00XUVGLEU?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00XUVGLEU
Noctua NH-D15S chromax.black - 140mm,,Noctua,NH-D15S CH.BK,9010018000238,,"1200, 1150, 1151, 1155, 1156, 1366, 2011-V3, 2011, 2066, AM4, AM3+, AM3, AM2, FM2+, FM2, FM1, AM5",160 mm,,0,0,0,0,0,True,
Noctua NH-D9 DX-3647 4U - 92mm,,Noctua,NH-D9 DX-3647 4U,9010018000153,,3647,95 mm,,0,0,0,0,0,True,
Noctua NH-D9DX i4 3U - 92mm,$58.02 USD,Noctua,NH-D9DX i4 3U,4716123315599,,"1366, 2011, 2011-V3, 2066, 1700",110 mm,,0,0,0,0,0,True,https://www.amazon.ca/Cooler_-Cooling-NH-D9DX-i4-3U/dp/B0149QDR2I?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0149QDR2I
"Noctua NH-D9L 92mm SSO2 Low-profile Premium , NF-A9 PWM Fans",$54.36 USD,Noctua,NH-D9L,842431012487,842431012487,"2011-0, 2011-V3, 1156,1155, 1150, AM2,AM2+,AM3, AM3+, FM1, FM2, 1700",110 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B00QCEWTAW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Noctua NH-L12 - 120mm,,Noctua,NH-L12,4716123314653,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 775, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",93 mm,,0,1,1,0,0,False,
Noctua NH-L9a - 92mm,$50.04 USD,Noctua,NH-L9A,4716123314882,842431014276,"AM2, AM3, AM3+, FM1, FM2, FM2+",37 mm,,0,0,0,0,0,False,https://www.amazon.ca/Noctua-Low-profile-Cooler-Retail-Cooling/dp/B009VY1R9O?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B009VY1R9O
Noctua NH-L9a 92mm SSO2,$50.04 USD,Noctua,NH-L9a,842431014276,,"AM2 , AM2+ , AM3 , AM3+ , FM1 , FM2",37 mm,,0,0,0,0,0,False,https://www.amazon.ca/Noctua-Low-profile-Cooler-Retail-Cooling/dp/B009VY1R9O?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B009VY1R9O
Noctua NH-L9a-AM4 chromax.black Low Profile - 92mm,,Noctua,NH-L9a-AM4 CH.BK,9010018000214,841501100215,"AM4, AM5",37 mm,,0,0,0,0,0,False,
Noctua NH-L9a-AM4 Low Profile - 92mm,,Noctua,NH-L9a-AM4,9010018000092,841501100093,AM4,37 mm,,0,0,0,0,0,False,
Noctua NH-L9a-AM5 chromax.black Low Profile - 92mm,,Noctua,NH-L9a-AM5 chromax.black,9010018000351,,AM5,37 mm,,0,0,0,0,0,False,
