Name,Price,Producer,MPN,EAN,UPC,Socket,Chipset,Unlocked,Form Factor,Memory Type,Memory Capacity,RAM Slots,SATA,VGA,DVI,Display Port,HDMI,WiFi,Integrated Graphics,Product Page
Gigabyte Z390 I Aorus Pro WiFi,$194.39 USD,Gigabyte,Z390 I AORUS PRO WIFI,4719331804527,889523015124,1151,Z390,False,Mini-ITX,DDR4,32 GB,2,4,0,0,1,1,False,False,https://www.amazon.ca/dp/B07JBX52TM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Gigabyte Z390 UD,$93.56 USD,Gigabyte,Z390 UD,4719331804411,889523015032,1151,Z390,False,ATX,DDR4, GB,4,4,0,0,0,1,False,False,https://www.amazon.ca/dp/B07HS59X7P?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Gigabyte Z490 Aorus Elite,,Gigabyte,Z490 AORUS ELITE,4719331808341,,1200,Z490,True,ATX,DDR4,64 GB,4,6,0,0,0,1,False,False,
Gigabyte Z490 Aorus Elite AC,,Gigabyte,Z490 AORUS ELITE AC,4719331808563,,1200,Z490,True,ATX,DDR4,64 GB,4,6,0,0,0,1,False,False,
Gigabyte Z490 Vision G,,Gigabyte,Z490 Vision G,4719331808594,,1200,Z490,True,ATX,DDR4,64 GB,4,6,0,0,1,1,False,False,
Gigabyte Z490I Aorus Ultra,,Gigabyte,Z490I AORUS ULTRA,4719331808495,,1200,Z490,True,Mini-ITX,DDR4,32 GB,2,2,0,0,1,1,False,False,
Gigabyte Z690 Aorus Elite DDR4,,Gigabyte,Z690 AORUS ELITE DDR4,4719331827885,,1700,Z690,True,ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,
Gigabyte Z690 Aorus Master,,Gigabyte,Z690 AORUS MASTER,4719331827519,,1700,Z690,True,ATX,DDR5,128 GB,4,6,0,0,1,0,True,False,
Gigabyte Z690 Aorus Pro,,Gigabyte,Z690 AORUS PRO,4719331827564,,1700,Z690,True,ATX,DDR5,128 GB,4,6,0,0,1,0,True,False,
Gigabyte Z690 UD AX,,Gigabyte,Z690 UD AX,4719331827861,,1700,Z690,True,ATX,DDR5,256 GB,4,6,0,0,1,1,True,False,
Gigabyte Z97-HD3,,Gigabyte,GA-Z97-HD3,4719331816667,013201159910,1150,Z97,True,ATX,DDR3, GB,4,,,,,,False,False,
MSI 970A SLI Krait Edition,,MSI,7693-050R,4719072394608,,AM3+,970,False,ATX,DDR3,32 GB,4,6,0,0,0,0,False,False,
MSI 970A-G43,,MSI,7693-030R,4719072286316,,AM3+,970,False,ATX,DDR3,32 GB,4,6,0,0,0,0,False,False,
MSI A68HM Grenade,,MSI,7891-001R,4719072397487,,FM2+,A68H,False,Micro-ATX,DDR3,32 GB,2,4,1,1,0,1,False,False,
MSI B150M Bazooka,,MSI,7982-004R,4719072413309,,1151,B150,False,Micro-ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI B150M Mortar,,MSI,7972-002R,4719072419271,,1151,B150,False,Micro-ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI B250M Bazooka,,MSI,7A70-001R,4719072489885,,1151,B250,False,Micro-ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI B250M Mortar,,MSI,7A69-003R,4719072496142,,1151,B250,False,Micro-ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI B250M Pro-VDH,,MSI,7A70-003R,4719072489892,,1151,B250,False,Micro-ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI B350 Tomahawk,$109.29 USD,MSI,7A36-002R,4719072509576,824142142974,AM4,B350,True,ATX,DDR4,64 GB,4,4,0,0,0,0,False,False,https://www.amazon.ca/msi-B350-TOMAHAWK-Tomahawk-Motherboard/dp/B06WVFFXXL?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06WVFFXXL
MSI B360M Mortar,$101.28 USD,MSI,7B23-001R,4719072562830,824142159453,1151,B360,False,Micro-ATX,DDR4,64 GB,4,4,0,0,0,0,False,False,https://www.amazon.ca/dp/B07BZ3NDY6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"MSI B365M Pro-VDH, socket 1151",,MSI,7C39-001R,4719072655297,,1151,B365,False,Micro-ATX,DDR4,64 GB,4,6,0,0,0,1,False,False,
"MSI B450 Gaming Plus Max, AMD B450",$159.57 USD,MSI,7B86-016R,4719072658557,824142189696,AM4,B450,True,ATX,DDR4,64 GB,4,6,0,0,0,1,False,False,https://www.amazon.ca/dp/B08JNKRDR7?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI B450 Tomahawk,$126.09 USD,MSI,7C02-002R,4719072587048,824142167946,AM4,B450,True,ATX,DDR4,64 GB,4,6,0,0,0,1,False,False,https://www.amazon.ca/dp/B07F7W5KJS?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI B450 Tomahawk Max,$94.28 USD,MSI,7C02-020R,4719072659226,,AM4,B450,True,ATX,DDR4, GB,4,6,0,0,0,0,False,False,https://www.amazon.ca/dp/B07WF6ZQST?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI B450-A Pro,$87.04 USD,MSI,7B86-001R,4719072587079,824142167922,AM4,B450,True,ATX,DDR4,64 GB,4,6,0,0,0,1,False,False,https://www.amazon.ca/MSI-ProSeries-Crossfire-Motherboard-PRO/dp/B07F85YW8R?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07F85YW8R
MSI B450I Gaming Plus AC,$78.97 USD,MSI,7A40-004R,4719072587000,824142168066,AM4,B450,True,Mini-ITX,DDR4,64 GB,4,4,0,0,1,1,False,False,https://www.amazon.ca/dp/B07F83RY49?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI B450M Bazooka,,MSI,7A38-015R,4719072587017,,AM4,B450,True,Micro-ATX,DDR4,64 GB,4,4,0,0,0,0,False,False,
MSI B450M Bazooka Plus,,MSI,7B90-001R,4719072587086,,AM4,B450,True,Micro-ATX,DDR4,64 GB,4,4,0,0,0,1,False,False,
MSI B450M Mortar,,MSI,7B89-001R,4719072587093,,AM4,B450,True,Micro-ATX,DDR4,64 GB,4,4,0,0,1,1,False,False,
"MSI B450M Mortar Max, AMD B450-, socket AM4",,MSI,7B89-016R,4719072653811,824142189573,AM4,B450,True,Micro-ATX,DDR4,64 GB,4,4,0,0,0,0,False,False,
MSI B450M Mortar Titanium,,MSI,7B89-002R,4719072591434,,AM4,B450,True,Micro-ATX,DDR4,64 GB,4,4,0,0,0,0,False,False,
"MSI B450M Pro-VDH Max, AMD B450-, socket AM4",$64.54 USD,MSI,7A38-043R,4719072665968,824142194430,AM4,B450,True,Micro-ATX,DDR4,64 GB,4,4,0,0,0,0,False,False,https://www.amazon.ca/dp/B07XH629TV?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI H110M Pro-VD,,MSI,7996-007R,4719072421762,,1151,H110,False,Micro-ATX,DDR4,32 GB,2,4,0,0,0,0,False,False,
MSI H270M Mortar ARCTIC,,MSI,7A69-002R,4719072498504,,1151,H270,False,Micro-ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI H81M-E34 GL/SATA600/USB3.0/DVI/HDMI/VGA H81,,MSI,7817-058R,4719072326005,,1150,H81,False,Micro-ATX,DDR3, GB,2,,,,,,False,False,
MSI H81M-P33 GL/SATA600/USB3.0/DVI/VGA H81,,MSI,7817-019R,4719072307950,,1150,H81,False,Micro-ATX,DDR3, GB,2,,,,,,False,False,
MSI H97M-G43,,MSI,7924-002R,4719072345914,,1150,H97,False,Micro-ATX,DDR3, GB,4,6,,,,,False,False,
"MSI MAG B365M Mortar, socket 1151",,MSI,7C67-001R,4719072655303,,1151,B365,False,Micro-ATX,DDR4,64 GB,4,6,0,0,0,1,False,False,
MSI MAG B660M MORTAR WIFI DDR4,$181.34 USD,MSI,7D42-004R,4719072907907,824142274934,1700,B660,False,Micro-ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,https://www.amazon.ca/dp/B09PXD16F6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI MAG X570 Tomahawk WiFi,,MSI,7C84-001R,4719072718985,,AM4,X570,True,ATX,DDR4,128 GB,4,6,0,0,0,0,False,False,
MSI MAG Z690 Tomahawk WiFi,,MSI,7D32-008R,4719072896683,,1700,Z690,True,ATX,DDR5,256 GB,4,6,0,0,1,1,True,False,
MSI MAG Z690 Tomahawk WiFi DDR4,,MSI,7D32-002R,4719072886585,,1700,Z690,True,ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
MSI MAG Z690 Torpedo,,MSI,7D32-001R,4719072886578,,1700,Z690,True,ATX,DDR5,256 GB,4,6,0,0,1,1,False,False,
MSI MEG Z490 Unify,,MSI,7C71-009R,4719072718930,,1200,Z490,True,ATX,DDR4,128 GB,4,6,0,0,0,0,False,False,
MSI PRO B660-A DDR4,$152.32 USD,MSI,7D59-001R,4719072912451,824142276174,1700,B660,False,Micro-ATX,DDR4,128 GB,4,4,0,0,2,2,False,False,https://www.amazon.ca/dp/B09PXGNVD3?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI Pro B760M-E DDR4,,MSI,7D48-008R,4711377026987,,1700,B760,False,Micro-ATX,DDR4,64 GB,2,4,1,0,0,1,False,False,
MSI Pro B760M-P DDR4,,MSI,7E02-001R,4711377030991,,1700,B760,False,Micro-ATX,DDR4,128 GB,4,4,1,0,1,1,False,False,
MSI Pro Z690-A,,MSI,7D25-011R,4719072886608,,1700,Z690,True,ATX,DDR5,128 GB,4,6,0,0,1,1,False,False,
MSI Pro Z690-A DDR4,$193.66 USD,MSI,7D25-002R,4719072886622,824142269831,1700,Z690,True,ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,https://www.amazon.ca/dp/B09GLD6LYW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
MSI Pro Z690-A WiFi DDR4,,MSI,7D25-012R,4719072888633,,1700,Z690,True,ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
MSI X399 Gaming Pro Carbon AC,$395.32 USD,MSI,7B09-010R,4719072535803,824142151051,TR4,X399,True,ATX,DDR4,128 GB,8,8,0,0,0,0,False,False,https://www.amazon.ca/ThreadRipper-Extended-ATX-Motherboard-X399-PRO/dp/B074DHQR9N?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B074DHQR9N
MSI X99A Raider,,MSI,7885-036R,4719072392512,,2011-V3,X99,False,ATX,DDR4,128 GB,8,10,0,0,0,0,False,False,
MSI Z170-A Pro,,MSI,7971-013R,4719072423582,,1151,Z170,True,ATX,DDR4,64 GB,4,6,1,1,1,0,False,False,
MSI Z170A Gaming M7,,MSI,7976-001R,4719072412784,,1151,Z170,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI Z170A PC Mate,,MSI,7971-001R,4719072410537,,1151,Z170,True,ATX,DDR4,64 GB,4,6,1,1,0,1,False,False,
MSI Z270 Gaming PLUS,,MSI,7A75-001R,4719072498535,,1151,Z270,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI Z270 Gaming Pro Carbon,,MSI,7A63-001R,4719072490607,,1151,Z270,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI Z270 KRAIT Gaming,,MSI,7A59-001R,4719072490058,,1151,Z270,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI Z270 PC MATE,,MSI,7A72-001R,4719072490072,,1151,Z270,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI Z270 SLI PLUS,,MSI,7A59-002R,4719072490065,,1151,Z270,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI Z270 Tomahawk,,MSI,7A68-002R,4719072496227,,1151,Z270,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI Z270 Xpower Gaming Titanium,,MSI,7A58-001R,4719072496241,,1151,Z270,True,ATX,DDR4,64 GB,4,8,0,0,1,1,False,False,
MSI Z270-A Pro,,MSI,7A71-001R,4719072496258,,1151,Z270,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI Z370 Gaming Plus,,MSI,7B61-002R,4719072540425,,1151,Z370,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI Z370 SLI Plus,,MSI,7B46-002R,4719072540371,,1151,Z370,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI Z370-A Pro,,MSI,7B48-001R,4719072540395,,1151,Z370,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,
MSI Z490I Unify,,MSI,7C77-007R,4719072720186,,1200,Z490,True,Mini-ITX,DDR4,64 GB,2,2,0,0,0,0,False,False,
MSI Z490M Gaming Edge WiFi,,MSI,7C79-006R,4719072719395,,1200,Z490,True,Micro-ATX,DDR4,128 GB,4,4,0,0,1,1,False,False,
ASRock 760GM-HDV,$63.15 USD,ASRock,90-MXB7U0-A0UAYZ,4717677335880,,AM3+,760G,False,Micro-ATX,DDR3,32 GB,2,4,0,0,0,0,False,False,https://www.amazon.ca/dp/B07DR76TPW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASRock 970 Extreme3 R2.0,,ASRock,970 EXTREME3 R2.0,4717677320206,,AM3+,970,False,ATX,DDR3,64 GB,4,5,0,0,0,0,False,False,
ASRock 970 Extreme4,,ASRock,970 EXTREME4,4711140877655,,AM3+,970,False,ATX,DDR3,32 GB,4,5,0,0,0,0,False,False,
ASRock 970A-G/3.1 970,,ASRock,970A-G/3.1,4717677329315,,AM3+,970,False,ATX,DDR3,64 GB,4,6,0,0,0,0,False,False,
ASRock 970M Pro3,,ASRock,90-MXGXE0-A0UAYZ,4717677325775,,AM3+,970,False,ATX,DDR3,64 GB,4,6,0,0,0,0,False,False,
ASRock 990FX Extreme3,,ASRock,990FX EXTREME3,4711140878331,,AM3+,990FX,False,ATX,DDR3, GB,4,5,,,,,False,False,
ASRock 990FX Extreme6,,ASRock,990FX Extreme6,4717677325096,,AM3+,990FX,False,ATX,DDR3,64 GB,4,5,0,0,0,0,False,False,
ASRock A320M,,ASRock,90-MXB590-A0UAYZ,4717677333206,,AM4,A320,False,Micro-ATX,DDR4,32 GB,2,4,0,0,0,0,False,False,
ASRock A320M Pro4,$78.96 USD,ASRock,90-MXB540-A0UAYZ,4717677333183,,AM4,A320,False,Micro-ATX,DDR4,64 GB,4,4,0,0,0,1,False,False,https://www.amazon.ca/ASRock-A320M-PRO4-Motherboard/dp/B06XNX9VMZ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06XNX9VMZ
ASRock A320M Pro4 R2.0,,ASRock,90-MXB9H0-A0UAYZ,4717677337570,,AM4,A320,False,Micro-ATX,DDR4,64 GB,4,4,0,0,0,1,False,False,
ASRock A320M Pro4-F,,ASRock,90-MXBAA0-A0UAYZ,4717677338249,,AM4,A320,False,Micro-ATX,DDR4,64 GB,4,4,1,1,0,1,False,False,
ASRock A320M-DGS,$57.41 USD,ASRock,90-MXB5A0-A0UAYZ,4717677333237,,AM4,A320,False,Micro-ATX,DDR4,32 GB,2,4,0,0,0,0,False,False,https://www.amazon.ca/ASRock-A320M-DGS-Motherboard/dp/B06XKXKMYB?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06XKXKMYB
ASRock A320M-HDV,,ASRock,90-MXB3T0-A0UAYZ,4717677333220,,AM4,A320,False,Micro-ATX,DDR4,32 GB,2,4,0,0,0,0,False,False,
ASRock A520M Pro4,,ASRock,90-MXBDU0-A0UAYZ,4710483932076,,AM4,A520,False,Micro-ATX,DDR4,128 GB,4,4,1,0,1,1,False,False,
ASRock A520M-HDV,$69.22 USD,ASRock,90-MXBE50-A0UAYZ,4710483932267,,AM4,A520,False,Micro-ATX,DDR4,64 GB,2,4,1,1,0,1,False,False,https://www.amazon.ca/dp/B08G1Y95SZ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASRock A520M-HVS,,ASRock,90-MXBE60-A0UAYZ,4710483932311,,AM4,A520,False,Micro-ATX,DDR4,64 GB,2,4,1,0,0,1,False,False,
ASRock A520M-ITX/AC,$121.41 USD,ASRock,90-MXBDG0-A0UAYZ,4710483932045,,AM4,A520,False,Mini-ITX,DDR4,64 GB,2,4,0,0,1,1,True,False,https://www.amazon.ca/dp/B08G1WLVR2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"ASRock AB350 Pro4 BTC, AMD B350",$98.78 USD,ASRock,90-MXB510-A0UAYZ,4717677333169,,AM4,B350,True,ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,https://www.amazon.ca/ASRock-AB350-PRO4-ATX-Motherboard/dp/B06WWF165R?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06WWF165R
ASRock AB350M,,ASRock,90-MXB580-A0UAYZ,4717677333190,,AM4,B350,True,Micro-ATX,DDR4,64 GB,4,4,0,0,0,0,False,False,
"ASRock AB350M Pro4, AMD B350",,ASRock,90-MXB520-A0UAYZ,4717677333176,,AM4,B350,True,Micro-ATX,DDR4,64 GB,4,4,0,0,0,0,False,False,
ASRock AB350M-HDV,$68.9 USD,ASRock,90-MXB3P0-A0UAYZ,4717677333213,,AM4,B350,True,Micro-ATX,DDR4,32 GB,2,4,0,0,0,0,False,False,https://www.amazon.ca/ASRock-AB350M-HDV-Socket-MicroATX-Motherboard/dp/B06WWC7BTJ?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06WWC7BTJ
ASRock AB350M-HDV R3.0,,ASRock,90-MXB990-A0UAYZ,4717677337228,,AM4,B350,True,Micro-ATX,DDR4,32 GB,2,4,0,0,0,1,False,False,
"ASRock AB350M-HDV R4.0, AMD B350",,ASRock,90-MXB9K0-A0UAYZ,4717677337631,,AM4,B350,True,Micro-ATX,DDR4,32 GB,2,4,0,0,0,1,False,False,
ASRock AM1H-ITX,,ASRock,AM1H-ITX,4717677322996,,AM1,SoC,False,Mini-ITX,DDR3,16 GB,2,4,1,1,1,1,False,False,
ASRock B150M-HDS,,ASRock,B150M-HDS,4717677329278,4717677329278,1151,B150,False,Micro-ATX,DDR4,32 GB,2,4,0,1,0,1,False,False,
ASRock B250M Pro4,$84.86 USD,ASRock,90-MXB3C0-A0UAYZ,4717677332544,,1151,B250,False,Micro-ATX,DDR4,64 GB,4,6,0,0,0,0,False,False,https://www.amazon.ca/ASRock-Motherboard-Motherboards-B250M-PRO4/dp/B01N0LMLMM?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01N0LMLMM
ASRock B250M-HDV,$68.17 USD,ASRock,90-MXB3J0-A0UAYZ,4717677332285,,1151,B250,False,Micro-ATX,DDR4,32 GB,2,6,0,0,0,0,False,False,https://www.amazon.ca/ASRock-B250M-HDV-LGA1151-MicroATX-Motherboard/dp/B01N9BY912?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01N9BY912
ASRock B360 Gaming K4 Fatal1ty,,ASRock,90-MXB6Y0-A0UAYZ,4717677335132,,1151,B360,False,ATX,DDR4,64 GB,4,6,0,0,0,1,False,False,
ASRock B360M-HDV,$79.05 USD,ASRock,90-MXB730-A0UAYZ,4717677335156,,1151,B360,False,Micro-ATX,DDR4,32 GB,2,6,0,0,0,0,False,False,https://www.amazon.ca/ASRock-B360M-HDV-CrossFireX-MicroATX-Motherboards/dp/B07BMVGW1Q?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07BMVGW1Q
"ASRock B450 Gaming ITX/ac, AMD B450",$119.68 USD,ASRock,90-MXB870-A0UAYZ,4717677336238,,AM4,B450,True,Mini-ITX,DDR4,32 GB,2,4,0,0,0,0,False,False,https://www.amazon.ca/dp/B07FVVNDFX?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"ASRock B450 Gaming K4, AMD B450",$90.66 USD,ASRock,90-MXB8A0-A0UAYZ,4717677336245,,AM4,B450,True,ATX,DDR4,64 GB,4,6,0,0,0,1,False,False,https://www.amazon.ca/dp/B07FW5ZMHQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"ASRock B450 Pro 4, AMD B450",$87.04 USD,ASRock,90-MXB8B0-A0UAYZ,4717677336252,,AM4,B450,True,ATX,DDR4,64 GB,4,6,0,0,0,1,False,False,https://www.amazon.ca/dp/B07FVYKJHR?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASRock B450 Steel Legend,$114.2 USD,ASRock,90-MXBA00-A0UAYZ,4717677338065,,AM4,B450,True,ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,https://www.amazon.ca/dp/B07MV7LR1B?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"ASRock B450M Pro4, AMD B450",$117.59 USD,ASRock,90-MXB8F0-A0UAYZ,4717677336276,,AM4,B450,True,Micro-ATX,DDR4,64 GB,4,4,0,0,0,1,False,False,https://www.amazon.ca/dp/B07FVYKFXF?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASRock B450M Pro4-F,$72.53 USD,ASRock,90-MXBAB0-A0UAYZ,4717677338263,,AM4,B450,True,Micro-ATX,DDR4,64 GB,4,4,1,1,0,1,False,False,https://www.amazon.ca/dp/B07QXNJHV8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASRock B450M-HDV,$90.66 USD,ASRock,90-MXB830-A0UAYZ,4717677336207,,AM4,B450,True,Micro-ATX,DDR4,32 GB,2,4,0,0,0,1,False,False,https://www.amazon.ca/dp/B07MWGKHR9?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"ASRock B450M-HDV R4.0, AMD B450",$98.77 USD,ASRock,90-MXB9N0-A0UAYZ,4717677337617,,AM4,B450,True,Micro-ATX,DDR4,32 GB,2,4,0,0,0,1,False,False,https://www.amazon.ca/dp/B07MWGKHR9?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASRock B460 Phantom Gaming 4,,ASRock,90-MXBCP0-A0UAYZ,4710483931086,,1200,B460,False,ATX,DDR4,128 GB,4,6,0,0,0,0,False,False,
ASRock B460 Pro4,,ASRock,90-MXBCN0-A0UAYZ,4710483931093,,1200,B460,False,ATX,DDR4,128 GB,4,6,0,0,0,0,False,False,
ASRock B460 Steel Legend,,ASRock,90-MXBCQ0-A0UAYZ,4710483931284,,1200,B460,False,ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,
ASRock B460M Pro4,,ASRock,90-MXBCV0-A0UAYZ,4710483931161,,1200,B460,False,Micro-ATX,DDR4,128 GB,4,6,1,0,0,1,False,False,
ASRock B460M Steel Legend,,ASRock,90-MXBDQ0-A0UAYZ,4710483931291,,1200,B460,False,Micro-ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,
ASRock B460M-HDV,$80.83 USD,ASRock,90-MXBD30-A0UAYZ,4710483931307,,1200,B460,False,Micro-ATX,DDR4,64 GB,2,4,0,0,0,0,False,False,https://www.amazon.ca/dp/B088ZWDD54?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASRock B460M-ITX/ac,,ASRock,90-MXBCS0-A0UAYZ,4710483931321,,1200,B460,False,Mini-ITX,DDR4,64 GB,2,4,0,0,0,0,False,False,
ASRock B550 Extreme4,$188.6 USD,ASRock,90-MXBDE0-A0UAYZ,4710483931567,,AM4,B550,False,ATX,DDR4,128 GB,4,6,0,0,0,1,False,False,https://www.amazon.ca/dp/B089RBYRD5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASRock B550 PG Riptide,,ASRock,90-MXBGH0-A0UAYZ,4710483935190,,AM4,B550,False,ATX,DDR4,128 GB,4,6,0,0,0,1,False,False,
ASRock B550 PG Velocita,$214.78 USD,ASRock,90-MXBD90-A0UAYZ,4710483931550,,AM4,B550,False,ATX,DDR4,128 GB,4,6,0,0,0,1,False,False,https://www.amazon.ca/dp/B089W55GQJ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASRock B550 Phantom Gaming 4,$97.92 USD,ASRock,90-MXBCY0-A0UAYZ,4710483931499,,AM4,B550,False,ATX,DDR4,128 GB,4,6,0,0,0,1,False,False,https://www.amazon.ca/dp/B089VTZ83Q?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASRock B550 Phantom Gaming-ITX/ax,$192.22 USD,ASRock,90-MXBD40-A0UAYZ,4710483931611,,AM4,B550,False,Mini-ITX,DDR4,64 GB,2,4,0,0,1,1,True,False,https://www.amazon.ca/dp/B089VRZ6JX?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASRock B550 Pro4,$112.43 USD,ASRock,90-MXBCZ0-A0UAYZ,4710483931482,,AM4,B550,False,ATX,DDR4,128 GB,4,6,0,0,0,0,False,False,https://www.amazon.ca/dp/B089W2ZTHF?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASRock B550 Steel Legend,$181.99 USD,ASRock,90-MXBDF0-A0UAYZ,4710483931574,,AM4,B550,False,ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,https://www.amazon.ca/dp/B089W8B8VY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASRock B550 Taichi,$236.78 USD,ASRock,90-MXBD00-A0UAYZ,4710483931642,,AM4,B550,False,ATX,DDR4,128 GB,4,8,0,0,1,1,True,False,https://www.amazon.ca/dp/B089RBRJMF?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASRock B550M Pro4,$114.81 USD,ASRock,90-MXBDK0-A0UAYZ,4710483931598,,AM4,B550,False,Micro-ATX,DDR4,128 GB,4,6,1,0,1,1,False,False,https://www.amazon.ca/dp/B089VY5WVM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASRock B550M-HDV,$79.78 USD,ASRock,90-MXBDJ0-A0UAYZ,4710483931635,,AM4,B550,False,Micro-ATX,DDR4,64 GB,2,4,1,1,0,1,False,False,https://www.amazon.ca/dp/B089W26FCB?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASRock B550M-ITX/ac,$126.93 USD,ASRock,90-MXBDH0-A0UAYZ,4710483931727,,AM4,B550,False,Mini-ITX,DDR4,64 GB,2,4,0,0,0,1,True,False,https://www.amazon.ca/dp/B089VYCHMG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASRock B560 Pro4,,ASRock,90-MXBF10-A0UAYZ,4710483933721,,1200,B560,False,ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,
ASRock B560 Steel Legend,,ASRock,90-MXBFD0-A0UAYZ,4710483933745,,1200,B560,False,ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,
ASRock B560M Pro4,,ASRock,90-MXBEL0-A0UAYZ,4710483933714,,1200,B560,False,Micro-ATX,DDR4,128 GB,4,6,0,0,1,1,True,False,
ASRock B560M Steel Legend,,ASRock,90-MXBFA0-A0UAYZ,4710483934179,,1200,B560,False,Micro-ATX,DDR4,128 GB,4,6,0,0,1,1,False,False,
ASRock B560M-HDV,,ASRock,90-MXBF50-A0UAYZ,4710483933790,,1200,B560,False,Micro-ATX,DDR4,64 GB,2,4,1,1,0,1,False,False,
