Name,Price,Producer,MPN,EAN,UPC,Width,Depth,Height,Motherboard,Power Supply,Supported GPU Length,Supported CPU Cooler Height,80mm Fans,120mm Fans,140mm Fans,200mm Fans,120mm Radiator Support,140mm Radiator Support,240mm Radiator Support,280mm Radiator Support,360mm Radiator Support,"Disk 2.5""","Disk 3.5""","Disk 2.5""/3.5""","Disk 5.25""",Primary Color(s),Window,Dust Filter,Cable Management,Noise Isolation,Product Page
Aerocool BattleHawk V2 Midi-Tower - white,,Aerocool,ACCM-PV04021.22,4713105968903,,183 mm,420 mm,420 mm,ATX,ATX,390 mm,155 mm,0/0,2/5,0/0,0/0,1,0,1,0,0,2,3,0,,black-and-white,True,True,True,False,
"Aerocool Beam-G-BK-v1 Midi-Tower, Tempered Glass - black",,Aerocool,ACCM-PV37013.11,4711099471737,,210 mm,404 mm,481.5 mm,ATX,ATX,343 mm,160 mm,0/0,1/8,0/5,0/0,1,0,1,2,1,4,2,0,,black,True,True,False,False,
"Aerocool Beam-G-BK-v2 Midi-Tower, Tempered Glass - black",,Aerocool,ACCM-PV37043.11,4711099471744,,210 mm,404 mm,481.5 mm,ATX,ATX,343 mm,160 mm,0/0,1/8,0/5,0/0,1,0,1,2,1,4,2,0,,black,True,True,False,False,
"Aerocool Bionic v1 Midi-Tower, RGB, Tempered Glass - black",,Aerocool,ACCM-PV34013.11,4710562758665,,206 mm,372 mm,450 mm,ATX,ATX,297 mm,158 mm,0/0,1/8,0/2,0/0,1,0,0,1,0,2,0,0,,black,True,False,True,False,
"Aerocool Bionic v1 Midi-Tower, RGB, Tempered Glass - black/white",,Aerocool,ACCM-PV34013.21,4710562758733,,206 mm,372 mm,450 mm,ATX,ATX,297 mm,158 mm,0/0,1/8,0/2,0/0,1,0,0,1,0,2,0,0,,black-and-white,True,False,True,False,
"Aerocool Bionic v2 Midi-Tower, RGB, Tempered Glass - black",,Aerocool,ACCM-PV34113.11,4710562758672,,206 mm,372 mm,450 mm,ATX,ATX,297 mm,158 mm,0/0,1/8,0/2,0/0,1,0,0,1,0,2,0,0,,black,True,False,True,False,
"Aerocool Bionic v2 Midi-Tower, RGB, Tempered Glass - black/white",,Aerocool,ACCM-PV34113.21,4710562758740,,206 mm,372 mm,450 mm,ATX,ATX,297 mm,158 mm,0/0,1/8,0/2,0/0,1,0,0,1,0,2,0,0,,black-and-white,True,False,True,False,
"Aerocool Blade V1 Midi-Tower, Tempered Glass - black",,Aerocool,ACCM-PV46043.11,4711099473014,,203 mm,357 mm,431 mm,ATX,ATX,307 mm,155 mm,0/0,3/8,0/0,0/0,1,0,0,0,0,0,2,0,,black,False,False,False,False,
Aerocool Bolt RGB Midi-Tower - black Window,,Aerocool,ACCM-PV15012.11,4718009156326,,194 mm,410 mm,444 mm,ATX,ATX,355 mm,155 mm,0/0,1/8,0/0,0/0,0,0,0,0,0,2,2,0,,black,True,False,True,False,
Aerocool Cipher-S-BK-v1 Midi-Tower - black,,Aerocool,ACCM-PB28004.11,4711099471683,,205 mm,485 mm,485 mm,ATX,ATX,290 mm,160 mm,0/0,0/7,0/5,0/0,1,0,0,0,2,4,12,0,,black,False,False,False,False,
"Aerocool Cronus Midi-Tower, ARGB, Tempered Glass - black",,Aerocool,ACCM-PB23013.11,4710562758931,,230 mm,468 mm,502 mm,E-ATX,ATX,387 mm,180 mm,0/0,0/6,1/5,0/0,1,0,2,0,0,4,2,0,,black,True,False,True,False,
Aerocool Cruisestar Advance Midi-Tower - black Window,,Aerocool,ACCM-PV06031.11,4713105958119,,200 mm,441 mm,483 mm,ATX,ATX,350 mm,153 mm,1/1,2/4,0/0,0/0,0,0,0,0,0,2,3,0,,black,True,False,True,False,
Aerocool CS-100 Advance Micro-ATX - black,,Aerocool,EN55217,4713105955217,,191 mm,373 mm,356 mm,Micro-ATX,ATX,325 mm,145 mm,1/1,0/2,0/0,0/0,0,0,0,0,0,1,2,0,,black,False,False,True,False,
Aerocool CS-100 Micro-ATX - black,,Aerocool,EN55194,4713105955194,,191 mm,373 mm,356 mm,Micro-ATX,ATX,325 mm,145 mm,1/1,0/2,0/0,0/0,0,0,0,0,0,1,2,0,,black,False,False,True,False,
Aerocool CS-102 Micro-ATX - black,,Aerocool,EN51660,4713105951660,,190 mm,372 mm,345 mm,Micro-ATX,ATX,240 mm,150 mm,1/2,0/1,0/0,0/0,0,0,0,0,0,2,3,0,,black,False,False,True,False,
Aerocool CS-103 Micro-ATX - black,,Aerocool,ACCS-PC11014.11,4718009158665,,199 mm,371 mm,357.6 mm,Mini-ITX,ATX,322 mm,156 mm,1/1,0/3,0/0,0/0,0,0,0,0,0,2,2,0,,black,False,False,True,False,
Aerocool CS-104 Micro-ATX - black,,Aerocool,ACCS-PC12014.11,4710562759358,,199 mm,353 mm,340.6 mm,Micro-ATX,ATX,286 mm,167 mm,0/0,1/4,0/0,0/0,0,0,1,0,0,1,0,0,,black,False,False,True,False,
Aerocool CS-106 Micro-ATX - black,,Aerocool,ACCS-PC13014.11,4710562759365,,199 mm,353 mm,340.6 mm,Micro-ATX,ATX,286 mm,167 mm,0/0,0/4,0/0,0/0,1,0,0,0,0,1,0,0,,black,False,False,True,False,
Aerocool CS-107 v1 Micro-ATX - black,,Aerocool,ACCS-PC14012.11,4710562759372,,206.5 mm,353.4 mm,385 mm,Micro-ATX,ATX,286 mm,157 mm,0/0,1/3,0/0,0/0,0,0,1,0,0,1,0,0,,black,True,False,True,False,
Aerocool CS-107 v2 Micro-ATX - black,,Aerocool,ACCS-PC14032.11,4710562759389,,206.5 mm,353.4 mm,385 mm,Micro-ATX,ATX,286 mm,157 mm,0/0,3/3,0/0,0/0,0,0,1,0,0,1,0,0,,black,True,False,True,False,
Aerocool CS-1101 Midi-Tower - black,,Aerocool,EN58126,4713105958126,,195 mm,411 mm,410 mm,ATX,ATX,375 mm,150 mm,1/1,0/2,0/1,0/0,,,,,,1,3,0,,black,False,False,False,False,
Aerocool CS-1102 Midi-Tower - black,,Aerocool,ACCM-PC03014.11,4713105958133,,195 mm,423 mm,410 mm,ATX,ATX,375 mm,150 mm,1/1,0/2,0/1,0/0,0,0,0,0,0,1,3,0,,black,False,False,False,False,
Aerocool CS-1103 Midi-Tower - black,,Aerocool,ACCM-PC10014.11,4718009158191,,190.1 mm,381.6 mm,412.8 mm,ATX,ATX,335 mm,151 mm,1/1,0/3,0/0,0/0,0,0,1,0,0,2,1,0,,black,False,False,True,False,
"Aerocool CS-1103 Midi-Tower, inkl. VX PLUS 500W Netzteil - black",,Aerocool,ACCX-PC10001.11,4718009159051,,190.1 mm,381.6 mm,412.8 mm,ATX,ATX,335 mm,151 mm,1/1,0/3,0/0,0/0,0,0,0,0,0,4,3,0,,black,False,False,False,False,
Aerocool CyberX Advance Midi-Tower - black Window,,Aerocool,ACCM-PV09032.11,4713105958454,,205 mm,434.6 mm,424 mm,ATX,ATX,335 mm,165 mm,0/0,3/3,0/0,0/0,,,,,,2,2,0,,black,True,True,True,False,
Aerocool CyberX Midi-Tower - black,,Aerocool,ACCM-PV09014.11,4713105958447,,205 mm,434.6 mm,424 mm,ATX,ATX,335 mm,165 mm,0/0,1/3,0/0,0/0,,,,,,2,2,0,,red black,False,True,True,False,
Aerocool Cyclops Advance V2 Midi-Tower - red Window,,Aerocool,ACCM-PV07026.R2,4713105968880,,183 mm,400 mm,420 mm,ATX,ATX,397 mm,155 mm,0/0,2/4,0/0,0/0,0,0,0,0,0,2,3,0,,red black,True,True,True,False,
Aerocool Cyclops Advance V2 Midi-Tower - black Window,,Aerocool,ACCM-PV07026.12,4713105968873,,183 mm,400 mm,420 mm,ATX,ATX,397 mm,155 mm,0/0,2/4,0/0,0/0,0,0,0,0,0,2,3,0,,black,True,True,True,False,
Aerocool Cylon Pro-G-BK-v2 RGB Midi-Tower - black Window,,Aerocool,ACCM-PB10013.11,4718009156357,,219 mm,434 mm,491 mm,ATX,ATX,359 mm,167 mm,0/0,1/7,0/4,0/0,1,0,2,0,0,2,0,0,,black,True,False,True,False,
Aerocool Cylon RGB Midi-Tower - black Window,,Aerocool,ACCM-PV10012.11,4713105968842,,198 mm,413 mm,459 mm,ATX,ATX,346 mm,155 mm,0/0,1/7,0/2,0/0,0,0,0,0,0,2,2,0,,black,True,True,True,False,
Aerocool Cylon RGB Midi-Tower - white Window,,Aerocool,ACCM-PV10012.21,4713105950229,,198 mm,413 mm,459 mm,ATX,ATX,346 mm,155 mm,0/0,1/7,0/2,0/0,0,0,0,0,0,2,2,0,,white,True,True,True,False,
"Aerocool Delta-A-BK-v1 Midi-Tower, Acrylglas - black",,Aerocool,ACCM-PV45012.11,4711099472796,,197 mm,357 mm,431 mm,ATX,ATX,307 mm,155 mm,0/0,1/7,0/0,0/0,1,0,0,0,0,2,2,0,,black,True,True,True,False,
"Aerocool Delta-G-BK-v1 Midi-Tower, Tempered Glass - black",,Aerocool,ACCM-PV45013.11,4711099472802,,188 mm,310 mm,420 mm,ATX,ATX,307 mm,155 mm,0/0,1/8,0/0,0/0,1,0,0,0,0,2,2,0,,black,True,True,True,False,
Aerocool DS 230 Midi-Tower - black,,Aerocool,EN58331,4713105958331,,230 mm,477.8 mm,475 mm,ATX,ATX,388 mm,170 mm,0/0,1/6,0/2,0/0,,,,,,3,5,0,,black,False,True,True,False,
"Aerocool Falcon V1 Mdi-Tower, Acrylglas - black",,Aerocool,ACCM-PV41042.11,4711099472307,,206 mm,357 mm,457 mm,ATX,ATX,290 mm,157 mm,0/0,4/8,0/2,0/0,2,0,1,0,1,1,2,0,,black,True,False,True,False,
"Aerocool Falcon V1 Mdi-Tower, Tempered Glass - black",,Aerocool,ACCM-PV41043.11,4711099472321,,206 mm,357 mm,457 mm,ATX,ATX,290 mm,157 mm,0/0,4/8,0/2,0/0,2,0,1,0,1,1,2,0,,black,True,False,True,False,
"Aerocool Falcon V2 Mdi-Tower, Acrylglas - black",,Aerocool,ACCM-PV41142.11,4711099472314,,206 mm,357 mm,457 mm,ATX,ATX,290 mm,157 mm,0/0,4/8,0/2,0/0,2,0,1,0,1,1,2,0,,black,True,True,True,False,
"Aerocool Falcon V2 Mdi-Tower, Tempered Glass - black",,Aerocool,ACCM-PV41143.11,4711099472338,,206 mm,357 mm,457 mm,ATX,ATX,290 mm,157 mm,0/0,4/8,0/2,0/0,2,0,1,0,1,0,2,0,,black,True,False,True,False,
"Aerocool Genesis ARGB V1 Midi-Tower, Acryglas - black",,Aerocool,ACCM-PV40012.11,4711099472284,,180 mm,385 mm,440 mm,ATX,,380 mm,1548 mm,0/0,1/7,0/0,0/0,0,1x 120/140 mm,0,0,0,2,0,0,,black,True,True,True,False,
Aerocool Genesis ARGB V2 Midi-Tower - black,,Aerocool,ACCM-PV40112.11,4711099472291,,180 mm,385 mm,440 mm,ATX,ATX,380 mm,1548 mm,0/0,1/7,0/0,0/0,1,0,1,0,0,2,0,0,,black,True,True,True,False,
Aerocool Gladiator Duo Midi-Tower - black Window,,Aerocool,ACCM-PB27033.11,4711099470310,,210 mm,404 mm,519 mm,ATX,ATX,326 mm,161 mm,0/0,2/8,0/2,0/0,1,0,0,1,1,2,0,0,,black,True,False,True,False,
Aerocool GT Black Advance Edition Midi Tower - black,,Aerocool,ACCM-GT01124.11,4713105952216,,200 mm,440 mm,430 mm,ATX,ATX,400 mm,158 mm,0/0,2/3,0/1,0/0,,,,,,1,3,0,,black,False,True,True,False,
Aerocool GT Black Edition Midi Tower - black,,Aerocool,EN52209,4713105952209,,200 mm,440 mm,430 mm,ATX,ATX,400 mm,158 mm,0/0,1/3,0/1,0/0,,,,,,1,3,0,,black,False,True,True,False,
Aerocool GT White Edition Midi-Tower - white,,Aerocool,EN52223,4713105952223,,200 mm,440 mm,430 mm,ATX,ATX,400 mm,158 mm,0/0,1/3,0/1,0/0,0,0,0,0,0,1,3,0,,black-and-white,False,True,True,False,
Aerocool GT-A Midi-Tower - black Window,,Aerocool,EN52698,4713105952698,,185 mm,475 mm,485 mm,ATX,ATX,310 mm,165 mm,0/0,2/5,0/0,0/0,,,,,,6,3,0,,red black,True,True,True,False,
"Aerocool Hexform-G-BK-v1 Midi-Tower, Tempered Glass - black",,Aerocool,ACCS-PV38013.11,4711099471782,,207.5 mm,358 mm,377 mm,Micro-ATX,ATX,296 mm,159 mm,0/0,1/5,0/2,0/0,2,0,1,0,0,0,0,0,,black,True,False,True,False,
"Aerocool Hexform-G-BK-v2 Midi-Tower, Tempered Glass - black",,Aerocool,ACCS-PV38033.11,4711099471799,,207.5 mm,358 mm,377 mm,Micro-ATX,ATX,296 mm,159 mm,0/0,3/0,0/0,0/0,2,0,1,0,0,0,0,0,,black,True,False,True,False,
"Aerocool LS-5200 Midi-Tower - white, Window",,Aerocool,EN58324,4713105958324,,220 mm,376.5 mm,460 mm,ATX,ATX,346 mm,170 mm,0/0,1/6,0/5,0/0,,,,,,6,5,0,,white,True,False,False,False,
"Aerocool Mecha v1 Midi-Tower, RGB, Tempered Glass - black",,Aerocool,ACCM-PV28013.11,4710562756296,,205 mm,370 mm,442 mm,ATX,ATX,302 mm,159 mm,0/0,1/4,0/2,0/0,1,0,1,0,0,1,0,0,,black,True,False,True,False,
Aerocool Mechatron Midi-Tower - black,,Aerocool,EN57011,4710700957011,,226 mm,534 mm,502 mm,ATX,ATX,330 mm,175 mm,0/0,1/8,0/7,1/3,,,,,,7,4,0,,black,False,True,True,False,
Aerocool Mechatron Midi-Tower - black Window,,Aerocool,EN57028,4710700957028,,226 mm,534 mm,502 mm,ATX,ATX,330 mm,175 mm,0/0,1/8,0/7,1/3,,,,,,7,4,0,,black,True,True,True,False,
Aerocool P7-C0 Midi-Tower - black,,Aerocool,ACCM-P702013.11,4713105957983,,214 mm,451 mm,468 mm,ATX,ATX,390 mm,175 mm,0/0,1/6,0/3,0/0,,,,,,2,3,0,,black,True,True,True,False,
Aerocool P7-C0 Pro Midi-Tower - black,,Aerocool,ACCM-P702043.11,4713105957990,,214 mm,451 mm,468 mm,ATX,ATX,390 mm,175 mm,0/0,4/6,0/3,0/0,,,,,,2,2,0,,black,True,True,True,False,
Aerocool P7-C1 Midi-Tower - black,,Aerocool,ACCM-P701011.11,4713105958294,,244.6 mm,446.6 mm,550 mm,ATX,ATX,375 mm,165 mm,0/0,1/6,0/2,0/0,,,,,,4,2,0,,black,True,True,False,False,
Aerocool P7-C1 Midi-Tower - white,,Aerocool,EN58300,4713105958300,,244.6 mm,446.6 mm,550 mm,ATX,ATX,375 mm,165 mm,0/0,1/6,0/2,0/0,,,,,,4,2,0,,white,True,True,True,False,
"Aerocool P7-C1 Midi-Tower, Tempered Glass Edition - black",,Aerocool,ACCM-P701013.11,4713105958355,,244.6 mm,446.6 mm,550 mm,ATX,ATX,375 mm,165 mm,0/0,1/6,0/2,0/0,,,,,,4,2,0,,black,True,True,True,False,
"Aerocool P7-C1 Midi-Tower, Tempered Glass Edition - white",,Aerocool,EN58362,4713105958362,,244.6 mm,446.6 mm,550 mm,ATX,ATX,375 mm,165 mm,0/0,1/6,0/2,0/0,,,,,,4,2,0,,white,True,True,True,False,
Aerocool Playa RGB Midi-Tower - black Window,,Aerocool,ACCM-PB09013.11,4718009156333,,211 mm,432 mm,480 mm,ATX,ATX,376 mm,159 mm,0/0,1/6,0/2,0/0,0,0,0,0,0,2,2,0,,black,True,False,True,False,
Aerocool Playa Slim Micro-ATX - black Window,,Aerocool,ACCS-PQ05014.11,4718009152175,,112 mm,420 mm,300 mm,Micro-ATX,SFX,240 mm,80 mm,0/0,0/0,0/0,0/0,0,0,0,0,0,0,0,0,,black,False,False,False,False,
"Aerocool Prime v1 Midi-Tower, RGB, Tempered Glass - black",,Aerocool,ACCM-PV29013.11,4710562756319,,205 mm,376.5 mm,442 mm,ATX,ATX,302 mm,159 mm,0/0,1/4,0/2,0/0,1,0,1,0,0,1,0,0,,black,True,False,True,False,
"Aerocool Prism ARGB Midi-Tower, Tempered Glass - black",,Aerocool,ACCM-PB29143.11,4711099471775,,217 mm,403 mm,477 mm,ATX,ATX,346 mm,164 mm,0/0,4/8,0/5,0/0,1,0,1,2,1,1,1,0,,black,True,False,True,False,
"Aerocool Prism FRGB Midi-Tower, Tempered Glass - black",,Aerocool,ACCM-PB29043.11,4711099471768,,216 mm,403 mm,477 mm,ATX,ATX,346 mm,164 mm,0/0,4/8,0/5,0/0,1,0,1,2,1,1,1,0,,black,True,False,True,False,
"Aerocool Prism Midi-Tower, Tempered Glass - black",,Aerocool,ACCM-PB29013.11,4711099471751,,216 mm,403 mm,477 mm,ATX,ATX,346 mm,164 mm,0/0,1/8,0/5,0/0,1,0,1,2,1,1,1,0,,black,True,False,True,False,
Aerocool PYTHON RGB Midi-Tower - black Window,,Aerocool,ACCM-PB15033.11,4718009158689,,212.7 mm,387 mm,445.5 mm,ATX,ATX,325 mm,164 mm,0/0,1/6,0/2,2/2,0,0,2,0,0,2,1,0,,black,True,True,True,False,
Aerocool Qs-180 Micro-ATX - black,,Aerocool,ACCS-PQ01014.11,4713105952919,841269029551,170 mm,355 mm,355 mm,Micro-ATX,ATX,320 mm,145 mm,1/1,0/2,0/0,0/0,0,0,0,0,0,3,1,0,,black,False,True,True,False,
Aerocool Qs-182 Micro-ATX - black,,Aerocool,EN52926,4713105952926,,170 mm,355 mm,355 mm,Micro-ATX,ATX,320 mm,145 mm,1/1,0/2,0/0,0/0,0,0,0,0,0,3,1,0,,black,False,True,True,False,
Aerocool Qs-183 Advance Micro-ATX - red,,Aerocool,ACCS-PQ03019.R1,4713105955477,,170 mm,335 mm,335 mm,Micro-ATX,ATX,320 mm,150 mm,1/1,0/2,0/0,0/0,0,0,0,0,0,3,2,0,,black,False,True,False,False,
Aerocool Qs-183 Advance Micro-ATX - black,,Aerocool,ACCS-PQ03019.11,4713105955460,,170 mm,335 mm,335 mm,Micro-ATX,ATX,320 mm,150 mm,1/1,0/2,0/0,0/0,,,,,,3,2,0,,black,False,True,False,False,
Aerocool Qs-240 Micro-ATX - black Window,,Aerocool,EN58102,4713105958102,,209 mm,372.2 mm,419 mm,Micro-ATX,ATX,300 mm,160 mm,0/0,1/5,0/0,0/0,2,0,1,0,0,3,2,0,,black,True,True,True,False,
"Aerocool Quantum Mesh v1 Midi-Tower, Tempered Glass - black",,Aerocool,ACCM-PV31013.11,4710562758566,,206 mm,360 mm,450 mm,ATX,ATX,297 mm,158 mm,0/0,1/8,0/2,0/0,1,0,0,1,0,2,0,0,,black,True,False,True,False,
"Aerocool Quantum Mesh v2 Midi-Tower, FRGB, Tempered Glass - black",,Aerocool,ACCM-PV31033.11,4710562758573,,206 mm,360 mm,450 mm,ATX,ATX,297 mm,158 mm,0/0,3/8,0/2,0/0,1,0,0,1,0,2,0,0,,black,True,False,True,False,
"Aerocool Quantum Mesh v3 Midi-Tower, RGB, Tempered Glass - black",,Aerocool,ACCM-PV31133.11,4710562758580,,206 mm,360 mm,450 mm,ATX,ATX,297 mm,158 mm,0/0,3/8,0/2,0/0,1,0,0,1,0,2,0,0,,black,True,False,True,False,
"Aerocool Quantum v1 Midi-Tower, Tempered Glass - black",,Aerocool,ACCM-PV30013.11,4710562758504,,206 mm,360 mm,450 mm,ATX,ATX,297 mm,158 mm,0/0,1/8,0/2,0/0,1,0,0,1,0,2,0,0,,black,True,False,True,False,
"Aerocool Quantum v2 Midi-Tower, FRGB, Tempered Glass - black",,Aerocool,ACCM-PV30033.11,4710562758511,,206 mm,360 mm,450 mm,ATX,ATX,297 mm,158 mm,0/0,3/8,0/2,0/0,1,0,0,1,0,2,0,0,,black,True,False,True,False,
"Aerocool Quantum v3 Midi-Tower, RGB, Tempered Glass - black",,Aerocool,ACCM-PV30133.11,4710562758528,,206 mm,360 mm,450 mm,ATX,ATX,297 mm,158 mm,0/0,3/8,0/2,0/0,1,0,0,1,0,2,0,0,,black,True,False,True,False,
Aerocool Quartz Blue Midi-Tower - black Window,,Aerocool,ACCM-PB07043.B1,4713105968941,,206.1 mm,408 mm,455 mm,ATX,ATX,360 mm,152 mm,0/0,4/6,0/0,0/0,0,0,0,0,0,4,2,0,,black,True,True,True,False,
Aerocool Quartz Red Midi-Tower - black Window,,Aerocool,ACCM-PB07043.R1,4713105968934,,206.1 mm,408 mm,455 mm,ATX,ATX,360 mm,152 mm,0/0,4/6,0/0,0/0,0,0,0,0,0,4,2,0,,black,True,True,True,False,
Aerocool Quartz RGB Midi-Tower - black Window,,Aerocool,ACCM-PB07043.71,4713105968958,,206.1 mm,408 mm,455 mm,ATX,ATX,360 mm,152 mm,0/0,4/6,0/0,0/0,0,0,0,0,0,4,2,0,,black,True,True,True,False,
Aerocool Rift RGB Midi-Tower - black Window,,Aerocool,ACCM-PV13012.11,4718009153134,,210 mm,497 mm,500 mm,ATX,ATX,346 mm,155 mm,0/0,1/7,0/0,0/0,1,0,0,0,0,5,0,0,,black,True,True,True,False,
"Aerocool Scape-G-BK-v1 Midi-Tower, Tempered Glass - black",,Aerocool,ACCM-PV36013.11,4711099471539,,206 mm,413 mm,457 mm,ATX,ATX,317 mm,157 mm,0/0,1/8,0/2,0/0,1,0,0,1,1,2,1,0,,black,True,False,False,False,
"Aerocool Scape-G-BK-v2 Midi-Tower, Tempered Glass, FRGB - black",,Aerocool,ACCM-PV36033.11,4711099471546,,206 mm,413 mm,457 mm,ATX,ATX,317 mm,157 mm,0/0,4/8,0/2,0/0,1,0,0,1,1,2,1,0,,black,True,False,False,False,
"Aerocool Scape-G-BK-v3 Midi-Tower, Tempered Glass, ARGB - black",,Aerocool,ACCM-PV36133.11,4711099471553,,206 mm,413 mm,457 mm,ATX,ATX,317 mm,157 mm,0/0,4/8,0/2,0/0,1,0,0,1,1,2,1,0,,black,True,False,False,False,
Aerocool SENTINEL RGB Midi-Tower - black Window,,Aerocool,ACCM-PB16043.11,4718009158696,,218 mm,387 mm,445 mm,ATX,ATX,325 mm,164 mm,0/0,4/6,0/2,0/2,0,0,2,0,0,2,1,0,,black,True,True,True,False,
Aerocool Shard RGB Midi-Tower - black Window,,Aerocool,ACCM-PV14012.11,4718009156319,,194 mm,423.5 mm,444 mm,ATX,ATX,355 mm,155 mm,0/0,1/8,0/0,0/0,0,0,0,0,0,2,2,0,,black,True,False,True,False,
Aerocool SI-5100 Midi-Tower - black,,Aerocool,ACCM-SI01014.11,4713105958287,,198 mm,425 mm,430 mm,ATX,ATX,347 mm,160 mm,0/0,1/4,0/0,0/0,0,0,0,0,0,3,2,0,,black,False,False,True,False,
Aerocool SI-5100 Midi-Tower - black Window,,Aerocool,ACCM-SI01011.11,4713105958348,,190 mm,415 mm,460 mm,ATX,ATX,347 mm,160 mm,0/0,1/6,0/0,0/0,,,,,,3,2,0,,black,True,False,True,False,
Aerocool SI-5200 Midi-Tower - black,,Aerocool,ACCM-SI04014.11,4718009153103,,198 mm,414 mm,430 mm,ATX,ATX,372 mm,164 mm,0/0,1/6,0/0,0/0,0,0,1,0,0,1,0,0,,black,False,True,True,False,
Aerocool SI-5200 Midi-Tower - black Window,,Aerocool,ACCM-SI04011.11,4718009153110,,198 mm,414 mm,430 mm,ATX,ATX,372 mm,164 mm,0/0,1/5,0/0,0/0,0,0,1,0,0,1,0,0,,black,True,True,True,False,
"Aerocool SI-5200 RGB Midi-Tower - black, Window",,Aerocool,ACCM-SI04032.01,4718009156289,,198 mm,414 mm,430 mm,ATX,ATX,342 mm,154 mm,0/0,3/5,0/0,0/0,0,0,1,0,0,2,3,0,,black,True,False,True,False,
"Aerocool Skribble-G-BK-v1 Midi-Tower, Tempered Glass - black",,Aerocool,ACCM-PB28013.11,4711099472888,,210 mm,441 mm,453 mm,ATX,ATX,362 mm,167 mm,0/0,1/6,0/4,0/0,2,0,1,1,1,4,1,0,,black,False,True,False,False,
"Aerocool Skyline ARGB V1 Midi-Tower, Acryglas - black",,Aerocool,ACCM-PV39012.11,4711099472260,,180 mm,385 mm,440 mm,ATX,,380 mm,1548 mm,0/0,1/7,0/0,0/0,0,0,1,0,0,2,0,0,,black,True,True,True,False,
Aerocool Skyline ARGB V2 Midi-Tower - black,,Aerocool,ACCM-PV39112.11,4711099472277,,180 mm,385 mm,440 mm,ATX,ATX,380 mm,1548 mm,0/0,1/7,0/0,0/0,0,0,1,0,0,2,0,0,,black,True,True,True,False,
Aerocool Splinter Duo Midi-Tower - black Window,,Aerocool,ACCM-PB26033.11,4711099470327,,210 mm,404 mm,519 mm,ATX,ATX,326 mm,161 mm,0/0,2/8,0/2,0/0,1,0,0,1,1,2,0,0,,black,True,False,True,False,
Aerocool SPLIT RGB Midi-Tower - black Window,,Aerocool,ACCM-PV18012.11,4718009158047,,192.5 mm,392 mm,412.5 mm,ATX,ATX,326 mm,155 mm,0/0,1/1,0/0,0/0,0,0,0,0,0,2,2,0,,black,True,False,True,False,
Aerocool STREAK RGB Midi-Tower - black Window,,Aerocool,ACCM-PV19012.11,4718009158573,,190.1 mm,382.6 mm,412.8 mm,ATX,ATX,335 mm,151 mm,1/1,0/2,0/0,0/0,0,0,0,0,0,2,1,0,,black,True,False,True,False,
Aerocool Tomahawk FAW Midi-Tower - black,,Aerocool,ACCM-PV17122.11,4718009156807,,202 mm,0 mm,0 mm,ATX,ATX,324 mm,157 mm,0/0,2/5,0/0,0/0,0,0,0,0,0,4,1,0,,black,True,False,True,False,
Aerocool Tomahawk Midi-Tower - black,,Aerocool,ACCM-PV17014.11,4718009156760,,202 mm,399 mm,0 mm,ATX,ATX,324 mm,167 mm,0/0,0/5,0/0,0/0,0,0,0,0,0,4,1,0,,black,False,True,True,False,
"Aerocool Trinity Mini v1 Micro-ATX, Tempered Glass - black",,Aerocool,ACCS-PV32013.11,4710562758610,,206.5 mm,353.4 mm,385 mm,Micro-ATX,ATX,297 mm,158 mm,0/0,1/8,0/2,0/0,1,0,1,0,0,1,0,0,,black,True,False,True,False,
"Aerocool Trinity Mini v2 Micro-ATX, FRGB, Tempered Glass - black",,Aerocool,ACCS-PV32033.11,4710562758627,,206.5 mm,353.4 mm,385 mm,Micro-ATX,ATX,297 mm,158 mm,0/0,1/8,2/2,0/0,1,0,1,0,0,1,0,0,,black,True,False,True,False,
"Aerocool Trinity Mini v3 Micro-ATX, RGB, Tempered Glass - black",,Aerocool,ACCS-PV32133.11,4710562758634,,206.5 mm,353.4 mm,385 mm,Micro-ATX,ATX,297 mm,158 mm,0/0,1/8,2/0,0/0,0,0,0,0,0,1,0,0,,black,True,False,True,False,
Aerocool V2X Black Edition Midi-Tower - black,,Aerocool,EN52643,4713105952643,,175 mm,405 mm,410 mm,ATX,ATX,320 mm,150 mm,0/1,0/0,0/0,0/0,0,0,0,0,0,1,2,0,,black,False,False,False,False,
Aerocool V2X Blue Edition Midi-Tower - black/blue,,Aerocool,ACCM-PV02014.B1,4713105952681,,175 mm,405 mm,410 mm,ATX,ATX,320 mm,150 mm,0/1,0/0,0/0,0/0,0,0,0,0,0,1,2,0,,"blue, black",False,False,False,False,
Aerocool V2X Green Edition Midi-Tower - black/grün,,Aerocool,ACCM-PV02014.G1,4713105952667,,175 mm,405 mm,410 mm,ATX,ATX,320 mm,150 mm,0/1,0/0,0/0,0/0,,,,,,1,2,0,,"green, black",False,False,False,False,
Aerocool V2X Orange Edition Midi-Tower - black/orange,,Aerocool,ACCM-PV02014.E1,4713105952674,,175 mm,405 mm,410 mm,ATX,ATX,320 mm,150 mm,0/1,0/0,0/0,0/0,0,0,0,0,0,1,2,0,,"orange, black",False,False,False,False,
Aerocool V2X Red Edition Midi-Tower - black/red,,Aerocool,EN52650,4713105952650,,175 mm,405 mm,410 mm,ATX,ATX,320 mm,150 mm,0/1,0/0,0/0,0/0,,,,,,1,2,0,,red black,False,False,False,False,
