Name,Price,Producer,MPN,EAN,UPC,Ram Type,Size,Clock,Timings,Sticks,Product Page
"Corsair Vengeance LPX Series black DDR4-3000, CL15 - 8 GB Kit",$95.14 USD,Corsair,CMK8GX4M2B3000C15,0843591069663,,DDR4-3000,8 GB,3000,15-17-17-35,2,https://www.amazon.ca/Corsair-Vengeance-3000MHz-PC4-24000-Memory/dp/B0123ZBPDA?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0123ZBPDA
Corsair Vengeance LPX Series black DDR4-3200,$47.14 USD,Corsair,CMK16GX4M2B3200C16,0843591070454,,DDR4-3200,16 GB,3200,16-18-18-36,2,https://www.amazon.ca/dp/B0143UM4TC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Corsair Vengeance LPX Series black DDR4-3466, CL16 - 16 GB Kit",$210.35 USD,Corsair,CMK16GX4M2B3466C16,0843591083072,,DDR4-3466,16 GB,3466,16-18-18-36,2,https://www.amazon.ca/Corsair-Vengeance-3466MHz-Memory-CMK16GX4M2B3466C16/dp/B0196QN48S?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0196QN48S
Corsair Vengeance LPX Series white,$47.13 USD,Corsair,CMK16GX4M2B3200C16W,0843591088381,843591088381,DDR4-3200,16 GB,3200,16-18-18-36,2,https://www.amazon.ca/dp/B01EI5ZRQY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Corsair Vengeance LPX Series white, DDR4-3200, CL 16 - 32 GB Dual-Kit",$139.36 USD,Corsair,CMK32GX4M2B3200C16W,0843591088411,843591088411,DDR4-3200,32 GB,3200,16-18-18-36,2,https://www.amazon.ca/dp/B01EI5ZBXS?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance RGB Pro Series black,$50.04 USD,Corsair,CMW16GX4M2C3200C16,0843591075381,,DDR4-3200,16 GB,3200,16-18-18-36,2,https://www.amazon.ca/dp/B07D1XCKWW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance RGB Pro Series black,$90.66 USD,Corsair,CMW16GX4M2C3600C18,0843591076951,,DDR4-3600,16 GB,3600,18-19-19-39,2,https://www.amazon.ca/dp/B07D1XJ8J9?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance RGB Pro Series black,$101.55 USD,Corsair,CMW32GX4M2Z3600C18,0840006621003,,DDR4-3600,32 GB,3600,18-22-22-42,2,https://www.amazon.ca/dp/B082DGZJ9C?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance RGB Pro Series black,$134.33 USD,Corsair,CMW16GX4M2C3200C14,0843591024327,,DDR4-3200,16 GB,3200,14-14-14-34,2,https://www.amazon.ca/dp/B07G8Q7QPY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance RGB Pro Series black,$137.81 USD,Corsair,CMW16GX4M2C3466C16,0843591098908,,DDR4-3466,16 GB,3466,16-18-18-36,2,https://www.amazon.ca/dp/B07FBPDLN7?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance RGB Pro Series black,$177.71 USD,Corsair,CMW32GX4M2C3200C16,0843591082914,,DDR4-3200,32 GB,3200,16-18-18-36,2,https://www.amazon.ca/dp/B07GTG2T7L?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance RGB Pro Series black,$242.99 USD,Corsair,CMW32GX4M2C3466C16,0840006603665,,DDR4-3466,32 GB,3466,16-18-18-36,2,https://www.amazon.ca/dp/B07HKGDV8X?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance RGB Pro Series white,,Corsair,CMW32GX4M2C3466C16W,0840006602941,,DDR4-3466,32 GB,3466,16-18-18-36,2,
Corsair Vengeance RGB Pro Series white,$61.65 USD,Corsair,CMW16GX4M2C3200C16W,0843591078719,,DDR4-3200,16 GB,3200,16-18-18-36,2,https://www.amazon.ca/dp/B07D5SN1ZK?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance RGB Pro Series white,$68.9 USD,Corsair,CMW16GX4M2C3600C18W,0843591078726,,DDR4-3600,16 GB,3600,18-19-19-39,2,https://www.amazon.ca/dp/B07D5RBTQG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance RGB Series black,$104.19 USD,Corsair,CMR16GX4M2C3466C16,0843591029803,,DDR4-3466,16 GB,3466,16-18-18-36,2,https://www.amazon.ca/dp/B06ZXY4V59?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance RGB Series white,$151.49 USD,Corsair,CMR16GX4M2C3600C18W,0843591064040,,DDR4-3600,16 GB,3600,18-19-19-39,2,https://www.amazon.ca/dp/B075NVJNL3?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Corsair Vengeance red DDR3-1866 CL10,,Corsair,CMZ32GX3M4X1866C10R,0843591012959,,DDR3-1866,32 GB,1866,,4,
Crucial Ballistix Elite series,$76.88 USD,Crucial,BLE2K8G4D36BEEAK,0649528788672,,DDR4-3600,16 GB,3600,16-18-18,2,https://www.amazon.ca/dp/B07NPKTRS1?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Crucial Ballistix Elite Series DDR4-2666, CL16 - 32 GB Kit",,Crucial,BLE4C8G4D26AFEA,0649528770585,,DDR4-2666,32 GB,2666,16-17-17,4,
"Crucial Ballistix Elite Series DDR4-2666, CL16 - 8 GB",$67.98 USD,Crucial,BLE8G4D26AFEA,0649528770561,,DDR4-2666,8 GB,2666,16-17-17,1,https://www.amazon.ca/Ballistix-Single-PC4-21300-288-Pin-Memory/dp/B00RCGJLUU?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00RCGJLUU
"Crucial Ballistix Elite Series DDR4-3000, CL15 - 16 GB Kit",,Crucial,BLE2C8G4D30AEEA,0649528778932,,DDR4-3000,16 GB,3000,15-16-16,2,
Crucial Ballistix Sport AT series,$75.63 USD,Crucial,BLS2K8G4D32AESTK,0649528789242,,DDR4-3200,16 GB,3200,16-18-18,2,https://www.amazon.ca/dp/B07MNJTHF1?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Crucial Ballistix Sport AT series,$160.32 USD,Crucial,BLS2K16G4D32AEST,0649528789266,,DDR4-3200,32 GB,3200,16-18-18,2,https://www.amazon.ca/Crucial-Ballistix-Desktop-Gaming-BLS2K16G4D32AEST/dp/B07MNJTVF2?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07MNJTVF2
Crucial Ballistix Sport DDR3-1600 CL9,,Ballistix,BLS4G3D1609DS1S00CEU,0649528757845,,DDR3-1600,4 GB,1600,,1,
Crucial Ballistix Sport LT DDR4-2400 CL16,$133.59 USD,Ballistix,BLS2C16G4D240FSB,0649528773852,,DDR4-2400,32 GB,2400,,1,https://www.amazon.ca/dp/B01B4F3IJY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Crucial Ballistix Sport LT DDR4-2400 red CL16,$271.09 USD,Ballistix,BLS4C16G4D240FSE,0649528777300,,DDR4-2400,64 GB,2400,,1,https://www.amazon.ca/dp/B01EII64B8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Crucial Ballistix Sport LT grey DDR4-2666 CL16,,Ballistix,BLS2C8G4D26BFSB,0649528781680,,DDR4-2666,16 GB,2666,,2,
Crucial Ballistix Sport LT grey DDR4-2666 CL16,$19.33 USD,Ballistix,BLS4G4D26BFSB,0649528781628,649528781628,DDR4-2666,4 GB,2666,,1,https://www.amazon.ca/dp/B01N6QJEBM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Crucial Ballistix Sport LT grey DDR4-2666 CL16,$35.42 USD,Ballistix,BLS8G4D26BFSB,0649528781987,,DDR4-2666,8 GB,2666,,1,https://www.amazon.ca/dp/B01N5P7660?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Crucial Ballistix Sport LT grey DDR4-2666 CL16,$66.31 USD,Ballistix,BLS16G4D26BFSB,0649528782168,649528782168,DDR4-2666,16 GB,2666,,1,https://www.amazon.ca/dp/B01MUAJDSS?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Crucial Ballistix Sport LT red DDR4-2666 CL16,,Ballistix,BLS2C8G4D26BFSE,0649528781888,,DDR4-2666,16 GB,2666,,2,
Crucial Ballistix Sport LT red DDR4-2666 CL16,$57.12 USD,Ballistix,BLS8G4D26BFSE,0649528781871,,DDR4-2666,8 GB,2666,,1,https://www.amazon.ca/dp/B01N5P755B?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Crucial Ballistix Sport LT series grey,$79.58 USD,Crucial,BLS2K8G4D32AESBK,0649528789129,,DDR4-3200,16 GB,3200,16-18-18,2,https://www.amazon.ca/dp/B07MNJP6RW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Crucial Ballistix Sport LT series grey,$153.77 USD,Crucial,BLS2K16G4D32AESB,0649528789143,,DDR4-3200,32 GB,3200,16-18-18,2,https://www.amazon.ca/dp/B07MR1HWXT?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Crucial Ballistix Sport LT Series grey DDR4-2400, CL16 - 16 GB Kit",$112.01 USD,Crucial,BLS2C8G4D240FSB,0649528771360,,DDR4-2400,16 GB,2400,16-16-16,2,https://www.amazon.ca/dp/B00UFF7Y4A?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Crucial Ballistix Sport LT Series grey DDR4-2400, CL16 - 32 GB Kit",$225.58 USD,Crucial,BLS4C8G4D240FSB,0649528771384,,DDR4-2400,32 GB,2400,16-16-16,4,https://www.amazon.ca/dp/B00UFF84G2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Crucial Ballistix Sport LT Series grey DDR4-2400, CL16 - 8 GB",$66.13 USD,Crucial,BLS8G4D240FSB,0649528771308,,DDR4-2400,8 GB,2400,16-16-16,1,https://www.amazon.ca/dp/B00UFBZOVE?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Crucial Ballistix Sport LT Series grey DDR4-2400, CL16 - 8 GB Kit",$83.41 USD,Crucial,BLS2C4G4D240FSB,0649528771353,,DDR4-2400,8 GB,2400,16-16-16,2,https://www.amazon.ca/Ballistix-Sport-4GBx2-PC4-19200-288-Pin/dp/B00UFBZOLO?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00UFBZOLO
Crucial Ballistix Sport LT series red,$79.58 USD,Crucial,BLS2K8G4D32AESEK,0649528789181,,DDR4-3200,16 GB,3200,16-18-18,2,https://www.amazon.ca/dp/B07MNJKPSK?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Crucial Ballistix Sport LT series red,$154.14 USD,Crucial,BLS2K16G4D32AESE,0649528789198,,DDR4-3200,32 GB,3200,16-18-18,2,https://www.amazon.ca/dp/B07MNJNSQ9?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Crucial Ballistix Sport LT Series red, DDR4-2400, CL16 - 16 GB Kit",,Crucial,BLS2C8G4D240FSE,0649528777263,,DDR4-2400,16 GB,2400,16-16-16,2,
"Crucial Ballistix Sport LT Series red, DDR4-2400, CL16 - 8 GB",$70.81 USD,Crucial,BLS8G4D240FSE,0649528777232,,DDR4-2400,8 GB,2400,16-16-16,1,https://www.amazon.ca/dp/B01DPSQOO4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Crucial Ballistix Sport LT Series red, DDR4-2400, CL16 - 8 GB Kit",$40.19 USD,Crucial,BLS2C4G4D240FSE,0649528777256,,DDR4-2400,8 GB,2400,16-16-16,2,https://www.amazon.ca/dp/B01F4Z4OPW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Crucial Ballistix Sport LT series white,$79.58 USD,Crucial,BLS2K8G4D32AESCK,0649528789068,,DDR4-3200,16 GB,3200,16-18-18,2,https://www.amazon.ca/dp/B07M9HZFP2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Crucial Ballistix Sport LT series white,$143.62 USD,Crucial,BLS2K16G4D32AESC,0649528789082,,DDR4-3200,32 GB,3200,16-18-18,2,https://www.amazon.ca/Crucial-Ballistix-Desktop-Gaming-BLS2K16G4D32AESC/dp/B07M5RKH5Z?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07M5RKH5Z
"Crucial Ballistix Sport LT Series white DDR4-2400, CL16 - 16 GB Kit",,Crucial,BLS2C8G4D240FSC,0649528774330,,DDR4-2400,16 GB,2400,16-16-16,2,
"Crucial Ballistix Sport LT Series white DDR4-2400, CL16 - 32 GB Kit",$148.3 USD,Crucial,BLS2C16G4D240FSC,0649528774347,,DDR4-2400,32 GB,2400,16-16-16,2,https://www.amazon.ca/Ballistix-16GBx2-PC4-19200-288-Pin-BLS2K16G4D240FSC/dp/B01AG9EZ6E?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01AG9EZ6E
"Crucial Ballistix Sport LT Series white DDR4-2400, CL16 - 8 GB Kit",$40.19 USD,Crucial,BLS2C4G4D240FSC,0649528774323,,DDR4-2400,8 GB,2400,16-16-16,2,https://www.amazon.ca/dp/B01AG9F0G8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Crucial Ballistix Sport LT Series white, DDR4-2400, CL16 - 8 GB",$63.12 USD,Crucial,BLS8G4D240FSC,0649528774248,,DDR4-2400,8 GB,2400,16-16-16,1,https://www.amazon.ca/dp/B0198QDLXO?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Crucial Ballistix Sport LT white DDR4-2666 CL16,,Ballistix,BLS2C8G4D26BFSC,0649528781789,,DDR4-2666,16 GB,2666,,2,
Crucial Ballistix Sport LT white DDR4-2666 CL16,$19.57 USD,Ballistix,BLS4G4D26BFSC,0649528781727,649528781727,DDR4-2666,4 GB,2666,,1,https://www.amazon.ca/dp/B01N5P5MMD?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Crucial Ballistix Sport LT white DDR4-2666 CL16,$89.96 USD,Ballistix,BLS8G4D26BFSC,0649528781772,,DDR4-2666,8 GB,2666,,1,https://www.amazon.ca/dp/B01MS79QSP?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Crucial Ballistix Sport Series DDR4-2400, CL16 - 8 GB Kit",,Crucial,BLS2C4G4D240FSA,0649528769794,,DDR4-2400,8 GB,2400,16-16-16,2,
Crucial Ballistix Sport XT DDR3-1866 CL10,,Ballistix,BLS8G3D18ADS3CEU,0649528765178,,DDR3-1866,8 GB,1866,,1,
Crucial Ballistix Sport XT DDR3-1866 CL10,,Ballistix,BLS2C8G3D18ADS3CEU,0649528765215,,DDR3-1866,16 GB,1866,,2,
Crucial Ballistix Tactical DDR3-1866 CL9,,Ballistix,BLT4G3D1869DT1TX0CEU,0649528757418,,DDR3-1866,4 GB,1866,,1,
Crucial Ballistix Tactical DDR3-1866 CL9,$120.41 USD,Ballistix,BLT2CP8G3D1869DT1TX0,0649528765468,,DDR3-1866,16 GB,1866,,2,https://www.amazon.ca/Ballistix-Tactical-PC3-14900-240-Pin-Memory/dp/B00DVISMCG?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00DVISMCG
Crucial Ballistix Tactical DDR4-2666 CL16,,Ballistix,BLT4C8G4D26AFTA,0649528771278,,DDR4-2666,32 GB,2666,,4,
Crucial Ballistix Tactical DDR4-3000 CL15,$34.61 USD,Ballistix,BLT4G4D30AETA,0649528778772,,DDR4-3000,4 GB,3000,,1,https://www.amazon.ca/Ballistix-Tactical-Single-PC4-24000-288-Pin/dp/B01GZ1MW2Q?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01GZ1MW2Q
Crucial Ballistix Tactical LP DDR3-1600 CL8,,Ballistix,BLT8G3D1608ET3LX0CEU,0649528762924,,DDR3-1600,8 GB,1600,,1,
"Crucial Ballistix Tactical, DDR4-3000, CL16 - 16 GB Kit",$207.45 USD,Crucial,BLT2C8G4D30AETA,0649528778833,,DDR4-3000,16 GB,3000,16,2,https://www.amazon.ca/Ballistix-Tactical-PC4-21300-288-Pin-Memory/dp/B01HDUVNRI?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01HDUVNRI
Crucial DDR4-2133 CL15,,Crucial,CT4G4DFS8213,0649528768421,,DDR4-2133,4 GB,2133,,1,
Crucial DDR4-2133 CL15,$72.13 USD,Crucial,CT8G4DFS8213,0649528775849,,DDR4-2133,8 GB,2133,,1,https://www.amazon.ca/Crucial-Single-PC4-17000-Unbuffered-288-Pin/dp/B01BIWLFGQ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01BIWLFGQ
Crucial DDR5-4800,$29.12 USD,Crucial,CT2K8G48C40U5,0649528905611,,DDR5-4800,16 GB,4800,40-39-39,2,https://www.amazon.ca/dp/B09HWFZZM4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Crucial DDR5-4800,$47.08 USD,Crucial,CT2K16G48C40U5,0649528905628,,DDR5-4800,32 GB,4800,40-39-39,2,https://www.amazon.ca/dp/B09HW2JNHX?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Crucial DDR5-4800,$87.12 USD,Crucial,CT2K32G48C40U5,0649528905635,,DDR5-4800,64 GB,4800,40-39-39,2,https://www.amazon.ca/dp/B09HW97JVF?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
"Crucial Value Series DDR4-2133, CL15 - 16 GB Kit",,Crucial,CT2K8G4DFD8213,0649528768469,,DDR4-2133,16 GB,2133,15,2,
"Crucial Value Series DDR4-2133, CL15 - 8 GB",,Crucial,CT8G4DFD8213,0649528768452,,DDR4-2133,8 GB,2133,15,1,
G.Skill Aegis DDR4 DDR4-2133 16GB,,G.Skill,F4-2133C15D-16GIS,4719692009555,,DDR4-2133,16 GB,2133,15-15-15-35-2N,2,
G.Skill Aegis DDR4 DDR4-2133 32GB,,G.Skill,F4-2133C15D-32GIS,0700115307444,700115307444,DDR4-2133,32 GB,2133,15-15-15-36-2N,2,
G.Skill Aegis DDR4 DDR4-2133 4GB,,G.Skill,F4-2133C15S-4GIS,4719692009517,,DDR4-2133,4 GB,2133,15-15-15-35-2N,1,
G.Skill Aegis DDR4 DDR4-2133 8GB,,G.Skill,F4-2133C15S-8GIS,0848354019541,848354019541,DDR4-2133,8 GB,2133,15-15-15-35-2N,1,
G.Skill Aegis DDR4 DDR4-2400 16GB,,G.Skill,F4-2400C15D-16GIS,0848354019640,848354019640,DDR4-2400,16 GB,2400,15-15-15-35-2N,2,
G.Skill Aegis DDR4 DDR4-2400 32GB,,G.Skill,F4-2400C15D-32GIS,0848354019671,848354019671,DDR4-2400,32 GB,2400,15-15-15-35-2N,2,
G.Skill Aegis DDR4 DDR4-2400 4GB,,G.Skill,F4-2400C15S-4GIS,4719692009609,,DDR4-2400,4 GB,2400,15-15-15-35-2N,1,
G.Skill Aegis DDR4 DDR4-2400 8GB,$32.54 USD,G.Skill,F4-2400C15S-8GIS,0848354019633,848354019633,DDR4-2400,8 GB,2400,15-15-15-35-2N,1,https://www.amazon.ca/dp/B01CBYMSRA?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
G.Skill Aegis DDR4 DDR4-3000 16GB,,G.Skill,F4-3000C16D-16GISB,0848354023449,848354023449,DDR4-3000,16 GB,3000,16-18-18-38-2N,2,
G.Skill Aegis DDR4 DDR4-3000 8GB,,G.Skill,F4-3000C16S-8GISB,0848354023432,848354023432,DDR4-3000,8 GB,3000,16-18-18-38-2N,1,
G.Skill Flare X (for AMD) DDR4-2133 16GB,,G.Skill,F4-2133C15D-16GFXR,0848354025948,848354025948,DDR4-2133,16 GB,2133,15-15-15-35,2,
G.Skill Flare X Series,,G.Skill,F4-3200C14D-16GFX,4719692016201,,DDR4-3200,16 GB,3200,14-14-14-34,2,
"G.Skill Fortis Series black, DDR4-2133 für Ryzen, CL 15 - 16 GB Dual-Kit",,G.Skill,F4-2133C15D-16GFT,4719692015662,,DDR4-2133,16 GB,2133,15-15-15-35,2,
"G.Skill Fortis Series black, DDR4-2133 für Ryzen, CL 15 - 32 GB Dual-Kit",,G.Skill,F4-2133C15D-32GFT,4719692015686,,DDR4-2133,32 GB,2133,15-15-15-36,2,
"G.Skill Fortis Series black, DDR4-2133 für Ryzen, CL 15 - 64 GB Quad-Kit",,G.Skill,F4-2133C15Q-64GFT,4719692015693,,DDR4-2133,64 GB,2133,15-15-15-36,4,
G.Skill Ripjaws V DDR4-3200 16GB,,G.Skill,F4-3200C16D-16GVK,6907502583649,,DDR4-3200,16 GB,3200,16-16-16-36-2N,2,
G.Skill Ripjaws V DDR4-3200 16GB,,G.Skill,F4-3200C16D-16GVS,4719692004826,,DDR4-3200,16 GB,3200,16-16-16-36-2N,2,
G.Skill Ripjaws V DDR4-3200 16GB,,G.Skill,F4-3200C15D-16GVK,0848354019473,848354014973,DDR4-3200,16 GB,3200,15-15-15-35-2N,2,
G.Skill Ripjaws V DDR4-3200 16GB,,G.Skill,F4-3200C16D-16GVR,4719692004796,,DDR4-3200,16 GB,3200,16-16-16-36-2N,2,
G.Skill Ripjaws V DDR4-3200 16GB,,G.Skill,F4-3200C16D-16GVRB,0848354014959,848354014959,DDR4-3200,16 GB,3200,16-18-18-38-2N,2,
G.Skill Ripjaws V DDR4-3200 16GB,$142.72 USD,G.Skill,F4-3200C15D-16GVR,0848354019459,848354019459,DDR4-3200,16 GB,3200,15-15-15-35-2N,2,https://www.amazon.ca/dp/B01C6XPWFG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
G.Skill Ripjaws V DDR4-3200 32GB,,G.Skill,F4-3200C16D-32GVKA,0848354018704,848354018704,DDR4-3200,32 GB,3200,16-16-16-36-2N,2,
G.Skill Ripjaws V DDR4-3200 32GB,,G.Skill,F4-3200C15D-32GVR,0848354018919,848354018919,DDR4-3200,32 GB,3200,15-15-15-35-2N,2,
G.Skill Ripjaws V DDR4-3200 32GB,,G.Skill,F4-3200C15D-32GVK,0848354018933,848354018933,DDR4-3200,32 GB,3200,15-15-15-35-2N,2,
G.Skill Ripjaws V DDR4-3200 32GB,,G.Skill,F4-3200C14D-32GVR,4719692009210,848354019213,DDR4-3200,32 GB,3200,14-14-14-34-2N,2,
G.Skill Ripjaws V DDR4-3200 64GB,,G.Skill,F4-3200C16Q-64GVK,4719692004697,,DDR4-3200,64 GB,3200,16-18-18-38-2N,4,
G.Skill Ripjaws V DDR4-3200 64GB,,G.Skill,F4-3200C14Q-64GVR,0848354019220,848354019220,DDR4-3200,64 GB,3200,14-14-14-34-2N,4,
G.Skill Ripjaws V DDR4-3200 64GB,,G.Skill,F4-3200C15Q-64GVK,0848354018940,848354018940,DDR4-3200,64 GB,3200,15-15-15-35-2N,4,
G.Skill Ripjaws V DDR4-3200 8GB,,G.Skill,F4-3200C16D-8GVK,0848354014737,848354014737,DDR4-3200,8 GB,3200,16-16-16-36-2N,2,
G.Skill Ripjaws V DDR4-3400 16GB,,G.Skill,F4-3400C16D-16GVK,4719692006950,848354014812,DDR4-3400,16 GB,3400,16-18-18-38-2N,2,
G.Skill Ripjaws V DDR4-3400 32GB,,G.Skill,F4-3400C16D-32GVR,0848354019695,848354019695,DDR4-3400,32 GB,3400,16-16-16-36-2N,2,
G.Skill Ripjaws V DDR4-3466 16GB,,G.Skill,F4-3466C16D-16GVK,0848354018575,848354018575,DDR4-3466,16 GB,3466,16-18-18-38-2N,2,
G.Skill Ripjaws V DDR4-3466 16GB,,G.Skill,F4-3466C16D-16GVR,4719692010070,,DDR4-3466,16 GB,3466,16-18-18-38-2N,2,
G.Skill Ripjaws V DDR4-3600 16GB,,G.Skill,F4-3600C17D-16GVK,4719692008565,,DDR4-3600,16 GB,3600,17-18-18-38-2N,2,
G.Skill Ripjaws V DDR4-3600 16GB,,G.Skill,F4-3600C16D-16GVK,4719692008732,848354018735,DDR4-3600,16 GB,3600,16-16-16-36-2N,2,
G.Skill RipJaws V Series,,G.Skill,F4-3200C14D-16GVR,4719692009333,848354019336,DDR4-3200,16 GB,3200,14-14-14-34,2,
G.Skill RipJaws V Series,,G.Skill,F4-3200C16D-16GVKB,4719692004970,,DDR4-3200,16 GB,3200,16-18-18-38,2,
G.Skill RipJaws V Series,,G.Skill,F4-3200C16D-64GVK,4713294224644,,DDR4-3200,64 GB,3200,16-18-18-38,2,
G.Skill RipJaws V Series,,G.Skill,F4-3200C14D-32GVK,4719692009234,,DDR4-3200,32 GB,3200,14-14-14-34,2,
G.Skill RipJaws V Series,$147.28 USD,G.Skill,F4-3200C16D-32GVK,4719692007018,848354019701,DDR4-3200,32 GB,3200,16-18-18-38,2,https://www.amazon.ca/dp/B0171GQR0C?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
G.Skill Sniper DDR3-1866 CL9,,G. Skill,F3-1866C9D-16GSR,4711148599436,,DDR3-1866,16 GB,1866,,2,
G.Skill Sniper DDR3-1866 CL9,,G. Skill,F3-14900CL9D-8GBSR,4711148597241,,DDR3-1866,8 GB,1866,,2,
G.Skill Sniper X Series,,G.Skill,F4-3200C16D-32GSXWB,4719692019677,,DDR4-3200,32 GB,3200,16-18-18-38,2,
G.Skill Sniper X Series,,G.Skill,F4-3200C16D-32GSXFB,4719692019691,,DDR4-3200,32 GB,3200,16-18-18-38,2,
G.Skill Sniper X Series,,G.Skill,F4-3200C16D-32GSXKB,4719692019684,,DDR4-3200,32 GB,3200,16-18-18-38,2,
G.Skill Sniper X Series,$78.33 USD,G.Skill,F4-3200C16D-16GSXKB,4719692019622,,DDR4-3200,16 GB,3200,16-18-18-38,2,https://www.amazon.ca/G-SKILL-F4-3200C16D-16GSXKB-288-Pin-PC4-25600-Desktop/dp/B079ZDC4R2?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B079ZDC4R2
G.Skill Sniper X Series,$78.33 USD,G.Skill,F4-3200C16D-16GSXFB,4719692019639,,DDR4-3200,16 GB,3200,16-18-18-38,2,https://www.amazon.ca/G-SKILL-F4-3200C16D-16GSXFB-288-Pin-PC4-25600-Desktop/dp/B079ZMQWGX?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B079ZMQWGX
G.Skill Sniper X Series,$94.98 USD,G.Skill,F4-3200C16D-16GSXWB,4719692019615,,DDR4-3200,16 GB,3200,16-18-18-38,2,https://www.amazon.ca/G-SKILL-F4-3200C16D-16GSXWB-288-Pin-PC4-25600-Desktop/dp/B079ZD92NR?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B079ZD92NR
G.Skill Trident Z DDR4-3200 16GB,,G.Skill,F4-3200C14D-16GTZ,0848354019374,848354019374,DDR4-3200,16 GB,3200,14-14-14-34-2N,2,
