index,Format,Metric,Year,Number of Records,Value (Actual)
2528,Music Video (Physical),Value (Adjusted),2010,1,208.224874344
2529,Music Video (Physical),Value (Adjusted),2011,1,171.620781634
2530,Music Video (Physical),Value (Adjusted),2012,1,129.85137719
2531,Music Video (Physical),Value (Adjusted),2013,1,116.639672376
2532,Music Video (Physical),Value (Adjusted),2014,1,96.875251056
2533,Music Video (Physical),Value (Adjusted),2015,1,75.973614493
2534,Music Video (Physical),Value (Adjusted),2016,1,60.634642175
2535,Music Video (Physical),Value (Adjusted),2017,1,40.279585351
2536,Music Video (Physical),Value (Adjusted),2018,1,28.060663877
2537,Music Video (Physical),Value (Adjusted),2019,1,27.705246783
2538,On-Demand Streaming (Ad-Supported),Value (Adjusted),1973,1,
2539,On-Demand Streaming (Ad-Supported),Value (Adjusted),1974,1,
2540,On-Demand Streaming (Ad-Supported),Value (Adjusted),1975,1,
2541,On-Demand Streaming (Ad-Supported),Value (Adjusted),1976,1,
2542,On-Demand Streaming (Ad-Supported),Value (Adjusted),1977,1,
2543,On-Demand Streaming (Ad-Supported),Value (Adjusted),1978,1,
2544,On-Demand Streaming (Ad-Supported),Value (Adjusted),1979,1,
2545,On-Demand Streaming (Ad-Supported),Value (Adjusted),1980,1,
2546,On-Demand Streaming (Ad-Supported),Value (Adjusted),1981,1,
2547,On-Demand Streaming (Ad-Supported),Value (Adjusted),1982,1,
2548,On-Demand Streaming (Ad-Supported),Value (Adjusted),1983,1,
2549,On-Demand Streaming (Ad-Supported),Value (Adjusted),1984,1,
2550,On-Demand Streaming (Ad-Supported),Value (Adjusted),1985,1,
2551,On-Demand Streaming (Ad-Supported),Value (Adjusted),1986,1,
2552,On-Demand Streaming (Ad-Supported),Value (Adjusted),1987,1,
2553,On-Demand Streaming (Ad-Supported),Value (Adjusted),1988,1,
2554,On-Demand Streaming (Ad-Supported),Value (Adjusted),1989,1,
2555,On-Demand Streaming (Ad-Supported),Value (Adjusted),1990,1,
2556,On-Demand Streaming (Ad-Supported),Value (Adjusted),1991,1,
2557,On-Demand Streaming (Ad-Supported),Value (Adjusted),1992,1,
2558,On-Demand Streaming (Ad-Supported),Value (Adjusted),1993,1,
2559,On-Demand Streaming (Ad-Supported),Value (Adjusted),1994,1,
2560,On-Demand Streaming (Ad-Supported),Value (Adjusted),1995,1,
2561,On-Demand Streaming (Ad-Supported),Value (Adjusted),1996,1,
2562,On-Demand Streaming (Ad-Supported),Value (Adjusted),1997,1,
2563,On-Demand Streaming (Ad-Supported),Value (Adjusted),1998,1,
2564,On-Demand Streaming (Ad-Supported),Value (Adjusted),1999,1,
2565,On-Demand Streaming (Ad-Supported),Value (Adjusted),2000,1,
2566,On-Demand Streaming (Ad-Supported),Value (Adjusted),2001,1,
2567,On-Demand Streaming (Ad-Supported),Value (Adjusted),2002,1,
2568,On-Demand Streaming (Ad-Supported),Value (Adjusted),2003,1,
2569,On-Demand Streaming (Ad-Supported),Value (Adjusted),2004,1,
2570,On-Demand Streaming (Ad-Supported),Value (Adjusted),2005,1,
2571,On-Demand Streaming (Ad-Supported),Value (Adjusted),2006,1,
2572,On-Demand Streaming (Ad-Supported),Value (Adjusted),2007,1,
2573,On-Demand Streaming (Ad-Supported),Value (Adjusted),2008,1,
2574,On-Demand Streaming (Ad-Supported),Value (Adjusted),2009,1,
2575,On-Demand Streaming (Ad-Supported),Value (Adjusted),2010,1,
2576,On-Demand Streaming (Ad-Supported),Value (Adjusted),2011,1,129.340695033
2577,On-Demand Streaming (Ad-Supported),Value (Adjusted),2012,1,190.339615647
2578,On-Demand Streaming (Ad-Supported),Value (Adjusted),2013,1,242.396097837
2579,On-Demand Streaming (Ad-Supported),Value (Adjusted),2014,1,306.475448007
2580,On-Demand Streaming (Ad-Supported),Value (Adjusted),2015,1,401.245264147
2581,On-Demand Streaming (Ad-Supported),Value (Adjusted),2016,1,521.288175026
2582,On-Demand Streaming (Ad-Supported),Value (Adjusted),2017,1,686.918081261
2583,On-Demand Streaming (Ad-Supported),Value (Adjusted),2018,1,773.2949166879998
2584,On-Demand Streaming (Ad-Supported),Value (Adjusted),2019,1,908.149330523
2585,Other Ad-Supported Streaming,Value (Adjusted),1973,1,
2586,Other Ad-Supported Streaming,Value (Adjusted),1974,1,
2587,Other Ad-Supported Streaming,Value (Adjusted),1975,1,
2588,Other Ad-Supported Streaming,Value (Adjusted),1976,1,
2589,Other Ad-Supported Streaming,Value (Adjusted),1977,1,
2590,Other Ad-Supported Streaming,Value (Adjusted),1978,1,
2591,Other Ad-Supported Streaming,Value (Adjusted),1979,1,
2592,Other Ad-Supported Streaming,Value (Adjusted),1980,1,
2593,Other Ad-Supported Streaming,Value (Adjusted),1981,1,
2594,Other Ad-Supported Streaming,Value (Adjusted),1982,1,
2595,Other Ad-Supported Streaming,Value (Adjusted),1983,1,
2596,Other Ad-Supported Streaming,Value (Adjusted),1984,1,
2597,Other Ad-Supported Streaming,Value (Adjusted),1985,1,
2598,Other Ad-Supported Streaming,Value (Adjusted),1986,1,
2599,Other Ad-Supported Streaming,Value (Adjusted),1987,1,
2600,Other Ad-Supported Streaming,Value (Adjusted),1988,1,
2601,Other Ad-Supported Streaming,Value (Adjusted),1989,1,
2602,Other Ad-Supported Streaming,Value (Adjusted),1990,1,
2603,Other Ad-Supported Streaming,Value (Adjusted),1991,1,
2604,Other Ad-Supported Streaming,Value (Adjusted),1992,1,
2605,Other Ad-Supported Streaming,Value (Adjusted),1993,1,
2606,Other Ad-Supported Streaming,Value (Adjusted),1994,1,
2607,Other Ad-Supported Streaming,Value (Adjusted),1995,1,
2608,Other Ad-Supported Streaming,Value (Adjusted),1996,1,
2609,Other Ad-Supported Streaming,Value (Adjusted),1997,1,
2610,Other Ad-Supported Streaming,Value (Adjusted),1998,1,
2611,Other Ad-Supported Streaming,Value (Adjusted),1999,1,
2612,Other Ad-Supported Streaming,Value (Adjusted),2000,1,
2613,Other Ad-Supported Streaming,Value (Adjusted),2001,1,
2614,Other Ad-Supported Streaming,Value (Adjusted),2002,1,
2615,Other Ad-Supported Streaming,Value (Adjusted),2003,1,
2616,Other Ad-Supported Streaming,Value (Adjusted),2004,1,
2617,Other Ad-Supported Streaming,Value (Adjusted),2005,1,
2618,Other Ad-Supported Streaming,Value (Adjusted),2006,1,
2619,Other Ad-Supported Streaming,Value (Adjusted),2007,1,
2620,Other Ad-Supported Streaming,Value (Adjusted),2008,1,
2621,Other Ad-Supported Streaming,Value (Adjusted),2009,1,
2622,Other Ad-Supported Streaming,Value (Adjusted),2010,1,
2623,Other Ad-Supported Streaming,Value (Adjusted),2011,1,
2624,Other Ad-Supported Streaming,Value (Adjusted),2012,1,
2625,Other Ad-Supported Streaming,Value (Adjusted),2013,1,
2626,Other Ad-Supported Streaming,Value (Adjusted),2014,1,
2627,Other Ad-Supported Streaming,Value (Adjusted),2015,1,
2628,Other Ad-Supported Streaming,Value (Adjusted),2016,1,86.55959668299998
2629,Other Ad-Supported Streaming,Value (Adjusted),2017,1,273.040319024
2630,Other Ad-Supported Streaming,Value (Adjusted),2018,1,255.967443871
2631,Other Ad-Supported Streaming,Value (Adjusted),2019,1,251.064710118
2632,Other Digital,Value (Adjusted),1973,1,
2633,Other Digital,Value (Adjusted),1974,1,
2634,Other Digital,Value (Adjusted),1975,1,
2635,Other Digital,Value (Adjusted),1976,1,
2636,Other Digital,Value (Adjusted),1977,1,
2637,Other Digital,Value (Adjusted),1978,1,
2638,Other Digital,Value (Adjusted),1979,1,
2639,Other Digital,Value (Adjusted),1980,1,
2640,Other Digital,Value (Adjusted),1981,1,
2641,Other Digital,Value (Adjusted),1982,1,
2642,Other Digital,Value (Adjusted),1983,1,
2643,Other Digital,Value (Adjusted),1984,1,
2644,Other Digital,Value (Adjusted),1985,1,
2645,Other Digital,Value (Adjusted),1986,1,
2646,Other Digital,Value (Adjusted),1987,1,
2647,Other Digital,Value (Adjusted),1988,1,
2648,Other Digital,Value (Adjusted),1989,1,
2649,Other Digital,Value (Adjusted),1990,1,
2650,Other Digital,Value (Adjusted),1991,1,
2651,Other Digital,Value (Adjusted),1992,1,
2652,Other Digital,Value (Adjusted),1993,1,
2653,Other Digital,Value (Adjusted),1994,1,
2654,Other Digital,Value (Adjusted),1995,1,
2655,Other Digital,Value (Adjusted),1996,1,
2656,Other Digital,Value (Adjusted),1997,1,
2657,Other Digital,Value (Adjusted),1998,1,
2658,Other Digital,Value (Adjusted),1999,1,
2659,Other Digital,Value (Adjusted),2000,1,
2660,Other Digital,Value (Adjusted),2001,1,
2661,Other Digital,Value (Adjusted),2002,1,
2662,Other Digital,Value (Adjusted),2003,1,
2663,Other Digital,Value (Adjusted),2004,1,
2664,Other Digital,Value (Adjusted),2005,1,
2665,Other Digital,Value (Adjusted),2006,1,
2666,Other Digital,Value (Adjusted),2007,1,
2667,Other Digital,Value (Adjusted),2008,1,
2668,Other Digital,Value (Adjusted),2009,1,
2669,Other Digital,Value (Adjusted),2010,1,
2670,Other Digital,Value (Adjusted),2011,1,
2671,Other Digital,Value (Adjusted),2012,1,
2672,Other Digital,Value (Adjusted),2013,1,
2673,Other Digital,Value (Adjusted),2014,1,
2674,Other Digital,Value (Adjusted),2015,1,
2675,Other Digital,Value (Adjusted),2016,1,18.259409536
2676,Other Digital,Value (Adjusted),2017,1,17.610951916
2677,Other Digital,Value (Adjusted),2018,1,20.199063312
2678,Other Digital,Value (Adjusted),2019,1,21.517175006
2679,Other Tapes,Value (Adjusted),1973,1,89.825432432
2680,Other Tapes,Value (Adjusted),1974,1,68.970346856
2681,Other Tapes,Value (Adjusted),1975,1,48.470286245
2682,Other Tapes,Value (Adjusted),1976,1,22.914775044
2683,Other Tapes,Value (Adjusted),1977,1,
2684,Other Tapes,Value (Adjusted),1978,1,
2685,Other Tapes,Value (Adjusted),1979,1,
2686,Other Tapes,Value (Adjusted),1980,1,
2687,Other Tapes,Value (Adjusted),1981,1,
2688,Other Tapes,Value (Adjusted),1982,1,
2689,Other Tapes,Value (Adjusted),1983,1,
2690,Other Tapes,Value (Adjusted),1984,1,
2691,Other Tapes,Value (Adjusted),1985,1,
2692,Other Tapes,Value (Adjusted),1986,1,
2693,Other Tapes,Value (Adjusted),1987,1,
2694,Other Tapes,Value (Adjusted),1988,1,
2695,Other Tapes,Value (Adjusted),1989,1,
2696,Other Tapes,Value (Adjusted),1990,1,
2697,Other Tapes,Value (Adjusted),1991,1,
2698,Other Tapes,Value (Adjusted),1992,1,
2699,Other Tapes,Value (Adjusted),1993,1,
2700,Other Tapes,Value (Adjusted),1994,1,
2701,Other Tapes,Value (Adjusted),1995,1,
2702,Other Tapes,Value (Adjusted),1996,1,
2703,Other Tapes,Value (Adjusted),1997,1,
2704,Other Tapes,Value (Adjusted),1998,1,
2705,Other Tapes,Value (Adjusted),1999,1,
2706,Other Tapes,Value (Adjusted),2000,1,
2707,Other Tapes,Value (Adjusted),2001,1,
2708,Other Tapes,Value (Adjusted),2002,1,
2709,Other Tapes,Value (Adjusted),2003,1,
2710,Other Tapes,Value (Adjusted),2004,1,
2711,Other Tapes,Value (Adjusted),2005,1,
2712,Other Tapes,Value (Adjusted),2006,1,
2713,Other Tapes,Value (Adjusted),2007,1,
2714,Other Tapes,Value (Adjusted),2008,1,
2715,Other Tapes,Value (Adjusted),2009,1,
2716,Other Tapes,Value (Adjusted),2010,1,
2717,Other Tapes,Value (Adjusted),2011,1,
2718,Other Tapes,Value (Adjusted),2012,1,
2719,Other Tapes,Value (Adjusted),2013,1,
2720,Other Tapes,Value (Adjusted),2014,1,
2721,Other Tapes,Value (Adjusted),2015,1,
2722,Other Tapes,Value (Adjusted),2016,1,
2723,Other Tapes,Value (Adjusted),2017,1,
2724,Other Tapes,Value (Adjusted),2018,1,
2725,Other Tapes,Value (Adjusted),2019,1,
2726,Paid Subscription,Value (Adjusted),1973,1,
2727,Paid Subscription,Value (Adjusted),1974,1,
2728,Paid Subscription,Value (Adjusted),1975,1,
2729,Paid Subscription,Value (Adjusted),1976,1,
2730,Paid Subscription,Value (Adjusted),1977,1,
2731,Paid Subscription,Value (Adjusted),1978,1,
2732,Paid Subscription,Value (Adjusted),1979,1,
2733,Paid Subscription,Value (Adjusted),1980,1,
2734,Paid Subscription,Value (Adjusted),1981,1,
2735,Paid Subscription,Value (Adjusted),1982,1,
2736,Paid Subscription,Value (Adjusted),1983,1,
2737,Paid Subscription,Value (Adjusted),1984,1,
2738,Paid Subscription,Value (Adjusted),1985,1,
2739,Paid Subscription,Value (Adjusted),1986,1,
2740,Paid Subscription,Value (Adjusted),1987,1,
2741,Paid Subscription,Value (Adjusted),1988,1,
2742,Paid Subscription,Value (Adjusted),1989,1,
2743,Paid Subscription,Value (Adjusted),1990,1,
2744,Paid Subscription,Value (Adjusted),1991,1,
2745,Paid Subscription,Value (Adjusted),1992,1,
2746,Paid Subscription,Value (Adjusted),1993,1,
2747,Paid Subscription,Value (Adjusted),1994,1,
2748,Paid Subscription,Value (Adjusted),1995,1,
2749,Paid Subscription,Value (Adjusted),1996,1,
2750,Paid Subscription,Value (Adjusted),1997,1,
2751,Paid Subscription,Value (Adjusted),1998,1,
2752,Paid Subscription,Value (Adjusted),1999,1,
2753,Paid Subscription,Value (Adjusted),2000,1,
2754,Paid Subscription,Value (Adjusted),2001,1,
2755,Paid Subscription,Value (Adjusted),2002,1,
2756,Paid Subscription,Value (Adjusted),2003,1,
2757,Paid Subscription,Value (Adjusted),2004,1,
2758,Paid Subscription,Value (Adjusted),2005,1,195.309904762
2759,Paid Subscription,Value (Adjusted),2006,1,261.490443452
2760,Paid Subscription,Value (Adjusted),2007,1,288.585325615
2761,Paid Subscription,Value (Adjusted),2008,1,262.896753877
2762,Paid Subscription,Value (Adjusted),2009,1,245.722059132
2763,Paid Subscription,Value (Adjusted),2010,1,249.025694317
2764,Paid Subscription,Value (Adjusted),2011,1,281.639931715
2765,Paid Subscription,Value (Adjusted),2012,1,445.276306223
2766,Paid Subscription,Value (Adjusted),2013,1,706.011657475
2767,Paid Subscription,Value (Adjusted),2014,1,831.8340274989998
2768,Paid Subscription,Value (Adjusted),2015,1,1247.676869
2769,Paid Subscription,Value (Adjusted),2016,1,2390.487545
2770,Paid Subscription,Value (Adjusted),2017,1,3651.028327
2771,Paid Subscription,Value (Adjusted),2018,1,4740.333581
2772,Paid Subscription,Value (Adjusted),2019,1,5934.397625
2773,Ringtones & Ringbacks,Value (Adjusted),1973,1,
2774,Ringtones & Ringbacks,Value (Adjusted),1974,1,
2775,Ringtones & Ringbacks,Value (Adjusted),1975,1,
2776,Ringtones & Ringbacks,Value (Adjusted),1976,1,
2777,Ringtones & Ringbacks,Value (Adjusted),1977,1,
2778,Ringtones & Ringbacks,Value (Adjusted),1978,1,
2779,Ringtones & Ringbacks,Value (Adjusted),1979,1,
2780,Ringtones & Ringbacks,Value (Adjusted),1980,1,
2781,Ringtones & Ringbacks,Value (Adjusted),1981,1,
2782,Ringtones & Ringbacks,Value (Adjusted),1982,1,
2783,Ringtones & Ringbacks,Value (Adjusted),1983,1,
2784,Ringtones & Ringbacks,Value (Adjusted),1984,1,
2785,Ringtones & Ringbacks,Value (Adjusted),1985,1,
2786,Ringtones & Ringbacks,Value (Adjusted),1986,1,
2787,Ringtones & Ringbacks,Value (Adjusted),1987,1,
2788,Ringtones & Ringbacks,Value (Adjusted),1988,1,
2789,Ringtones & Ringbacks,Value (Adjusted),1989,1,
2790,Ringtones & Ringbacks,Value (Adjusted),1990,1,
2791,Ringtones & Ringbacks,Value (Adjusted),1991,1,
2792,Ringtones & Ringbacks,Value (Adjusted),1992,1,
2793,Ringtones & Ringbacks,Value (Adjusted),1993,1,
2794,Ringtones & Ringbacks,Value (Adjusted),1994,1,
2795,Ringtones & Ringbacks,Value (Adjusted),1995,1,
2796,Ringtones & Ringbacks,Value (Adjusted),1996,1,
2797,Ringtones & Ringbacks,Value (Adjusted),1997,1,
2798,Ringtones & Ringbacks,Value (Adjusted),1998,1,
2799,Ringtones & Ringbacks,Value (Adjusted),1999,1,
2800,Ringtones & Ringbacks,Value (Adjusted),2000,1,
2801,Ringtones & Ringbacks,Value (Adjusted),2001,1,
2802,Ringtones & Ringbacks,Value (Adjusted),2002,1,
2803,Ringtones & Ringbacks,Value (Adjusted),2003,1,
2804,Ringtones & Ringbacks,Value (Adjusted),2004,1,
2805,Ringtones & Ringbacks,Value (Adjusted),2005,1,551.89447619
2806,Ringtones & Ringbacks,Value (Adjusted),2006,1,981.286639881
2807,Ringtones & Ringbacks,Value (Adjusted),2007,1,1302.087123
2808,Ringtones & Ringbacks,Value (Adjusted),2008,1,1160.236758
2809,Ringtones & Ringbacks,Value (Adjusted),2009,1,837.504670989
2810,Ringtones & Ringbacks,Value (Adjusted),2010,1,525.251935283
2811,Ringtones & Ringbacks,Value (Adjusted),2011,1,313.9182774
2812,Ringtones & Ringbacks,Value (Adjusted),2012,1,162.565728249
2813,Ringtones & Ringbacks,Value (Adjusted),2013,1,107.548976379
2814,Ringtones & Ringbacks,Value (Adjusted),2014,1,71.61127201
2815,Ringtones & Ringbacks,Value (Adjusted),2015,1,58.874581007
2816,Ringtones & Ringbacks,Value (Adjusted),2016,1,59.998070883
2817,Ringtones & Ringbacks,Value (Adjusted),2017,1,37.040368455
2818,Ringtones & Ringbacks,Value (Adjusted),2018,1,25.41009037
2819,Ringtones & Ringbacks,Value (Adjusted),2019,1,21.426736902
2820,SACD,Value (Adjusted),1973,1,
2821,SACD,Value (Adjusted),1974,1,
2822,SACD,Value (Adjusted),1975,1,
2823,SACD,Value (Adjusted),1976,1,
2824,SACD,Value (Adjusted),1977,1,
2825,SACD,Value (Adjusted),1978,1,
2826,SACD,Value (Adjusted),1979,1,
2827,SACD,Value (Adjusted),1980,1,
2828,SACD,Value (Adjusted),1981,1,
2829,SACD,Value (Adjusted),1982,1,
2830,SACD,Value (Adjusted),1983,1,
2831,SACD,Value (Adjusted),1984,1,
2832,SACD,Value (Adjusted),1985,1,
2833,SACD,Value (Adjusted),1986,1,
2834,SACD,Value (Adjusted),1987,1,
2835,SACD,Value (Adjusted),1988,1,
2836,SACD,Value (Adjusted),1989,1,
2837,SACD,Value (Adjusted),1990,1,
2838,SACD,Value (Adjusted),1991,1,
2839,SACD,Value (Adjusted),1992,1,
2840,SACD,Value (Adjusted),1993,1,
2841,SACD,Value (Adjusted),1994,1,
2842,SACD,Value (Adjusted),1995,1,
2843,SACD,Value (Adjusted),1996,1,
2844,SACD,Value (Adjusted),1997,1,
2845,SACD,Value (Adjusted),1998,1,
2846,SACD,Value (Adjusted),1999,1,
2847,SACD,Value (Adjusted),2000,1,
2848,SACD,Value (Adjusted),2001,1,
2849,SACD,Value (Adjusted),2002,1,
2850,SACD,Value (Adjusted),2003,1,36.542277717
2851,SACD,Value (Adjusted),2004,1,22.466417152
2852,SACD,Value (Adjusted),2005,1,13.09047619
2853,SACD,Value (Adjusted),2006,1,6.974769345
2854,SACD,Value (Adjusted),2007,1,4.43977424
2855,SACD,Value (Adjusted),2008,1,3.681029526
2856,SACD,Value (Adjusted),2009,1,2.860004568
2857,SACD,Value (Adjusted),2010,1,1.993143504
2858,SACD,Value (Adjusted),2011,1,1.704842202
2859,SACD,Value (Adjusted),2012,1,1.494897613
2860,SACD,Value (Adjusted),2013,1,1.073719014
2861,SACD,Value (Adjusted),2014,1,0.8244633599999999
2862,SACD,Value (Adjusted),2015,1,1.125529098
2863,SACD,Value (Adjusted),2016,1,1.28555661
2864,SACD,Value (Adjusted),2017,1,0.887142473
2865,SACD,Value (Adjusted),2018,1,0.8752772669999999
2866,SACD,Value (Adjusted),2019,1,0.4333022919999999
2867,SoundExchange Distributions,Value (Adjusted),1973,1,
2868,SoundExchange Distributions,Value (Adjusted),1974,1,
2869,SoundExchange Distributions,Value (Adjusted),1975,1,
2870,SoundExchange Distributions,Value (Adjusted),1976,1,
2871,SoundExchange Distributions,Value (Adjusted),1977,1,
2872,SoundExchange Distributions,Value (Adjusted),1978,1,
2873,SoundExchange Distributions,Value (Adjusted),1979,1,
2874,SoundExchange Distributions,Value (Adjusted),1980,1,
2875,SoundExchange Distributions,Value (Adjusted),1981,1,
2876,SoundExchange Distributions,Value (Adjusted),1982,1,
2877,SoundExchange Distributions,Value (Adjusted),1983,1,
2878,SoundExchange Distributions,Value (Adjusted),1984,1,
2879,SoundExchange Distributions,Value (Adjusted),1985,1,
2880,SoundExchange Distributions,Value (Adjusted),1986,1,
2881,SoundExchange Distributions,Value (Adjusted),1987,1,
2882,SoundExchange Distributions,Value (Adjusted),1988,1,
2883,SoundExchange Distributions,Value (Adjusted),1989,1,
2884,SoundExchange Distributions,Value (Adjusted),1990,1,
2885,SoundExchange Distributions,Value (Adjusted),1991,1,
2886,SoundExchange Distributions,Value (Adjusted),1992,1,
2887,SoundExchange Distributions,Value (Adjusted),1993,1,
2888,SoundExchange Distributions,Value (Adjusted),1994,1,
2889,SoundExchange Distributions,Value (Adjusted),1995,1,
2890,SoundExchange Distributions,Value (Adjusted),1996,1,
2891,SoundExchange Distributions,Value (Adjusted),1997,1,
2892,SoundExchange Distributions,Value (Adjusted),1998,1,
2893,SoundExchange Distributions,Value (Adjusted),1999,1,
2894,SoundExchange Distributions,Value (Adjusted),2000,1,
2895,SoundExchange Distributions,Value (Adjusted),2001,1,
2896,SoundExchange Distributions,Value (Adjusted),2002,1,
2897,SoundExchange Distributions,Value (Adjusted),2003,1,
2898,SoundExchange Distributions,Value (Adjusted),2004,1,9.338450503
2899,SoundExchange Distributions,Value (Adjusted),2005,1,26.704571429
2900,SoundExchange Distributions,Value (Adjusted),2006,1,41.594988095
2901,SoundExchange Distributions,Value (Adjusted),2007,1,44.644396527
2902,SoundExchange Distributions,Value (Adjusted),2008,1,118.74288793
2903,SoundExchange Distributions,Value (Adjusted),2009,1,185.304462633
2904,SoundExchange Distributions,Value (Adjusted),2010,1,292.171389001
2905,SoundExchange Distributions,Value (Adjusted),2011,1,331.875948591
2906,SoundExchange Distributions,Value (Adjusted),2012,1,514.445211983
2907,SoundExchange Distributions,Value (Adjusted),2013,1,647.930273827
2908,SoundExchange Distributions,Value (Adjusted),2014,1,835.213587287
2909,SoundExchange Distributions,Value (Adjusted),2015,1,865.719793095
2910,SoundExchange Distributions,Value (Adjusted),2016,1,941.535964784
2911,SoundExchange Distributions,Value (Adjusted),2017,1,680.027594648
2912,SoundExchange Distributions,Value (Adjusted),2018,1,970.064512738
2913,SoundExchange Distributions,Value (Adjusted),2019,1,908.2
2914,Synchronization,Value (Adjusted),1973,1,
2915,Synchronization,Value (Adjusted),1974,1,
2916,Synchronization,Value (Adjusted),1975,1,
2917,Synchronization,Value (Adjusted),1976,1,
2918,Synchronization,Value (Adjusted),1977,1,
2919,Synchronization,Value (Adjusted),1978,1,
2920,Synchronization,Value (Adjusted),1979,1,
2921,Synchronization,Value (Adjusted),1980,1,
2922,Synchronization,Value (Adjusted),1981,1,
2923,Synchronization,Value (Adjusted),1982,1,
2924,Synchronization,Value (Adjusted),1983,1,
2925,Synchronization,Value (Adjusted),1984,1,
2926,Synchronization,Value (Adjusted),1985,1,
2927,Synchronization,Value (Adjusted),1986,1,
2928,Synchronization,Value (Adjusted),1987,1,
2929,Synchronization,Value (Adjusted),1988,1,
2930,Synchronization,Value (Adjusted),1989,1,
2931,Synchronization,Value (Adjusted),1990,1,
2932,Synchronization,Value (Adjusted),1991,1,
2933,Synchronization,Value (Adjusted),1992,1,
2934,Synchronization,Value (Adjusted),1993,1,
2935,Synchronization,Value (Adjusted),1994,1,
2936,Synchronization,Value (Adjusted),1995,1,
2937,Synchronization,Value (Adjusted),1996,1,
2938,Synchronization,Value (Adjusted),1997,1,
2939,Synchronization,Value (Adjusted),1998,1,
2940,Synchronization,Value (Adjusted),1999,1,
2941,Synchronization,Value (Adjusted),2000,1,
2942,Synchronization,Value (Adjusted),2001,1,
2943,Synchronization,Value (Adjusted),2002,1,
2944,Synchronization,Value (Adjusted),2003,1,
2945,Synchronization,Value (Adjusted),2004,1,
2946,Synchronization,Value (Adjusted),2005,1,
2947,Synchronization,Value (Adjusted),2006,1,
2948,Synchronization,Value (Adjusted),2007,1,
2949,Synchronization,Value (Adjusted),2008,1,
2950,Synchronization,Value (Adjusted),2009,1,239.763716282
2951,Synchronization,Value (Adjusted),2010,1,221.238928991
2952,Synchronization,Value (Adjusted),2011,1,223.334328418
2953,Synchronization,Value (Adjusted),2012,1,212.233985813
2954,Synchronization,Value (Adjusted),2013,1,208.162343515
2955,Synchronization,Value (Adjusted),2014,1,204.875818427
2956,Synchronization,Value (Adjusted),2015,1,218.894529344
2957,Synchronization,Value (Adjusted),2016,1,228.847859543
2958,Synchronization,Value (Adjusted),2017,1,242.063251407
2959,Synchronization,Value (Adjusted),2018,1,290.686928901
2960,Synchronization,Value (Adjusted),2019,1,276.262360199
2961,Vinyl Single,Value (Adjusted),1973,1,1094.027703
2962,Vinyl Single,Value (Adjusted),1974,1,1006.033631
2963,Vinyl Single,Value (Adjusted),1975,1,1005.045641
2964,Vinyl Single,Value (Adjusted),1976,1,1101.25713
2965,Vinyl Single,Value (Adjusted),1977,1,1034.018658
2966,Vinyl Single,Value (Adjusted),1978,1,1020.66744
2967,Vinyl Single,Value (Adjusted),1979,1,1245.183405
2968,Vinyl Single,Value (Adjusted),1980,1,775.6583737859999
2969,Vinyl Single,Value (Adjusted),1981,1,721.127115512
2970,Vinyl Single,Value (Adjusted),1982,1,749.750580311
2971,Vinyl Single,Value (Adjusted),1983,1,691.249298193
2972,Vinyl Single,Value (Adjusted),1984,1,734.9831174209999
2973,Vinyl Single,Value (Adjusted),1985,1,667.654433086
2974,Vinyl Single,Value (Adjusted),1986,1,532.074468066
2975,Vinyl Single,Value (Adjusted),1987,1,457.527007923
2976,Vinyl Single,Value (Adjusted),1988,1,389.860716822
2977,Vinyl Single,Value (Adjusted),1989,1,239.9877
2978,Vinyl Single,Value (Adjusted),1990,1,184.652033665
2979,Vinyl Single,Value (Adjusted),1991,1,119.944803965
2980,Vinyl Single,Value (Adjusted),1992,1,120.995187455
2981,Vinyl Single,Value (Adjusted),1993,1,90.585732872
2982,Vinyl Single,Value (Adjusted),1994,1,81.42382186199998
2983,Vinyl Single,Value (Adjusted),1995,1,78.341088583
2984,Vinyl Single,Value (Adjusted),1996,1,77.397753346
2985,Vinyl Single,Value (Adjusted),1997,1,56.706474766
2986,Vinyl Single,Value (Adjusted),1998,1,40.309109816
2987,Vinyl Single,Value (Adjusted),1999,1,42.814107443
2988,Vinyl Single,Value (Adjusted),2000,1,39.046336237
2989,Vinyl Single,Value (Adjusted),2001,1,45.328231508
2990,Vinyl Single,Value (Adjusted),2002,1,35.385543635
2991,Vinyl Single,Value (Adjusted),2003,1,29.872964674
2992,Vinyl Single,Value (Adjusted),2004,1,26.93263261
2993,Vinyl Single,Value (Adjusted),2005,1,17.279428571
2994,Vinyl Single,Value (Adjusted),2006,1,12.554584821
2995,Vinyl Single,Value (Adjusted),2007,1,4.933082489
2996,Vinyl Single,Value (Adjusted),2008,1,3.44354375
2997,Vinyl Single,Value (Adjusted),2009,1,2.979171425
2998,Vinyl Single,Value (Adjusted),2010,1,2.696605918
2999,Vinyl Single,Value (Adjusted),2011,1,5.228182752
3000,Vinyl Single,Value (Adjusted),2012,1,5.281477044
3001,Vinyl Single,Value (Adjusted),2013,1,3.269213385
3002,Vinyl Single,Value (Adjusted),2014,1,5.938887283
3003,Vinyl Single,Value (Adjusted),2015,1,6.205390253
3004,Vinyl Single,Value (Adjusted),2016,1,5.198931395
3005,Vinyl Single,Value (Adjusted),2017,1,6.33967756
3006,Vinyl Single,Value (Adjusted),2018,1,5.386196747
3007,Vinyl Single,Value (Adjusted),2019,1,6.795945687
