country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Sudan,6191323,6379716,6574216,6773611,6979199,7193065,7413623,7638680,7860882,8086642,8326462,8577490,8841338,9115091,9406702,9712785,10014505,10320500,10638899,10966145,11305206,11668921,12057260,12469591,12950962,13497543,14066007,14667218,15305806,15973034,16673586,17404336,18128631,18733995,19165837,19517196,19887452,20230532,20453819,20718709,21090886,21453711,21780059,22163251,22703631,23290602,23862258,24454372,25029144,25634162,26298773,26947253,27570318,28188977,28831550,29540577,30332968,31191163,32065241,32948155,33739933,34419624,35159792,35990704,37003245,38171178,39377169,40679828,41999059,43232093,44440486,45657202,46874204,48109006
Suriname,195765,201001,207111,213482,220148,227145,234523,242316,250559,259255,268396,277969,288291,299332,310288,321069,332142,343620,355468,367618,379918,392026,397529,396331,394519,392137,389231,385810,381885,377362,375112,375859,377288,379409,382617,387171,392372,396867,402139,408360,412756,415981,419521,422375,426548,434490,443834,452887,461749,470458,478998,487394,495666,503780,510572,516220,522023,527946,533938,539987,546080,552146,558111,563947,569682,575475,581453,587559,593715,600301,607065,612985,618040,623236
Sweden,7014610,7068426,7119452,7169975,7217595,7264351,7312105,7358120,7403292,7449323,7492895,7536310,7582635,7632931,7691823,7755752,7819971,7882644,7937776,7983535,8027702,8073819,8117716,8156939,8193154,8224408,8246995,8265242,8281299,8296033,8311763,8326687,8340723,8355107,8371290,8389913,8411791,8437994,8468137,8504982,8548406,8594171,8640272,8683405,8723460,8758496,8785494,8807869,8828633,8848876,8871043,8896748,8926012,8961506,9004263,9051738,9104719,9164272,9229271,9301413,9381729,9467388,9555987,9648932,9747508,9849349,9953317,10058190,10162298,10267922,10368969,10467097,10549347,10612086
Switzerland,4692639,4748093,4811622,4875717,4938947,5002410,5065953,5130575,5196912,5263258,5328273,5434676,5574217,5694676,5789744,5857047,5918581,5992334,6068204,6136799,6181227,6213708,6261153,6307361,6341217,6338267,6302074,6280837,6281526,6294186,6319113,6353698,6390952,6418413,6441449,6469824,6503528,6544453,6592671,6646208,6711693,6795393,6873179,6936121,6991538,7038297,7069691,7086998,7108221,7142198,7182059,7224403,7276480,7330729,7381151,7428435,7475010,7541904,7638288,7734405,7822435,7910982,7995738,8088367,8187791,8281732,8372898,8451687,8514434,8575588,8638613,8691406,8740472,8796669
Syria,3543537,3620726,3703006,3791081,3886093,3989101,4099489,4216847,4341276,4472564,4610712,4751534,4894995,5045245,5202846,5368451,5542003,5723306,5912715,6111364,6319199,6538526,6768544,7003114,7244901,7497126,7758673,8029313,8310217,8600747,8898954,9203635,9510754,9835461,10183138,10540926,10907619,11281107,11657772,12034097,12408996,12782281,13156406,13537060,13922626,14313450,14708879,15103996,15500542,15901201,16307654,16727948,17164021,17611356,18084007,18583557,19432009,20703005,21474059,21827220,22337563,22730733,22605577,21495821,20072232,19205178,18964252,18983373,19333463,20098251,20772595,21324367,22125249,23227014
Taiwan,7623130,7934689,8251039,8572131,8897776,9229462,9567049,9909453,10256963,10612773,10983147,11371850,11779051,12200148,12630946,13070708,13515900,13917831,14271112,14617237,14957870,15292065,15617414,15933845,16243905,16551774,16860821,17171482,17482884,17793465,18100281,18400556,18692874,18976104,19249250,19511876,19761790,19995931,20211361,20404386,20586174,20770620,20952222,21125717,21293437,21455813,21612429,21764843,21913672,22057214,22194731,22333125,22469616,22593681,22703099,22796306,22874975,22942308,22998321,23044082,23083083,23143071,23234058,23330334,23422513,23512136,23594471,23665024,23726185,23777737,23821464,23859912,23893394,23923276
Tajikistan,1526140,1582466,1637708,1692876,1748476,1805209,1863791,1924945,1989603,2058891,2131992,2208026,2287181,2368868,2452671,2538295,2625653,2714959,2806566,2899854,2993019,3085961,3180461,3277487,3377758,3482125,3590606,3703010,3818114,3932682,4045965,4160745,4278908,4401502,4529501,4660598,4798281,4946293,5100020,5264332,5417860,5556306,5656208,5717806,5803993,5916173,6035600,6117069,6156805,6189565,6272998,6408810,6541755,6672492,6801204,6929145,7057417,7188391,7324627,7468596,7621779,7784819,7956382,8136610,8326348,8524063,8725318,8925525,9128132,9337003,9543207,9750064,9952787,10143543
Tanzania,7632399,7834799,8045274,8263710,8490322,8725576,8970007,9224220,9487672,9760165,10042458,10337891,10644622,10960161,11289556,11630603,11981932,12346286,12739965,13167782,13618192,14092218,14595699,15123504,15671316,16243826,16838919,17454627,18080005,18698636,19297659,19890930,20499922,21170717,21857176,22569625,23324270,24099415,24844147,25522898,26206012,26890906,27580723,28469017,29598323,30560071,31140733,31785846,32626498,33499772,34463704,35414469,36353531,37333918,38360879,39439505,40562052,41716497,42870884,43957933,45110527,46416031,47786137,49253643,50814552,52542823,54401802,56267032,58090443,59872579,61704518,63588334,65497748,67438106
Thailand,20411638,20914570,21443932,21994681,22569794,23173970,23805336,24462194,25135270,25840323,26596584,27399963,28242174,29114124,30013573,30940270,31883754,32839341,33807357,34787583,35791728,36807997,37834384,38873060,39900961,40908471,41882128,42843802,43806715,44760091,45737753,46727292,47700340,48670565,49636724,50594940,51542094,52479181,53410965,54324004,55228410,56099865,56939020,57776082,58610010,59424834,60211096,60989108,61745217,62442651,63066603,63649892,64222580,64776956,65311166,65821360,66319525,66826754,67328239,67813654,68270489,68712846,69157023,69578602,69960943,70294397,70607037,70898202,71127802,71307763,71475664,71601103,71697030,71801279
Timor-Leste,414791,418330,422538,427161,432128,437426,443039,448960,455175,461697,468573,475796,483324,491117,499136,507477,516197,525274,534649,544242,554021,563953,574014,584035,592277,600126,609650,619308,627671,634549,642224,649250,655112,662412,671373,682109,694250,707762,722690,739735,758106,772655,783705,795179,807115,819226,831269,843341,855409,866649,878360,893001,909639,926721,945989,969313,994564,1019362,1043076,1065540,1088486,1112976,1137676,1161555,1184830,1205813,1224562,1243235,1261845,1280438,1299995,1320942,1341296,1360596
Togo,1398525,1421232,1444757,1468982,1493731,1518825,1544388,1570541,1597137,1624127,1651367,1678788,1706841,1736697,1772652,1820396,1882458,1957164,2038765,2120486,2197383,2267211,2330704,2390909,2450335,2509713,2569671,2630626,2693400,2761240,2838110,2925865,3023343,3126635,3232244,3336508,3439370,3544927,3653420,3763657,3875947,3990215,4106219,4078392,4092612,4279566,4445883,4592550,4728297,4867941,5008035,5145426,5281538,5421001,5565218,5711597,5874240,6047537,6222482,6398624,6571855,6748672,6926635,7106229,7288383,7473229,7661354,7852795,8046679,8243094,8442580,8644829,8848699,9053799
Tokelau,1599,1579,1587,1603,1614,1629,1646,1673,1712,1751,1795,1847,1874,1879,1888,1896,1896,1867,1819,1769,1714,1659,1628,1625,1625,1621,1626,1637,1645,1649,1647,1641,1640,1663,1704,1739,1759,1749,1718,1692,1669,1657,1652,1645,1639,1632,1626,1628,1637,1649,1666,1679,1652,1585,1508,1429,1365,1343,1347,1355,1367,1382,1440,1502,1494,1454,1427,1486,1621,1752,1827,1849,1871,1893
Tonga,49830,51288,52837,54474,56200,58024,59944,61818,63625,65498,67428,69391,71388,73441,75544,77686,79794,81725,83430,84997,86484,87904,89275,90611,92007,93477,94921,95847,96227,96506,96708,96846,96931,96981,97022,97055,97078,97392,97939,98379,98727,99010,99260,99492,99731,99977,100195,100658,101343,101982,102603,103210,103804,104410,105036,105633,106190,106638,106932,107144,107383,107611,107502,107089,106626,106122,105707,105415,105150,104951,105254,106017,106858,107773
Trinidad and Tobago,648616,665279,682801,701361,721449,742576,763630,784574,805948,827138,847063,865028,881519,897658,913399,928462,942599,955681,967699,978642,988890,1000130,1013031,1026563,1040291,1054017,1067696,1081693,1096569,1112310,1127852,1142695,1157140,1171273,1184747,1199785,1216370,1231442,1244633,1256210,1266518,1276224,1285502,1293974,1301393,1307822,1313434,1318171,1322572,1327063,1332203,1338567,1345964,1353548,1361172,1369075,1376919,1384861,1392803,1401191,1410296,1420020,1430377,1440729,1450661,1460177,1469330,1478607,1504709,1519955,1518147,1525663,1531044,1534937
Tunisia,3606288,3673778,3744372,3818148,3894776,3975544,4046367,4091649,4123891,4157892,4195467,4236386,4281744,4332926,4389417,4457282,4548972,4661271,4785003,4915162,5047404,5182040,5320148,5463650,5613116,5769074,5929998,6092769,6254876,6416191,6578156,6744050,6914963,7091270,7279157,7476092,7675499,7874302,8068788,8256396,8440023,8622853,8802540,8977173,9143141,9294102,9430550,9557948,9677148,9788067,9893316,9995123,10094561,10193798,10292225,10388344,10483558,10580395,10680380,10784504,10895063,11032528,11174383,11300284,11428948,11557779,11685667,11811443,11933041,12049314,12161723,12262946,12356117,12458223
Turkey,20977697,21519610,22094511,22690585,23267962,23821353,24473658,25238751,26007700,26768160,27510980,28255002,29033647,29827877,30612821,31374536,32172785,33026490,33884075,34721990,35540990,36359957,37188035,38028236,38863420,39673590,40500997,41385656,42292206,43187476,44089069,44981877,45949991,47026425,48106764,49175673,50223885,51250152,52275890,53305234,54324142,55321172,56302037,57296008,58310245,59305490,60293786,61277426,62242204,63185615,64113547,65072018,65988663,66867327,67785075,68704715,69601333,70468869,71320726,72225639,73195345,74173854,75277439,76576117,78112073,79646178,81019394,82089826,82809304,83481684,84135428,84775404,85341241,85816199
Turkmenistan,1214096,1237242,1263426,1293173,1326518,1363507,1404216,1448678,1496703,1547947,1602052,1658569,1716868,1776387,1836621,1897095,1957557,2018024,2078581,2139557,2201432,2264434,2328374,2393323,2459325,2525760,2592280,2659019,2726327,2794392,2862903,2932934,3005972,3082202,3162165,3246887,3336773,3430501,3525110,3621303,3720278,3821782,3926369,4031698,4133037,4226623,4301093,4363672,4431517,4501079,4569132,4635094,4698968,4758988,4819792,4885775,4954029,5024894,5100083,5180957,5267970,5360811,5458682,5560095,5663152,5766431,5868561,5968383,6065066,6158420,6250438,6341855,6430770,6516100
Turks and Caicos,5036,5046,5014,4989,5029,5127,5244,5348,5437,5535,5604,5625,5633,5634,5642,5650,5652,5662,5668,5663,5665,5742,5896,6068,6249,6451,6668,6885,7110,7332,7598,7957,8355,8758,9166,9577,9986,10400,10816,11227,11709,12329,13014,13704,14402,15101,15806,16515,17239,17984,18744,19578,20598,21739,22869,23995,25128,26268,27422,28581,29726,30816,32081,33594,34985,36538,38246,39844,41487,43080,44276,45114,45703,46062
Tuvalu,4732,4859,4966,5063,5135,5195,5247,5289,5329,5369,5404,5436,5471,5503,5525,5548,5591,5657,5729,5779,5814,5854,5891,5934,6100,6381,6677,6984,7297,7552,7731,7874,7993,8099,8197,8329,8496,8665,8844,9017,9182,9354,9466,9517,9559,9585,9611,9630,9634,9640,9638,9621,9609,9668,9791,9912,10030,10149,10272,10408,10550,10700,10854,10918,10899,10877,10852,10828,10865,10956,11069,11204,11312,11396
U.S. Virgin Islands,27070,27686,28063,28440,28854,29303,29800,30348,30951,31601,32861,34998,37551,40261,43108,46283,49700,53157,56612,60011,63446,67113,70894,74532,77990,81368,84712,87986,91147,94237,96640,98151,99398,100543,101445,101912,101916,101583,101112,100745,100685,100968,101535,102144,102641,103454,104631,105785,106868,107827,108185,108006,107725,107288,106743,106481,106514,106507,106482,106467,106142,105480,104773,104058,103383,102803,102316,101851,101365,100826,100442,100091,99465,98750
Uganda,5750637,5909819,6073833,6243883,6419882,6601785,6790145,6985793,7189279,7401282,7617746,7838440,8068828,8311013,8564755,8829056,9104743,9393432,9696370,10006526,10317212,10616338,10885563,11146099,11428676,11730959,12045227,12369253,12701999,13011511,13284026,13563558,13880052,14228932,14617944,15038915,15486807,15974216,16489323,17028543,17586630,18171935,18801966,19462958,20125021,20680831,21249572,21876935,22537658,23279247,24020697,24763325,25545090,26354736,27146084,27946588,28773227,29629804,30509862,31412520,32341728,33295738,34273295,35273570,36336539,37477356,38748299,40127085,41515395,42949080,44404611,45853778,47249585,48582334
Ukraine,37302996,37783286,38271725,38768511,39287994,39836510,40398805,40977535,41559369,42154895,42767251,43365219,43924755,44445903,44941406,45387091,45809120,46235370,46635196,46990889,47279086,47597756,47974187,48301548,48602694,48892187,49144535,49357430,49536615,49739734,49973920,50188922,50373636,50563952,50758846,50917399,51076740,51236432,51372371,51494543,51589817,51672817,51785154,51778418,51487372,51061265,50616105,50169353,49745874,49320119,48879755,48414534,47976537,47605643,47261961,46912610,46592556,46313068,46062937,45863884,45683020,45516134,45406226,45307099,45148075,44982564,44833569,44657257,44446954,44211094,43909666,43531422,39701739,36744634
United Arab Emirates,74591,79763,85091,90559,96136,101803,107563,113430,119606,126278,133426,140984,148877,157006,165305,173797,182509,191404,213582,253261,298084,344513,392368,441546,491955,543394,614177,706861,805231,908452,1014048,1100180,1167856,1237572,1308331,1379536,1468697,1575909,1683681,1791840,1900151,2008383,2116231,2223284,2329024,2433988,2572735,2746119,2921130,3097563,3275333,3454198,3633655,3813443,3993339,4280993,4898954,5872624,6988685,7992644,8481771,8575205,8664969,8751847,8835951,8916899,8994263,9068296,9140169,9211657,9287289,9365145,9441129,9516871
United Kingdom,50055065,50271904,50484813,50728620,50969939,51193266,51421613,51682399,51960813,52241647,52543017,52861251,53183630,53508514,53861500,54229565,54560502,54876365,55169244,55420519,55650166,55875903,56057315,56166630,56233776,56266842,56263232,56244840,56240768,56265154,56326328,56395846,56450133,56501612,56568253,56643045,56721909,56826322,56952648,57076099,57210442,57359454,57509240,57647463,57785900,57930364,58078586,58250198,58438321,58635202,58850043,59092016,59355690,59649799,59995851,60383741,60803700,61260676,61742151,62243378,62760039,63286362,63808727,64302297,64773504,65224364,65655203,66064804,66432993,66778659,67059474,67281039,67508936,67736802
United States,148281550,150598453,152941727,155451199,158205873,161136449,164063411,166949120,170147101,173324608,176188578,179087278,181917809,184649873,187277378,189703283,191830975,193782438,195743427,197859329,200328340,202907917,205238390,207314764,209277968,211274535,213270022,215437405,217881437,220463115,223140018,225654008,228001418,230389964,232766280,235146182,237512783,239853168,242287814,244954094,248083732,251560189,255175339,258779753,262273589,265660556,268984347,272395438,275835018,279181581,282398554,285470493,288350252,291109820,293947885,296842670,299753098,302743399,305694910,308512035,311182845,313876608,316651321,319375166,322033964,324607776,327210198,329791231,332140037,334319671,335942003,336997624,338289857,339996563
Uruguay,2234144,2256072,2280660,2307491,2336182,2366209,2397436,2429787,2462876,2496166,2529021,2561153,2592441,2622936,2652376,2680427,2707030,2731847,2754417,2773957,2790265,2805492,2821086,2836825,2853588,2871947,2891094,2909327,2925840,2940729,2953750,2966076,2979182,2993285,3008255,3024218,3041205,3058787,3077760,3097889,3117012,3135374,3153732,3171747,3189945,3208300,3226633,3245069,3262683,3278963,3292224,3300939,3306441,3310202,3313801,3317665,3322282,3328651,3336126,3344156,3352651,3361637,3371133,3381180,3391662,3402818,3413766,3422200,3427042,3428409,3429086,3426260,3422794,3423108
Uzbekistan,6247550,6408801,6576712,6754273,6941899,7141923,7355995,7582900,7824361,8085506,8372311,8692048,9038222,9394588,9758147,10130096,10504969,10881533,11261600,11641640,12011361,12370120,12733242,13107928,13494711,13894347,14307397,14731709,15154314,15558907,15947129,16335642,16735643,17152857,17594364,18063201,18560008,19077170,19600028,20102902,20579100,21074304,21588138,22085918,22564732,23026206,23465926,23877289,24256775,24602708,24925554,25248445,25579030,25905904,26234923,26573423,26926819,27309616,27726810,28167842,28614227,29057458,29503051,29963226,30446542,30949417,31453574,31945682,32449576,32976948,33526656,34081449,34627652,35163944
Vanuatu,51568,52432,53361,54411,55547,56770,58071,59529,61140,62831,64608,66462,68391,70400,72493,74677,76945,79311,81782,84350,87019,89796,92687,95687,98790,102010,105341,108769,112185,115344,118156,120887,123748,126743,129873,133119,136488,139956,143528,147181,150882,154678,158577,162548,166560,170612,174714,178871,183088,187432,192074,197034,202125,207258,212422,217632,222923,228345,233952,239689,245453,251294,257313,263534,269927,276438,283218,290239,297298,304404,311685,319137,326740,334506
Venezuela,5488614,5732104,5980378,6233183,6490130,6752139,7020074,7294502,7576740,7865124,8156937,8453106,8754082,9059953,9371333,9688138,10010685,10338848,10672654,11011335,11355475,11705674,12061621,12424804,12796220,13176387,13566112,13965250,14372959,14788523,15210443,15638426,16071654,16509596,16953234,17402304,17860872,18328655,18800770,19275292,19750579,20226214,20700461,21172100,21640833,22107286,22572110,23037561,23503819,23966960,24427729,24880203,25330929,25782029,26226927,26668785,27102081,27525097,27933833,28327892,28715022,29096159,29470426,29838021,30193258,30529716,30741464,30563433,29825653,28971683,28490453,28199867,28301696,28838499
Vietnam,25109200,25627533,26189593,26820851,27507453,28263031,29035681,29884089,30804081,31750430,32718461,33621982,34533889,35526727,36509166,37466077,38388210,39282564,40145287,41015865,41928849,42916624,43906019,44891281,45898698,46969616,48163573,49418150,50701458,51831389,52968270,54280394,55632153,57011444,58406863,59811313,61221107,62630787,64037514,65466361,66912613,68358820,69788747,71176405,72501087,73759110,74946448,76058603,77128424,78123713,79001142,79817777,80642308,81475825,82311227,83142095,83951800,84762269,85597241,86482923,87411012,88349117,89301326,90267739,91235504,92191398,93126529,94033048,94914330,95776716,96648685,97468029,98186856,98858950
Wallis & Futuna,8535,8810,9169,9528,9693,9616,9504,9361,9185,8995,8780,8533,8473,8621,8785,8887,8944,9032,9148,9273,9377,9460,9536,9610,9676,9723,9868,10169,10528,10909,11315,11743,12194,12511,12665,12794,12919,13046,13175,13312,13454,13598,13748,13900,14046,14180,14291,14390,14490,14601,14723,14852,14988,15031,14853,14553,14260,13964,13665,13392,13142,12900,12671,12464,12307,12182,12060,11936,11816,11714,11655,11627,11572,11502
Western Sahara,12982,14267,15648,17165,18848,20690,22730,24966,27409,30093,33023,36194,39593,43203,47054,51206,55670,60554,65786,71124,76371,78725,78261,77662,76471,66865,64504,77474,90806,104591,116775,126047,133368,139254,144663,150190,155777,161357,167030,172744,178529,184292,189776,195126,200455,208381,219770,232097,244593,257290,270375,283813,297409,311179,325118,339187,353658,368432,383072,397906,413296,429289,445947,462755,478009,491824,505455,518859,532004,544876,556048,565581,575986,587259
Yemen,4712810,4782787,4855822,4931833,5010564,5091603,5175088,5260779,5349846,5443654,5542459,5646668,5753386,5860197,5973803,6097298,6228430,6368014,6515904,6673981,6843607,7024196,7215835,7417736,7630190,7855657,8094985,8348182,8615301,8899922,9204938,9529105,9872292,10237391,10625687,11036918,11465444,11915563,12387238,12872362,13375121,13895851,14433771,14988047,15553171,16103339,16614326,17108681,17608133,18114552,18628700,19143457,19660653,20188799,20733406,21320671,21966298,22641538,23329004,24029589,24743946,25475610,26223391,26984002,27753304,28516545,29274002,30034389,30790513,31546691,32284046,32981641,33696614,34449825
Zambia,2318448,2384836,2453511,2525024,2599541,2677209,2758241,2842807,2931128,3023340,3119430,3219451,3323427,3431381,3542764,3658024,3777680,3901288,4029173,4159007,4281671,4399919,4523581,4653289,4789038,4931249,5079672,5233292,5391355,5553462,5720438,5897481,6090818,6291070,6488072,6686449,6890967,7095185,7294325,7491275,7686401,7880466,8074337,8270917,8474216,8684135,8902019,9133156,9372430,9621238,9891136,10191964,10508294,10837973,11188040,11564870,11971567,12402073,12852966,13318087,13792086,14265814,14744658,15234976,15737793,16248230,16767761,17298054,17835893,18380477,18927715,19473125,20017675,20569737
Zimbabwe,2791326,2881713,2973713,3067899,3164517,3263625,3365477,3470494,3578800,3690640,3806310,3925952,4049778,4177931,4310332,4447149,4588529,4734694,4886347,5044163,5202918,5363423,5532842,5712712,5903530,6097083,6288387,6453044,6549349,6655833,7049926,7506526,7803855,8106356,8398567,8690515,8983044,9277488,9568739,9846346,10113893,10377815,10641501,10794918,10858594,10994041,11178171,11362401,11548364,11716454,11834676,11910978,11984644,12075828,12160881,12224753,12330490,12450568,12550347,12679810,12839771,13025785,13265331,13555422,13855753,14154937,14452704,14751101,15052184,15354608,15669666,15993524,16320537,16665409
