Entity,Code,Year,Number of one-year-olds vaccinated with HepB3,"Number of one-year-olds vaccinated with DTP containing vaccine, 3rd dose","Number of one-year-olds vaccinated with polio, 3rd dose",Population - Sex: all - Age: 0 - Variant: estimates,"Number of one-year-olds vaccinated with measles-containing vaccine, 1st dose",Number of one-year-olds vaccinated with Hib3,"Number of one-year-olds vaccinated with rubella-containing vaccine, 1st dose","Number of one-year-olds vaccinated with rotavirus, last dose",Number of one-year-olds vaccinated with BCG
Armenia,ARM,2012,38424,38424,38828,42194,39233,38424,39233,,38828
Armenia,ARM,2013,39890,39890,40310,43478,40730,39890,40730,13857,41570
Armenia,ARM,2014,40249,40249,41114,44391,41980,40249,41980,39383,42845
Armenia,ARM,2015,41542,41542,42426,43644,42868,41542,42868,41100,43752
Armenia,ARM,2016,40846,40846,41715,41565,42149,40846,42149,40846,43018
Armenia,ARM,2017,38902,38902,39730,39928,39730,38902,39730,38902,40971
Armenia,ARM,2018,36575,36575,36575,38045,37767,36575,37767,36972,39357
Armenia,ARM,2019,34851,34851,35608,36852,35987,34851,35987,34851,37502
Armenia,ARM,2020,33781,33413,31577,35438,34515,33781,34515,33781,36351
Armenia,ARM,2021,32861,32861,32861,34060,33214,32861,33214,32507,34627
Aruba,ABW,1980,,,,1308,,,,,
Aruba,ABW,1981,,,,1323,,,,,
Aruba,ABW,1982,,,,1334,,,,,
Aruba,ABW,1983,,,,1338,,,,,
Aruba,ABW,1984,,,,1341,,,,,
Aruba,ABW,1985,,,,1337,,,,,
Aruba,ABW,1986,,,,1325,,,,,
Aruba,ABW,1987,,,,1305,,,,,
Aruba,ABW,1988,,,,1278,,,,,
Aruba,ABW,1989,,,,1241,,,,,
Aruba,ABW,1990,,,,1208,,,,,
Aruba,ABW,1991,,,,1182,,,,,
Aruba,ABW,1992,,,,1151,,,,,
Aruba,ABW,1993,,,,1143,,,,,
Aruba,ABW,1994,,,,1144,,,,,
Aruba,ABW,1995,,,,1198,,,,,
Aruba,ABW,1996,,,,1285,,,,,
Aruba,ABW,1997,,,,1327,,,,,
Aruba,ABW,1998,,,,1354,,,,,
Aruba,ABW,1999,,,,1363,,,,,
Aruba,ABW,2000,,,,1315,,,,,
Aruba,ABW,2001,,,,1246,,,,,
Aruba,ABW,2002,,,,1200,,,,,
Aruba,ABW,2003,,,,1162,,,,,
Aruba,ABW,2004,,,,1124,,,,,
Aruba,ABW,2005,,,,1148,,,,,
Aruba,ABW,2006,,,,1217,,,,,
Aruba,ABW,2007,,,,1248,,,,,
Aruba,ABW,2008,,,,1266,,,,,
Aruba,ABW,2009,,,,1272,,,,,
Aruba,ABW,2010,,,,1241,,,,,
Aruba,ABW,2011,,,,1226,,,,,
Aruba,ABW,2012,,,,1226,,,,,
Aruba,ABW,2013,,,,1193,,,,,
Aruba,ABW,2014,,,,1165,,,,,
Aruba,ABW,2015,,,,1139,,,,,
Aruba,ABW,2016,,,,1113,,,,,
Aruba,ABW,2017,,,,1085,,,,,
Aruba,ABW,2018,,,,1055,,,,,
Aruba,ABW,2019,,,,1020,,,,,
Aruba,ABW,2020,,,,927,,,,,
Aruba,ABW,2021,,,,807,,,,,
Asia (UN),,1980,,,,72951170,,,,,
Asia (UN),,1981,,,,74716180,,,,,
Asia (UN),,1982,,,,76915120,,,,,
Asia (UN),,1983,,,,77243250,,,,,
Asia (UN),,1984,,,,77224990,,,,,
Asia (UN),,1985,,,,78916550,,,,,
Asia (UN),,1986,,,,80927896,,,,,
Asia (UN),,1987,,,,83009704,,,,,
Asia (UN),,1988,,,,83385340,,,,,
Asia (UN),,1989,,,,83452500,,,,,
Asia (UN),,1990,,,,84476710,,,,,
Asia (UN),,1991,,,,82594240,,,,,
Asia (UN),,1992,,,,79441270,,,,,
Asia (UN),,1993,,,,78254616,,,,,
Asia (UN),,1994,,,,77563896,,,,,
Asia (UN),,1995,,,,77008630,,,,,
Asia (UN),,1996,,,,76323860,,,,,
Asia (UN),,1997,,,,75667976,,,,,
Asia (UN),,1998,,,,75136824,,,,,
Asia (UN),,1999,,,,74710630,,,,,
Asia (UN),,2000,,,,75080290,,,,,
Asia (UN),,2001,,,,75380880,,,,,
Asia (UN),,2002,,,,75009576,,,,,
Asia (UN),,2003,,,,74700600,,,,,
Asia (UN),,2004,,,,74609200,,,,,
Asia (UN),,2005,,,,74618210,,,,,
Asia (UN),,2006,,,,74637590,,,,,
Asia (UN),,2007,,,,75084800,,,,,
Asia (UN),,2008,,,,75754290,,,,,
Asia (UN),,2009,,,,76301656,,,,,
Asia (UN),,2010,,,,76463960,,,,,
Asia (UN),,2011,,,,76405970,,,,,
Asia (UN),,2012,,,,77154540,,,,,
Asia (UN),,2013,,,,77340280,,,,,
Asia (UN),,2014,,,,76615304,,,,,
Asia (UN),,2015,,,,75719480,,,,,
Asia (UN),,2016,,,,75320540,,,,,
Asia (UN),,2017,,,,75321700,,,,,
Asia (UN),,2018,,,,73443680,,,,,
Asia (UN),,2019,,,,71091990,,,,,
Asia (UN),,2020,,,,68865680,,,,,
Asia (UN),,2021,,,,66681124,,,,,
Australia,AUS,1980,,73863,38050,224423,,,,,
Australia,AUS,1981,,90482,97268,230080,,,,,
Australia,AUS,1982,,111252,157606,235963,,,,,
Australia,AUS,1983,,130380,222831,239219,161197,,161197,,
Australia,AUS,1984,,148732,225498,240043,163126,,163126,,
Australia,AUS,1985,,163807,226439,239927,163807,,163807,,
Australia,AUS,1986,,181136,229438,239986,164230,,164230,,
Australia,AUS,1987,,196204,230116,241970,164714,,164714,,
Australia,AUS,1988,,215013,232116,245627,188136,,188136,,
Australia,AUS,1989,,230445,235401,250323,210622,,210622,,
Australia,AUS,1990,,239410,181448,255488,216729,,216729,,
Australia,AUS,1991,,238643,192454,258234.98,220680,,220680,,
Australia,AUS,1992,,235494,201852,258441.98,222555,,222555,,
Australia,AUS,1993,,232608,206762,258112,222270,,222270,,
Australia,AUS,1994,,227183,214275,257702,222020,,222020,,
Australia,AUS,1995,,222073,222073,256643,224655,,224655,,
Australia,AUS,1996,,221424,221424,254766,223999,,223999,,
Australia,AUS,1997,,196921,196921,252469,217380,196921,217380,,
Australia,AUS,1998,,207938,210474,250539,207938,207938,207938,,
Australia,AUS,1999,,221668,221668,250311,221668,219149,221668,,
Australia,AUS,2000,,226944,226944,250940,229466,226944,229466,,
Australia,AUS,2001,237823,232763,230233,250528,232763,240353,232763,,
Australia,AUS,2002,239605,232039,232039,249358,237083,239605,237083,,
Australia,AUS,2003,238326,233308,230799,249525,235817,238326,235817,,
Australia,AUS,2004,238696,231158,231158,252351,236183,238696,236183,,
Australia,AUS,2005,241449,233824,233824,258200.98,238908,238908,238908,,
Australia,AUS,2006,247322,239512,239512,268657,244719,247322,244719,,
Australia,AUS,2007,254759,249338,249338,281403,254759,254759,254759,,
Australia,AUS,2008,265761,260106,260106,290335,265761,265761,265761,229006,
Australia,AUS,2009,272717,266914,266914,294762,272717,272717,272717,237902,
Australia,AUS,2010,269704,269704,269704,295101,275568,269704,275568,246252,
Australia,AUS,2011,270841,270841,270841,295752,276728,270841,276728,250233,
Australia,AUS,2012,271099,274078,274078,302502,280036,274078,280036,250245,
Australia,AUS,2013,277659,277659,277659,307736,286813,277659,286813,256301,
Australia,AUS,2014,281660,284755,284755,307735,290945,281660,290945,259993,
Australia,AUS,2015,288289,288289,288289,310528,294489,288289,294489,263490,
Australia,AUS,2016,294582,294582,294582,313226,297716,294582,297716,272645,
Australia,AUS,2017,299886,299886,299886,308926,296730,296730,296730,280946,
Australia,AUS,2018,295121,295121,295121,304065,292015,292015,292015,279589,
Australia,AUS,2019,291018,291018,291018,305589,287955,291018,287955,281828,
Australia,AUS,2020,292443,292443,292443,302845,286287,292443,286287,286287,
Australia,AUS,2021,289080,289080,289080,298603,282994,289080,282994,289080,
Austria,AUT,1980,,75985,75985,88649,,,,,75985
Austria,AUT,1981,,79654,79654,92800,22126,,22126,,79654
Austria,AUT,1982,,83150,83150,93800,23097,,23097,,83150
Austria,AUT,1983,,84098,84098,91680,23360,,23360,,84098
Austria,AUT,1984,,82556,82556,89074,27519,,27519,,82556
Austria,AUT,1985,,80354,80354,87868,35713,,35713,,80354
Austria,AUT,1986,,79359,79359,86865,52906,,52906,,79359
Austria,AUT,1987,,78508,78508,86436,52339,,52339,,78508
Austria,AUT,1988,,78222,78222,87065,52148,,52148,,78222
Austria,AUT,1989,,79078,79078,88335,52719,,52719,,79078
Austria,AUT,1990,,80449,80449,89710,53633,,53633,,
Austria,AUT,1991,,82025,82025,92399,54683,,54683,,
Austria,AUT,1992,,84677,84677,94493,56452,,56452,,
Austria,AUT,1993,,86018,86018,94656,57345,,57345,,
Austria,AUT,1994,,85604,85604,93034,57070,,57070,,
Austria,AUT,1995,,84191,84191,90081,56128,,56128,,
Austria,AUT,1996,,81463,85988,88632,78747,,78747,,
Austria,AUT,1997,,79889,84328,86552,79889,,79889,,
Austria,AUT,1998,,71119,75456,83004,67650,,67650,,
Austria,AUT,1999,,61663,65830,80132,54164,61663,54164,,
Austria,AUT,2000,26530,65119,57080,78634,60296,57884,60296,,
Austria,AUT,2001,34764,66368,65578,76362,62418,58467,62418,,
Austria,AUT,2002,63213,64774,63994,75867,60872,63994,60872,,
Austria,AUT,2003,65044,65827,65827,77022,61909,65827,61909,,
Austria,AUT,2004,65811,65811,65811,77504,58675,65811,58675,,
Austria,AUT,2005,68500,68500,68500,78297,59738,68500,59738,,
Austria,AUT,2006,66468,66468,66468,77731,64066,66468,64066,,
Austria,AUT,2007,67493,67493,67493,76586,62729,67493,62729,,
Austria,AUT,2008,65154,65154,65154,76430,65154,65154,65154,36895,
Austria,AUT,2009,65008,65008,65008,76457,59525,65008,59525,47777,
Austria,AUT,2010,67271,67271,67271,76966,62578,67271,62578,47715,
Austria,AUT,2011,70128,70128,70128,77886,66189,70128,66189,48066,
Austria,AUT,2012,73459,73459,73459,77773,70265,73459,70265,48707,
Austria,AUT,2013,76115,76115,76115,78182,73711,76115,73711,48874,
Austria,AUT,2014,79230,79230,79230,79436,77613,79230,77613,49317,
Austria,AUT,2015,76949,76949,76949,81918,79431,76949,79431,50472,
Austria,AUT,2016,74111,74111,74111,85102,80926,74111,80926,51963,
Austria,AUT,2017,78780,78780,78780,86662,84032,78780,84032,53395,
Austria,AUT,2018,75524,75524,75524,85326,83521,75524,83521,54200,
Austria,AUT,2019,74484,74484,74484,83787,83247,74484,83247,53453,
Austria,AUT,2020,72372,72372,72372,83425,80887,72372,80887,51938,
Austria,AUT,2021,71107,71107,71107,84112,79472,71107,79472,51030,
Azerbaijan,AZE,1980,,,,162915,,,,,
Azerbaijan,AZE,1981,,,,169072,,,,,
Azerbaijan,AZE,1982,,,,175552,,,,,
Azerbaijan,AZE,1983,,,,182389,,,,,
Azerbaijan,AZE,1984,,,,189633,,,,,
Azerbaijan,AZE,1985,,,,196138,,,,,
Azerbaijan,AZE,1986,,,,200583,,,,,
Azerbaijan,AZE,1987,,,,205921,,,,,
Azerbaijan,AZE,1988,,,,210347,,,,,
Azerbaijan,AZE,1989,,,,208240,,,,,
Azerbaijan,AZE,1990,,,,202473,,,,,
Azerbaijan,AZE,1991,,,,197810,,,,,
Azerbaijan,AZE,1992,,111178,120763,192655,99677,,,,132264
Azerbaijan,AZE,1993,,123210,128811,185248,91474,,,,138145
Azerbaijan,AZE,1994,,123805,122011,180278,107657,,,,138160
Azerbaijan,AZE,1995,,128863,123639,175008,111449,,,,132346
Azerbaijan,AZE,1996,,124695,121325,165959,109530,,,,128065
Azerbaijan,AZE,1997,,111542,116323,156472,105168,,,,122696
Azerbaijan,AZE,1998,,109387,110885,146411,100396,,,,118378
Azerbaijan,AZE,1999,,106188,107604,139478,96277,,,,116099
Azerbaijan,AZE,2000,,103840,102474,136136,91543,,,,110672
Azerbaijan,AZE,2001,,102975,102975,132897,90939,,,,110999
Azerbaijan,AZE,2002,65423,99443,104677,131221,86358,,,,107294
Azerbaijan,AZE,2003,66017,99673,102262,132641,86728,,86728,,107439
Azerbaijan,AZE,2004,65217,100434,101739,138109,87391,,87391,,106956
Azerbaijan,AZE,2005,66308,101492,106904,145716,90666,,90666,,110964
Azerbaijan,AZE,2006,74387,111580,114441,153451,98705,,98705,,123024
Azerbaijan,AZE,2007,93631,119303,122324,161196,113263,,113263,,132895
Azerbaijan,AZE,2008,107985,128630,134982,167582,125454,,125454,,146098
Azerbaijan,AZE,2009,122679,134283,139257,172527,140915,,140915,,157493
Azerbaijan,AZE,2010,137127,138841,145698,176746,152554,,152554,,167981
Azerbaijan,AZE,2011,147612,152883,159912,181536,161670,63262,161670,,173971
Azerbaijan,AZE,2012,158934,160740,166158,186248,169771,160740,169771,,176995
Azerbaijan,AZE,2013,172423,172423,177985,188423,181693,172423,181693,,181693
Azerbaijan,AZE,2014,176398,176398,182027,187863,183904,176398,183904,,183904
Azerbaijan,AZE,2015,179691,179691,183434,183497,183434,179691,183434,,183434
Azerbaijan,AZE,2016,177416,177416,179245,174337,179245,177416,179245,,179245
Azerbaijan,AZE,2017,165138,165138,168614,157012,170352,165138,170352,,168614
Azerbaijan,AZE,2018,148760,148760,150326,142939,150326,148760,150326,,151892
Azerbaijan,AZE,2019,134020,134020,136871,142569,139723,134020,139723,,136871
Azerbaijan,AZE,2020,112347,112347,120879,137281,116613,112347,116613,,133678
Azerbaijan,AZE,2021,121888,121888,127366,127570,127366,121888,127366,,130105
Bahamas,BHS,1980,,1840,1789,5191,,,,,
Bahamas,BHS,1981,,2845,2069,5275,,,,,
Bahamas,BHS,1982,,3626,3521,5409,3416,,,,
Bahamas,BHS,1983,,3498,3498,5556,3552,,,,
Bahamas,BHS,1984,,3812,3812,5687,3480,,,,
Bahamas,BHS,1985,,4855,4742,5864,4460,,,,
Bahamas,BHS,1986,,4951,4718,5984,4951,,,,
Bahamas,BHS,1987,,5048,4514,5973,5167,,,,
Bahamas,BHS,1988,,5018,4959,6054,4605,,,,
Bahamas,BHS,1989,,5141,4902,6295,5201,,,,
Bahamas,BHS,1990,,5382,5132,6431,5382,,,,
Bahamas,BHS,1991,,5909,5845,6579,5973,,5973,,
Bahamas,BHS,1992,,6042,6042,7041,6173,,6173,,
Bahamas,BHS,1993,,6396,6396,7303,6186,,6186,,
Bahamas,BHS,1994,,6636,6636,6974,6417,,6417,,
Bahamas,BHS,1995,,6060,5990,6743,6268,,6268,,
Bahamas,BHS,1996,,5725,5725,6630,6196,,6196,,
Bahamas,BHS,1997,,5696,5696,6532,6159,,6159,,
Bahamas,BHS,1998,,5807,5742,6535,6003,,6003,,
Bahamas,BHS,1999,,5352,5352,6196,5613,5091,5613,,
Bahamas,BHS,2000,,6130,5635,5890,5759,5573,5759,,
Bahamas,BHS,2001,1243,5859,5800,5920,5563,5859,5563,,
Bahamas,BHS,2002,5316,5615,5555,6011,5615,5615,5615,,
Bahamas,BHS,2003,5332,5574,5635,6056,5453,5635,5453,,
Bahamas,BHS,2004,5677,5677,5616,6106,5433,5677,5433,,
Bahamas,BHS,2005,5724,5724,5724,6159,5232,5724,5232,,
Bahamas,BHS,2006,5961,5899,5836,6230,5464,5899,5464,,
Bahamas,BHS,2007,5845,5971,5971,6324,6034,5971,6034,,
Bahamas,BHS,2008,5746,5938,5938,6412,5746,6002,5746,,
Bahamas,BHS,2009,6155,6220,6285,6505,6349,6220,6349,,
Bahamas,BHS,2010,6419,6484,6354,6029,6157,6419,6157,,
Bahamas,BHS,2011,5744,5925,5865,5389,5441,5925,5441,,
Bahamas,BHS,2012,5183,5291,5345,5312,4913,5291,4913,,
Bahamas,BHS,2013,5159,5159,5159,5014,4893,5159,4893,,
Bahamas,BHS,2014,4822,4822,4822,4962,4621,4822,4621,,
Bahamas,BHS,2015,4722,4722,4722,5115,4672,4722,4672,,
Bahamas,BHS,2016,4816,4816,4816,4890,4559,4816,4559,564,
Bahamas,BHS,2017,4605,4605,4605,4704,4409,4605,4409,4409,
Bahamas,BHS,2018,4242,4242,4242,4617,4195,4242,4195,3299,
Bahamas,BHS,2019,4115,4115,4115,4611,3838,4115,3838,3607,
Bahamas,BHS,2020,3825,3825,3825,4615,4009,3825,4009,4378,
Bahamas,BHS,2021,3459,3459,3459,4631,3782,3459,3782,3459,
Bahrain,BHR,1980,,7372,7372,10431,4608,,4608,,
Bahrain,BHR,1981,,7715,7715,10561,5144,,5144,,
Bahrain,BHR,1982,,8225,8225,10955,5622,,5622,,
Bahrain,BHR,1983,,9031,9031,11518,6420,,6420,,
Bahrain,BHR,1984,,9907,9907,12091,7488,,7488,,
Bahrain,BHR,1985,,10918,10918,12662,9462,,9462,,
Bahrain,BHR,1986,,11704,11704,13174,9923,,9923,,
Bahrain,BHR,1987,,12570,12570,13579,10321,,10321,,
Bahrain,BHR,1988,,13071,13071,13863,10620,,10620,,
Bahrain,BHR,1989,,13309,13309,14024,11784,,11784,,
Bahrain,BHR,1990,,13143,13143,14037,12164,,12164,,
Bahrain,BHR,1991,,13795,13795,13922,12262,,12262,,
Bahrain,BHR,1992,7869,12978,12978,13951,12011,,12011,,
Bahrain,BHR,1993,12475,13029,13029,14164,12475,,12475,,
Bahrain,BHR,1994,13090,13512,13512,14366,13090,,13090,,
Bahrain,BHR,1995,13565,13565,13565,14549,13565,,13565,,
Bahrain,BHR,1996,13884,13884,13884,14692,13739,,13739,,
Bahrain,BHR,1997,13871,14309,14309,14775,13725,,13725,,
Bahrain,BHR,1998,13938,14379,14379,14777,14525,5722,14525,,
Bahrain,BHR,1999,14215,14215,14215,14676,13776,14069,13776,,
Bahrain,BHR,2000,14091,14091,14091,14447,14236,14091,14236,,
Bahrain,BHR,2001,14121,14121,14121,14063,13979,14121,13979,,
Bahrain,BHR,2002,13561,13561,13561,13481,13700,13561,13700,,
Bahrain,BHR,2003,13121,12987,12987,13865,13255,12987,13255,,
Bahrain,BHR,2004,13777,13777,13777,15722,13917,13777,13917,,
Bahrain,BHR,2005,15594,15594,15594,17140,15753,15594,15753,,
Bahrain,BHR,2006,16831,16831,16831,17667,17002,16831,17002,,
Bahrain,BHR,2007,17118,17118,17118,18132,17471,17118,17471,,
Bahrain,BHR,2008,17521,17521,17521,18390,17882,17521,17882,8851,
Bahrain,BHR,2009,17885,17885,17702,17759,18068,17702,18068,16425,
Bahrain,BHR,2010,18071,18071,18071,17777,18071,18071,18071,10770,
Bahrain,BHR,2011,18096,18096,18096,18205,18096,18096,18096,17548,
Bahrain,BHR,2012,17915,17915,17915,18394,17915,17915,17915,17372,
Bahrain,BHR,2013,18396,18396,18396,19616,18396,18396,18396,18025,
Bahrain,BHR,2014,19708,19708,19708,20940,19909,19708,19909,19507,
Bahrain,BHR,2015,20838,20838,20838,21471,21050,20838,21050,20625,
Bahrain,BHR,2016,21323,21323,21323,21265,21323,21323,21323,21107,
Bahrain,BHR,2017,20823,20611,20823,20958,21036,20611,21036,20611,
Bahrain,BHR,2018,20574,20574,20574,20821,20574,20574,20574,20366,
Bahrain,BHR,2019,20401,20401,20401,20429,20401,20401,20401,20401,
Bahrain,BHR,2020,19704,19704,19704,19192,19905,19704,19905,19704,
Bahrain,BHR,2021,18524,18524,18713,17818,18713,18524,18713,18713,
Bangladesh,BGD,1980,,,,3395930,,,,,
Bangladesh,BGD,1981,,31852,31852,3460244,,,,,31852
Bangladesh,BGD,1982,,32519,32519,3527782,32519,,,,32519
Bangladesh,BGD,1983,,33220,33220,3554929,33220,,,,66439
Bangladesh,BGD,1984,,33541,33541,3560093,33541,,,,67083
Bangladesh,BGD,1985,,67299,67299,3575142,33650,,,,67299
Bangladesh,BGD,1986,,135437,135437,3569267,101577,,,,135437
Bangladesh,BGD,1987,,304907,271029,3554354,203271,,,,508179
Bangladesh,BGD,1988,,540911,540911,3529068,439490,,,,878981
Bangladesh,BGD,1989,,1648302,1648302,3513215,1782857,,,,1883773
Bangladesh,BGD,1990,,2315867,2315867,3499110,2181614,,,,2886443
Bangladesh,BGD,1991,,2474303,2474303,3437888,2273684,,,,2908978
Bangladesh,BGD,1992,,2172370,2205285,3380165,2271114,,,,2929408
Bangladesh,BGD,1993,,2403977,2403977,3358227,2403977,,,,3021214
Bangladesh,BGD,1994,,2716715,2716715,3378675,2522664,,,,3072475
Bangladesh,BGD,1995,,2249598,2249598,3394957,2575627,,,,3032067
Bangladesh,BGD,1996,,2526967,2526967,3390445,2264425,,,,2953598
Bangladesh,BGD,1997,,2561255,2561255,3447309,2364235,,,,3020967
Bangladesh,BGD,1998,,2576026,2642936,3509876,2375296,,,,3044394
Bangladesh,BGD,1999,,2730470,2764600,3532170,2423292,,,,3140040
Bangladesh,BGD,2000,,2823012,2857439,3556548,2547596,,,,3236135
Bangladesh,BGD,2001,,2953164,2953164,3576976,2675219,,,,3300595
Bangladesh,BGD,2002,,2905670,2905670,3586057,2625605,,,,3325767
Bangladesh,BGD,2003,175778,3058536,3164003,3581370,2671825,,,,3269470
Bangladesh,BGD,2004,386802,3481222,3094420,3557314,2848273,,,,3375731
Bangladesh,BGD,2005,1573730,3252375,3287346,3497851,3077516,,,,3392262
Bangladesh,BGD,2006,2958843,3234084,3268489,3419376,2855627,,,,3337300
Bangladesh,BGD,2007,3197780,3164119,3231441,3357599,2995815,,,,3298762
Bangladesh,BGD,2008,3175306,3175306,3175306,3288749,3043001,,,,3274534
Bangladesh,BGD,2009,3146482,3146482,3146482,3201758,3016730,3146482,,,3211358
Bangladesh,BGD,2010,2974908,2974908,2974908,3113427,2785020,2974908,,,3101500
Bangladesh,BGD,2011,2958250,2958250,2958250,3031713,2865804,2680914,,,3050695
Bangladesh,BGD,2012,2823472,2823472,2823472,2981026,2643251,2823472,510628,,2943620
Bangladesh,BGD,2013,2837905,2837905,2837905,2973001,2690097,2837905,2690097,,2926589
Bangladesh,BGD,2014,2861605,2861605,2861605,2970305,2773102,2861605,2773102,,2920607
Bangladesh,BGD,2015,2889641,2889641,2889641,2953299,2860155,2889641,2860155,,2919127
Bangladesh,BGD,2016,2875305,2875305,2875305,2951693,2845965,2875305,2845965,,2904645
Bangladesh,BGD,2017,2875628,2875628,2875628,2939690,2846285,2875628,2846285,,2904971
Bangladesh,BGD,2018,2863913,2863913,2863913,2935657,2834689,2863913,2834689,,2893136
Bangladesh,BGD,2019,2860321,2860321,2860321,2960722,2831134,2860321,2831134,,2889508
Bangladesh,BGD,2020,2887581,2887581,2887581,2964110,2858116,2887581,2858116,,2917046
Bangladesh,BGD,2021,2893082,2893082,2893082,2957644,2863560,2893082,2863560,,2922603
Barbados,BRB,1980,,2701,4457,4543,1846,,,,
Barbados,BRB,1981,,2587,2408,4495,2096,,,,
Barbados,BRB,1982,,2740,2785,4438,2343,,2343,,
Barbados,BRB,1983,,3018,2712,4394,2406,,2406,,
Barbados,BRB,1984,,3602,3342,4352,3646,,3646,,
Barbados,BRB,1985,,3573,3788,4283,3788,,3788,,
Barbados,BRB,1986,,3347,3390,4179,3559,,3559,,
Barbados,BRB,1987,,3260,2806,4068.9998,3508,,3508,,
Barbados,BRB,1988,,3050,2929,3966,3371,,3371,,
Barbados,BRB,1989,,3050,3128,3935,3324,,3324,,
Barbados,BRB,1990,,3547,3508,3972,3391,,3391,,
Barbados,BRB,1991,,3248,3327,3997,3644,,3644,,
Barbados,BRB,1992,,3591,3551,3986,3591,,3591,,
Barbados,BRB,1993,,3420,3500,3936,3659,,3659,,
Barbados,BRB,1994,,3523,3562,3863,3797,,3797,,
Barbados,BRB,1995,,3561,3561,3785,3523,,3523,,
Barbados,BRB,1996,,3182,3182,3719,3707,,3707,,
Barbados,BRB,1997,,3528,3528,3689,3381,,3381,,
Barbados,BRB,1998,,3393,3393,3717,3539,,3539,,
Barbados,BRB,1999,,3207,3170,3834,3170,,3170,,
Barbados,BRB,2000,,3550,3283,3784,3588,,3588,,
Barbados,BRB,2001,681,3179,3519,3667,3519,681,3519,,
Barbados,BRB,2002,2423,3194,3157,3670,3341,2423,3341,,
Barbados,BRB,2003,3337,3264,3300,3638,3300,3227,3300,,
Barbados,BRB,2004,3374,3374,3374,3605,3555,3374,3555,,
Barbados,BRB,2005,3305,3305,3269,3562,3341,3305,3341,,
Barbados,BRB,2006,2979,2979,3014,3523,3262,2979,3262,,
Barbados,BRB,2007,3261,3261,3261,3582,2630,3261,2630,,
Barbados,BRB,2008,3042,3042,3042,3744,3364,3042,3364,,
Barbados,BRB,2009,3501,3501,3501,3679,3539,3501,3539,,
Barbados,BRB,2010,3175,3175,3323,3404,3138,3175,3138,,
Barbados,BRB,2011,3092,3092,3092,3256,3160,3092,3160,,
Barbados,BRB,2012,2828,2828,2860,3196,2925,2828,2925,,
Barbados,BRB,2013,2903,2903,2903,3143,2775,2903,2775,,
Barbados,BRB,2014,2949,2949,2980,3099,2980,2949,2980,,
Barbados,BRB,2015,2999,2999,2999,3065,2968,2999,2968,,
Barbados,BRB,2016,2967,2967,2967,3042,2814,2967,2814,,
Barbados,BRB,2017,2734,2734,2765,3030,2795,2734,2795,,
Barbados,BRB,2018,2874,2874,2844,3023,2571,2874,2571,,
Barbados,BRB,2019,2716,2716,2746,3020,2777,2716,2777,,
Barbados,BRB,2020,2563,2563,2563,3019,2683,2563,2683,,
Barbados,BRB,2021,2471,2471,2532,3018,2321,2471,2321,,
Belarus,BLR,1980,,,,155161,,,,,
Belarus,BLR,1981,,,,157178,,,,,
Belarus,BLR,1982,,,,160304,,,,,
Belarus,BLR,1983,,,,164956,,,,,
Belarus,BLR,1984,,,,167969,,,,,
Belarus,BLR,1985,,,,167515,,,,,
Belarus,BLR,1986,,,,170174,,,,,
Belarus,BLR,1987,,,,169494,,,,,
Belarus,BLR,1988,,,,164909,,,,,
Belarus,BLR,1989,,,,160202,,,,,
Belarus,BLR,1990,,,,150407,,,,,
Belarus,BLR,1991,,,,140043,,,,,
Belarus,BLR,1992,,125355,125355,132618,130926,,,,132319
Belarus,BLR,1993,,119940,119940,125025,126530,,,,122576
Belarus,BLR,1994,,114265,114265,116091,120475,,,,116749
Belarus,BLR,1995,,110687,110687,107850,107228,,,,110687
Belarus,BLR,1996,,104940,104940,100832,102799,,102799,,103870
Belarus,BLR,1997,,98132,98132,95337,97131,,97131,,98132
Belarus,BLR,1998,,93809,93809,93798,92862,,92862,,93809
Belarus,BLR,1999,,92351,92351,95624,91418,,91418,,92351
Belarus,BLR,2000,66572,94152,94152,96287,93201,,93201,,94152
Belarus,BLR,2001,89060,94805,94805,95623,94805,,94805,,94805
