Entity,Code,Year,Indicator:Number of cases of yaws reported,Total (estimated) polio cases,Reported cases of guinea worm disease in humans,"Number of new cases of rabies, in both sexes aged all ages","Number of new cases of malaria, in both sexes aged all ages","Number of new cases of hiv/aids, in both sexes aged all ages","Number of new cases of tuberculosis, in both sexes aged all ages",Number of reported smallpox cases,Reported cholera cases
Argentina,ARG,1985,,14,0,,,,,,
Argentina,ARG,1986,,0,0,,,,,,
Argentina,ARG,1987,,0,0,,,,,,
Argentina,ARG,1988,,0,0,,,,,,
Argentina,ARG,1989,,0,0,,,,,,
Argentina,ARG,1990,,0,0,1.5078027,1660.0945,5156.753,7092.7104,,
Argentina,ARG,1991,,0,0,1.3015058,1544.3666,5359.861,6854.8477,,
Argentina,ARG,1992,,0,0,1.1063824,1426.5679,5394.1147,6636.898,,
Argentina,ARG,1993,,0,0,0.9345812,1307.2181,5397.697,6448.022,,2350
Argentina,ARG,1994,,0,0,0.7994036,1186.8014,5499.325,6298.851,,889
Argentina,ARG,1995,,0,0,0.7146847,1065.2274,5709.5503,6200.8174,,188
Argentina,ARG,1996,,0,0,0.65925753,931.68604,5889.9565,6151.465,,474
Argentina,ARG,1997,,0,0,0.60611075,785.8901,6477.307,6130.5073,,637
Argentina,ARG,1998,,0,0,0.5609319,644.00653,6927.8657,6121.401,,12
Argentina,ARG,1999,,0,0,0.52975124,522.86444,6833.344,6106.7817,,
Argentina,ARG,2000,,0,0,0.51903343,440.08246,6992.8066,6072.0215,,
Argentina,ARG,2001,,0,0,0.5222578,390.39594,6977.131,6006.7197,,
Argentina,ARG,2002,,0,0,0.5285838,352.68164,7153.6494,5916.2227,,
Argentina,ARG,2003,,0,0,0.5368071,321.135,7185.4443,5808.9546,,
Argentina,ARG,2004,,0,0,0.54585195,289.68842,7153.8696,5693.6387,,
Argentina,ARG,2005,,0,0,0.55436337,251.87672,7328.543,5579.6724,,
Argentina,ARG,2006,,0,0,0.55728906,198.4892,7919.3257,5442.091,,
Argentina,ARG,2007,,0,0,0.5531797,133.17249,8252.138,5272.925,,
Argentina,ARG,2008,,0,0,0.54535526,69.01507,8418.49,5111.187,,
Argentina,ARG,2009,,0,0,0.537463,19.778528,8638.933,4994.149,,
Argentina,ARG,2010,,0,0,0.53342724,0,8522.109,4956.657,,
Argentina,ARG,2011,,0,0,0.53210765,0,8934.269,5058.7803,,
Argentina,ARG,2012,,0,0,0.52998716,0,9233.937,5281.4766,,
Argentina,ARG,2013,,0,0,0.5286387,0,9265.105,5544.8135,,
Argentina,ARG,2014,,0,0,0.5297483,0,9576.999,5765.7075,,
Argentina,ARG,2015,,0,0,0.53504884,0,9954.536,5853.3877,,
Argentina,ARG,2016,,0,0,0.55013776,0,10449.229,5781.7915,,
Argentina,ARG,2017,,0,0,0.56505936,0,10999.95,5692.883,,
Argentina,ARG,2018,,0,0,0.5696193,0,11539.661,5643.045,,
Argentina,ARG,2019,,0,0,0.5678664,0,11633.454,5596.742,,
Argentina,ARG,2020,,0,0,,,,,,
Argentina,ARG,2021,,,0,,,,,,
Argentina,ARG,2022,,,0,,,,,,
Armenia,ARM,1991,,21,0,8.69053,0,1.9496533,1495.1956,,
Armenia,ARM,1992,,7,0,10.066219,0,1.8591231,1405.2369,,
Armenia,ARM,1993,,0,0,11.406513,0,1.7864699,1332.1367,,
Armenia,ARM,1994,,35,0,13.24786,0,2.1334276,1281.5264,,
Armenia,ARM,1995,,21,0,15.202328,0,3.005632,1259.3013,,
Armenia,ARM,1996,,0,0,17.64264,89.671646,4.070093,1265.687,,
Armenia,ARM,1997,,0,0,20.315647,303.6544,5.6772275,1290.4052,,
Armenia,ARM,1998,,0,0,23.029074,559.3444,7.38875,1323.7573,,25
Armenia,ARM,1999,,0,0,24.947931,773.90295,10.6959095,1356.0282,,
Armenia,ARM,2000,,0,0,26.292213,864.2048,15.834644,1378.6669,,
Armenia,ARM,2001,,0,0,24.481815,777.97687,21.899372,1397.4779,,
Armenia,ARM,2002,,0,0,19.765396,570.8879,27.472624,1419.4644,,
Armenia,ARM,2003,,0,0,13.548273,323.07718,31.88358,1440.3644,,
Armenia,ARM,2004,,0,0,8.031524,113.89763,35.167538,1455.7915,,
Armenia,ARM,2005,,0,0,5.0500464,21.43494,38.06618,1461.1708,,
Armenia,ARM,2006,,0,0,3.9187043,13.808646,40.95977,1451.2924,,
Armenia,ARM,2007,,0,0,2.96246,7.8134704,46.922333,1427.3193,,
Armenia,ARM,2008,,0,0,2.1923928,3.4925132,53.550278,1394.9037,,
Armenia,ARM,2009,,0,0,1.6251274,0.87811846,64.72161,1359.0637,,
Armenia,ARM,2010,,0,0,1.2480956,0,85.29706,1324.1011,,
Armenia,ARM,2011,,0,0,0.972228,0,112.35193,1263.2972,,
Armenia,ARM,2012,,0,0,0.7239341,0,129.80846,1164.6361,,
Armenia,ARM,2013,,0,0,0.52517515,0,165.58264,1054.1833,,
Armenia,ARM,2014,,0,0,0.40031832,0,161.76479,956.91174,,
Armenia,ARM,2015,,0,0,0.3507421,0,146.89513,898.96936,,
Armenia,ARM,2016,,0,0,0.34852454,0,124.50519,873.1816,,
Armenia,ARM,2017,,0,0,0.35426956,0,126.82312,849.0223,,
Armenia,ARM,2018,,0,0,0.3604499,0,129.29773,817.54645,,
Armenia,ARM,2019,,0,0,0.36901894,0,127.89752,778.1901,,
Armenia,ARM,2020,,0,0,,,,,,
Armenia,ARM,1980,,,0,,,,,,
Armenia,ARM,1981,,,0,,,,,,
Armenia,ARM,1982,,,0,,,,,,
Armenia,ARM,1983,,,0,,,,,,
Armenia,ARM,1984,,,0,,,,,,
Armenia,ARM,1985,,,0,,,,,,
Armenia,ARM,1986,,,0,,,,,,
Armenia,ARM,1987,,,0,,,,,,
Armenia,ARM,1988,,,0,,,,,,
Armenia,ARM,1989,,,0,,,,,,
Armenia,ARM,1990,,,0,7.554202,0,2.0850596,1596.2457,,
Armenia,ARM,2021,,,0,,,,,,
Armenia,ARM,2022,,,0,,,,,,
Asia,,1949,,,,,,,,,17
Asia,,1950,,,,,,,,,34665
Asia,,1951,,,,,,,,,114518
Asia,,1952,,,,,,,,,123025
Asia,,1953,,,,,,,,,240927
Asia,,1954,,,,,,,,,37804
Asia,,1955,,,,,,,,,40218
Asia,,1956,,,,,,,,,63542
Asia,,1957,,,,,,,,,63031
Asia,,1958,,,,,,,,,95763
Asia,,1959,,,,,,,,,36138
Asia,,1960,,,,,,,,,38130
Asia,,1961,,,,,,,,,61966
Asia,,1962,,,,,,,,,67434
Asia,,1963,,,,,,,,,59437
Asia,,1964,,,,,,,,,95938
Asia,,1965,,,,,,,,,56609
Asia,,1966,,,,,,,,,31146
Asia,,1967,,,,,,,,,24748
Asia,,1968,,,,,,,,,34164
Asia,,1969,,,,,,,,,36173
Asia,,1970,,,,,,,,,52182
Asia,,1971,,,,,,,,,103307
Asia,,1972,,,,,,,,,75064
Asia,,1973,,,,,,,,,102148
Asia,,1974,,,,,,,,,89077
Asia,,1975,,,,,,,,,85316
Asia,,1976,,,,,,,,,65426
Asia,,1977,,,,,,,,,52457
Asia,,1978,,,,,,,,,52497
Asia,,1979,,,,,,,,,35719
Asia,,1980,,,,,,,,,24015
Asia,,1981,,,,,,,,,32172
Asia,,1982,,,,,,,,,17978
Asia,,1983,,,,,,,,,27852
Asia,,1984,,,,,,,,,11808
Asia,,1985,,,,,,,,,13387
Asia,,1986,,,,,,,,,17101
Asia,,1987,,,,,,,,,21725
Asia,,1988,,,,,,,,,30884
Asia,,1989,,,,,,,,,18239
Asia,,1990,,,,,,,,,31065
Asia,,1991,,,,,,,,,49811
Asia,,1992,,,,,,,,,16812
Asia,,1993,,,,,,,,,93501
Asia,,1994,,,,,,,,,106588
Asia,,1995,,,,,,,,,55451
Asia,,1996,,,,,,,,,10627
Asia,,1997,,,,,,,,,13252
Asia,,1998,,,,,,,,,29842
Asia,,1999,,,,,,,,,42858
Asia,,2000,,,,,,,,,12572
Asia,,2001,,,,,,,,,11403
Asia,,2002,,,,,,,,,4405
Asia,,2003,,,,,,,,,3457
Asia,,2004,,,,,,,,,5762
Asia,,2005,,,,,,,,,6824
Asia,,2006,,,,,,,,,2472
Asia,,2007,,,,,,,,,11326
Asia,,2008,,,,,,,,,10778
Asia,,2009,,,,,,,,,1902
Asia,,2010,,,,,,,,,13819
Asia,,2011,,,,,,,,,38298
Asia,,2012,,,,,,,,,7367
Asia,,2013,,,,,,,,,11576
Asia,,2014,,,,,,,,,56787
Asia,,2015,,,,,,,,,64590
Asia,,2016,,,,,,,,,18442
Asia,,2017,,,,,,,,,1033101
Asia,,2018,,,,,,,,,374888
Asia,,2019,,,,,,,,,867215
Asia,,2020,,,,,,,,,276109
Asia,,2021,,,,,,,,,81902
Australia,AUS,1980,,0,0,,,,,,2
Australia,AUS,1981,,0,0,,,,,,2
Australia,AUS,1982,,0,0,,,,,,1
Australia,AUS,1983,,0,0,,,,,,4
Australia,AUS,1984,,0,0,,,,,,1
Australia,AUS,1985,,0,0,,,,,,2
Australia,AUS,1986,,7,0,,,,,,
Australia,AUS,1987,,0,0,,,,,,1
Australia,AUS,1988,,0,0,,,,,,1
Australia,AUS,1989,,0,0,,,,,,
Australia,AUS,1990,,0,0,0.01537558,0,1158.6019,1430.4984,,
Australia,AUS,1991,,0,0,0.014952987,0,1076.6482,1416.0972,,
Australia,AUS,1992,,0,0,0.014426901,0,1040.3671,1396.2115,,3
Australia,AUS,1993,,0,0,0.013829989,0,988.3936,1373.5801,,5
Australia,AUS,1994,,0,0,0.013184941,0,970.4855,1350.5972,,3
Australia,AUS,1995,,0,0,0.012567361,0,964.9519,1329.9636,,5
Australia,AUS,1996,,0,0,0.011871827,0,1180.8098,1301.4894,,2
Australia,AUS,1997,,0,0,0.011170553,0,1357.1382,1259.9199,,2
Australia,AUS,1998,,0,0,0.010698311,0,1210.0197,1216.2649,,5
Australia,AUS,1999,,0,0,0.010655328,0,1195.757,1182.4094,,4
Australia,AUS,2000,,0,0,0.01118332,0,1104.0942,1170.0035,,1
Australia,AUS,2001,,0,0,0.012170503,0,996.7928,1171.5183,,2
Australia,AUS,2002,,0,0,0.013318042,0,945.9995,1172.19,,5
Australia,AUS,2003,,0,0,0.014565649,0,900.99457,1172.8392,,
Australia,AUS,2004,,0,0,0.015821518,0,942.99646,1175.0764,,2
Australia,AUS,2005,,0,0,0.016981225,0,917.2,1181.1459,,2
Australia,AUS,2006,,0,0,0.018252635,0,978.9934,1191.7349,,3
Australia,AUS,2007,,0,0,0.019713476,0,1064.9827,1206.165,,3
Australia,AUS,2008,,0,0,0.021293463,0,1026.9813,1222.9801,,
Australia,AUS,2009,,0,0,0.022942321,0,1085.3138,1241.3044,,
Australia,AUS,2010,,0,0,0.024786152,0,1028.7885,1259.8943,,3
Australia,AUS,2011,,0,0,0.028640883,0,1032.249,1277.1637,,6
Australia,AUS,2012,,0,0,0.03525196,0,1108.8146,1293.495,,5
Australia,AUS,2013,,0,0,0.042860776,0,1171.1143,1308.3037,,3
Australia,AUS,2014,,0,0,0.04974804,0,1217.3619,1321.5658,,2
Australia,AUS,2015,,0,0,0.05428063,0,1291.067,1333.6388,,2
Australia,AUS,2016,,0,0,0.055543594,0,1350.7949,1335.7676,,1
Australia,AUS,2017,,0,0,0.05548405,0,1410.1378,1337.8672,,3
Australia,AUS,2018,,0,0,0.054880887,0,1473.1278,1352.401,,
Australia,AUS,2019,,0,0,0.052932423,0,1487.2773,1373.7148,,2
Australia,AUS,2020,,0,0,,,,,,
Australia,AUS,2021,,,0,,,,,,
Australia,AUS,2022,,,0,,,,,,
Australia,AUS,1972,,,,,,,,,40
Australia,AUS,1977,,,,,,,,,2
Australia,AUS,1978,,,,,,,,,1
Australia,AUS,1979,,,,,,,,,1
Austria,AUT,1980,,7,0,,,,,,
Austria,AUT,1981,,0,0,,,,,,
Austria,AUT,1982,,0,0,,,,,,
Austria,AUT,1983,,0,0,,,,,,
Austria,AUT,1984,,0,0,,,,,,
Austria,AUT,1985,,0,0,,,,,,
Austria,AUT,1986,,0,0,,,,,,
Austria,AUT,1987,,0,0,,,,,,
Austria,AUT,1988,,0,0,,,,,,
Austria,AUT,1989,,0,0,,,,,,
Austria,AUT,1990,,0,0,0.007856384,0,639.50415,1133.4965,,2
Austria,AUT,1991,,0,0,0.007123984,0,634.411,1100.5679,,
Austria,AUT,1992,,0,0,0.006466202,0,582.9502,1066.943,,
Austria,AUT,1993,,0,0,0.005877945,0,506.71774,1034.3431,,1
Austria,AUT,1994,,0,0,0.00541193,0,393.3486,1004.01465,,1
Austria,AUT,1995,,0,0,0.005121655,0,355.7155,976.9969,,
Austria,AUT,1996,,0,0,0.005048178,0,343.77332,949.2798,,1
Austria,AUT,1997,,0,0,0.0052234707,0,400.15958,918.451,,
Austria,AUT,1998,,0,0,0.0055390135,0,423.6453,886.5247,,1
Austria,AUT,1999,,0,0,0.0058989534,0,479.4192,856.34717,,1
Austria,AUT,2000,,0,0,0.0061748195,0,577.03345,831.2583,,
Austria,AUT,2001,,0,0,0.0064385533,0,678.1848,805.5253,,0
Austria,AUT,2002,,0,0,0.0068854713,0,687.5939,774.4428,,1
Austria,AUT,2003,,0,0,0.0073836367,0,699.3541,742.6282,,
Austria,AUT,2004,,0,0,0.00780996,0,680.22534,715.24084,,
Austria,AUT,2005,,0,0,0.008073101,0,593.8486,696.8655,,1
Austria,AUT,2006,,0,0,0.007989534,0,617.74524,683.8261,,
Austria,AUT,2007,,0,0,0.0077709765,0,571.6656,670.5201,,
Austria,AUT,2008,,0,0,0.007555033,0,574.5099,657.0637,,
Austria,AUT,2009,,0,0,0.007470162,0,631.39575,643.3374,,
Austria,AUT,2010,,0,0,0.00777438,0,643.761,629.49524,,
Austria,AUT,2011,,0,0,0.008050023,0,700.55994,612.73004,,
Austria,AUT,2012,,0,0,0.008516049,0,747.05133,592.64575,,
Austria,AUT,2013,,0,0,0.008983271,0,661.09265,572.397,,
Austria,AUT,2014,,0,0,0.009481388,0,632.59296,555.5873,,
Austria,AUT,2015,,0,0,0.009986834,0,585.41235,545.7482,,
Austria,AUT,2016,,0,0,0.00891423,0,662.14484,539.00397,,
Austria,AUT,2017,,0,0,0.007568444,0,665.4822,533.23883,,
Austria,AUT,2018,,0,0,0.0074531473,0,666.5336,531.33276,,
Austria,AUT,2019,,0,0,0.007492548,0,671.0829,532.34015,,
Austria,AUT,2020,,0,0,,,,,,
Austria,AUT,2021,,,0,,,,,,
Austria,AUT,2022,,,0,,,,,,
Azerbaijan,AZE,1991,,147,0,13.249931,4802.8945,51.790146,5120.582,,
Azerbaijan,AZE,1992,,154,0,14.004584,8835.644,54.895817,5485.174,,
Azerbaijan,AZE,1993,,483,0,14.687267,12040.165,58.71049,5794.533,,
Azerbaijan,AZE,1994,,112,0,15.207784,14208.158,63.710827,6029.7896,,18
Azerbaijan,AZE,1995,,35,0,15.644182,15122.474,69.74036,6174.878,,
Azerbaijan,AZE,1996,,0,0,15.917799,14762.9,77.74702,6265.1616,,
Azerbaijan,AZE,1997,,0,0,16.159271,13487.223,84.98121,6351.6255,,
Azerbaijan,AZE,1998,,0,0,16.248281,11661.667,88.011246,6431.639,,
Azerbaijan,AZE,1999,,0,0,16.245728,9688.228,87.026306,6512.786,,
Azerbaijan,AZE,2000,,0,0,16.022724,7978.43,84.404755,6595.5557,,
Azerbaijan,AZE,2001,,0,0,15.364539,6364.8516,78.70482,6653.588,,
Azerbaijan,AZE,2002,,0,0,13.993611,4550.842,78.70301,6659.024,,
Azerbaijan,AZE,2003,,0,0,12.388329,2811.4165,79.56264,6622.342,,
Azerbaijan,AZE,2004,,0,0,10.785144,1439.2867,83.12303,6552.644,,
Azerbaijan,AZE,2005,,0,0,9.632432,746.04865,89.44233,6463.4077,,
Azerbaijan,AZE,2006,,0,0,8.745838,520.0787,98.803925,6337.636,,
Azerbaijan,AZE,2007,,0,0,7.9273057,333.8222,111.61113,6174.9824,,
Azerbaijan,AZE,2008,,0,0,7.161968,190.76675,127.49264,6004.388,,
Azerbaijan,AZE,2009,,0,0,6.632153,94.8304,151.53418,5861.79,,
Azerbaijan,AZE,2010,,0,0,6.352415,49.982643,159.7667,5780.852,,
Azerbaijan,AZE,2011,,0,0,6.282623,33.329826,231.52658,5741.7905,,
Azerbaijan,AZE,2012,,0,0,6.1978045,19.509794,257.01102,5704.014,,
Azerbaijan,AZE,2013,,0,0,6.1435556,9.012619,270.8732,5674.2812,,
Azerbaijan,AZE,2014,,0,0,6.09042,2.3394532,288.11484,5660.4814,,
Azerbaijan,AZE,2015,,0,0,6.0905232,0,292.44003,5671.4785,,
Azerbaijan,AZE,2016,,0,0,6.113381,0,294.2168,5733.8506,,
Azerbaijan,AZE,2017,,0,0,6.201328,0,298.65662,5784.644,,
Azerbaijan,AZE,2018,,0,0,6.317775,0,303.5262,5667.425,,
Azerbaijan,AZE,2019,,0,0,6.4710073,0,304.82303,5386.9526,,
Azerbaijan,AZE,2020,,0,0,,,,,,
Azerbaijan,AZE,1980,,,0,,,,,,
Azerbaijan,AZE,1981,,,0,,,,,,
Azerbaijan,AZE,1982,,,0,,,,,,
Azerbaijan,AZE,1983,,,0,,,,,,
Azerbaijan,AZE,1984,,,0,,,,,,
Azerbaijan,AZE,1985,,,0,,,,,,
Azerbaijan,AZE,1986,,,0,,,,,,
Azerbaijan,AZE,1987,,,0,,,,,,
Azerbaijan,AZE,1988,,,0,,,,,,
Azerbaijan,AZE,1989,,,0,,,,,,
Azerbaijan,AZE,1990,,,0,12.299398,150.69604,57.946827,4720.6157,,
Azerbaijan,AZE,2021,,,0,,,,,,
Azerbaijan,AZE,2022,,,0,,,,,,
Bahamas,BHS,1980,,0,0,,,,,,
Bahamas,BHS,1981,,0,0,,,,,,
Bahamas,BHS,1982,,0,0,,,,,,
Bahamas,BHS,1983,,0,0,,,,,,
Bahamas,BHS,1984,,0,0,,,,,,
Bahamas,BHS,1985,,0,0,,,,,,
Bahamas,BHS,1986,,0,0,,,,,,
Bahamas,BHS,1987,,0,0,,,,,,
Bahamas,BHS,1988,,0,0,,,,,,
Bahamas,BHS,1989,,0,0,,,,,,
Bahamas,BHS,1990,,0,0,0.001654023,0,308.14337,56.097637,,
Bahamas,BHS,1991,,0,0,0.0015883755,0,467.7068,54.643467,,
Bahamas,BHS,1992,,0,0,0.0015263952,0,324.62207,53.24946,,
Bahamas,BHS,1993,,0,0,0.0014713488,0,272.32852,51.953808,,
Bahamas,BHS,1994,,0,0,0.001429142,0,295.05612,50.89464,,
Bahamas,BHS,1995,,0,0,0.0014017725,0,270.09152,50.25417,,
Bahamas,BHS,1996,,0,0,0.0013550586,0,238.8777,49.75081,,
Bahamas,BHS,1997,,0,0,0.0012737131,0,216.324,49.11809,,
Bahamas,BHS,1998,,0,0,0.0011819494,0,199.9364,48.510662,,
Bahamas,BHS,1999,,0,0,0.0011081352,0,145.45026,48.059155,,
Bahamas,BHS,2000,,0,0,0.0010848407,0,228.34792,47.904854,,
Bahamas,BHS,2001,,0,0,0.0011016225,0,212.40683,47.99915,,
Bahamas,BHS,2002,,0,0,0.001127299,0,201.63835,48.201855,,
Bahamas,BHS,2003,,0,0,0.0011672707,0,197.87932,48.484547,,
Bahamas,BHS,2004,,0,0,0.0012241902,0,223.2354,48.78568,,
Bahamas,BHS,2005,,0,0,0.001304425,0,225.8238,49.05166,,
Bahamas,BHS,2006,,0,0,0.0014347257,0,211.41199,49.121674,,
Bahamas,BHS,2007,,0,0,0.0016173846,0,214.28442,48.981216,,
Bahamas,BHS,2008,,0,0,0.0018225064,0,210.68214,48.740536,,
Bahamas,BHS,2010,,0,0,0.0021752398,0,216.6256,48.440296,,
Bahamas,BHS,2009,,,0,0.0020211788,0,202.51393,48.505802,,
Bahamas,BHS,2011,,,0,0.0023047428,0,226.95662,48.411366,,1
Bahamas,BHS,2012,,,0,0.0024555284,0,229.07928,48.247063,,1
Bahamas,BHS,2013,,,0,0.0026042948,0,239.2342,48.04503,,
Bahamas,BHS,2014,,,0,0.0027281477,0,252.47371,47.904663,,
Bahamas,BHS,2015,,,0,0.0028028716,0,264.96872,47.944073,,
Bahamas,BHS,2016,,,0,0.002720609,0,261.78088,47.77137,,
Bahamas,BHS,2017,,,0,0.0025702624,0,265.75613,47.572556,,
Bahamas,BHS,2018,,,0,0.0024698863,0,271.19775,47.565968,,
Bahamas,BHS,2019,,,0,0.00236602,0,273.1553,47.48093,,
Bahamas,BHS,2020,,,0,,,,,,
Bahamas,BHS,2021,,,0,,,,,,
Bahamas,BHS,2022,,,0,,,,,,
Bahrain,BHR,1980,,42,0,,,,,,
Bahrain,BHR,1981,,35,0,,,,,,
Bahrain,BHR,1982,,0,0,,,,,,
Bahrain,BHR,1983,,0,0,,,,,,
Bahrain,BHR,1984,,0,0,,,,,,
Bahrain,BHR,1985,,0,0,,,,,,
Bahrain,BHR,1986,,0,0,,,,,,
Bahrain,BHR,1987,,0,0,,,,,,
Bahrain,BHR,1988,,0,0,,,,,,
Bahrain,BHR,1989,,0,0,,,,,,
Bahrain,BHR,1990,,0,0,0.0047965283,0,13.207953,178.12999,,
Bahrain,BHR,1991,,0,0,0.0048517827,0,13.644559,183.18065,,
Bahrain,BHR,1992,,0,0,0.00485006,0,13.814355,186.59013,,
Bahrain,BHR,1993,,14,0,0.0048201,0,13.56586,189.23912,,
Bahrain,BHR,1994,,0,0,0.0047784573,0,13.012018,191.77028,,
Bahrain,BHR,1995,,0,0,0.0047267783,0,12.431893,194.67876,,
Bahrain,BHR,1996,,0,0,0.0045580757,0,11.890666,197.45547,,
Bahrain,BHR,1997,,0,0,0.0042431126,0,11.475845,198.84941,,
Bahrain,BHR,1998,,0,0,0.0038762796,0,11.17879,199.46664,,
Bahrain,BHR,1999,,0,0,0.0035653266,0,11.034436,200.03319,,
Bahrain,BHR,2000,,0,0,0.0034401282,0,10.112326,201.53638,,
Bahrain,BHR,2001,,0,0,0.0035165518,0,10.354997,203.87628,,
Bahrain,BHR,2002,,0,0,0.0037150504,0,10.057216,208.14052,,
Bahrain,BHR,2003,,0,0,0.0040143463,0,9.969756,215.67548,,
Bahrain,BHR,2004,,0,0,0.0043739304,0,10.1595,225.23613,,
Bahrain,BHR,2005,,0,0,0.004727148,0,9.792827,234.35295,,
Bahrain,BHR,2006,,0,0,0.0049647135,0,10.473832,241.38885,,
Bahrain,BHR,2007,,0,0,0.0050188447,0,11.240419,247.09712,,
Bahrain,BHR,2008,,0,0,0.004979889,0,12.126398,253.76414,,
Bahrain,BHR,2009,,0,0,0.0049271556,0,13.142864,260.55432,,
Bahrain,BHR,2010,,0,0,0.0049744896,0,15.478553,265.73566,,
Bahrain,BHR,2011,,0,0,0.0050527127,0,14.891361,266.15173,,
Bahrain,BHR,2012,,0,0,0.0051202443,0,15.421727,264.768,,
Bahrain,BHR,2013,,0,0,0.0052067707,0,15.7223835,263.46265,,
Bahrain,BHR,2014,,0,0,0.0053196037,0,15.578448,261.80295,,
Bahrain,BHR,2015,,0,0,0.005462797,0,15.38592,259.16415,,8
Bahrain,BHR,2016,,0,0,0.0056065065,0,15.019904,254.4455,,
Bahrain,BHR,2017,,0,0,0.0056835916,0,15.094636,250.88515,,
Bahrain,BHR,2018,,0,0,0.005743729,0,15.699668,247.73611,,
Bahrain,BHR,2019,,0,0,0.0057985913,0,15.666963,243.05339,,
Bahrain,BHR,2020,,0,0,,,,,,
Bahrain,BHR,2021,,,0,,,,,,2
Bahrain,BHR,2022,,,0,,,,,,
Bahrain,BHR,1965,,,,,,,,,1
Bahrain,BHR,1972,,,,,,,,,74
Bahrain,BHR,1973,,,,,,,,,37
Bahrain,BHR,1978,,,,,,,,,906
Bahrain,BHR,1979,,,,,,,,,39
Bangladesh,BGD,1980,,455,0,,,,,,
Bangladesh,BGD,1981,,686,0,,,,,,
Bangladesh,BGD,1982,,2233,0,,,,,,
Bangladesh,BGD,1983,,896,0,,,,,,
Bangladesh,BGD,1984,,896,0,,,,,,
Bangladesh,BGD,1985,,623,0,,,,,,
Bangladesh,BGD,1986,,1106,0,,,,,,
Bangladesh,BGD,1987,,714,0,,,,,,523
Bangladesh,BGD,1988,,3780,0,,,,,,571
Bangladesh,BGD,1989,,3143,0,,,,,,94
Bangladesh,BGD,1990,,2618,0,1309.1222,3897611.8,0,386013.84,,82
Bangladesh,BGD,1991,,2009,0,1465.3674,3355832.8,0,380234.53,,8
Bangladesh,BGD,1992,,1463,0,1583.1517,2834385.2,0,374052.75,,479
Bangladesh,BGD,1993,,1631,0,1665.8058,2363462.5,0,367719.3,,78
Bangladesh,BGD,1994,,2023,0,1715.1091,1970568,67.82152,361107.53,,562
Bangladesh,BGD,1995,,343,0,1734.7075,1685329.6,31.498789,354307.16,,2297
Bangladesh,BGD,1996,,108,0,1684.6005,1466432.5,50.0255,347056.34,,418
Bangladesh,BGD,1997,,192,0,1548.4496,1262366.8,64.813446,339280.72,,1959
Bangladesh,BGD,1998,,332,0,1366.4799,1087575.8,95.272705,331402.78,,1067
Bangladesh,BGD,1999,,436,0,1180.5101,957208.5,130.31166,323877.12,,3440
Bangladesh,BGD,2000,,220,0,1033.1205,887203.4,188.34357,317146.47,,1021
Bangladesh,BGD,2001,,0,0,911.6814,855652.75,263.1729,311337.72,,
Bangladesh,BGD,2002,,0,0,783.8528,827420.7,358.79233,306050.72,,
Bangladesh,BGD,2003,,0,0,662.91003,798777.5,439.18604,300980.38,,
Bangladesh,BGD,2004,,0,0,562.57874,765808.56,510.30527,295866.47,,
Bangladesh,BGD,2005,,0,0,496.23456,724349.25,579.2955,290337.34,,
Bangladesh,BGD,2006,,20,0,451.84375,668152.94,623.5576,284089.44,,
Bangladesh,BGD,2007,,0,0,408.7992,597840.25,669.7744,277240.62,,
Bangladesh,BGD,2008,,0,0,369.18692,519612.75,720.3843,270208.56,,
Bangladesh,BGD,2009,,0,0,335.1646,440074.25,737.87836,263415.38,,
Bangladesh,BGD,2010,,0,0,309.00803,366269.1,754.13763,257248.53,,
Bangladesh,BGD,2011,,0,0,286.92392,290096.6,695.5441,251400.52,,
Bangladesh,BGD,2012,,0,0,264.22125,206261.03,700.9277,245452.64,,
Bangladesh,BGD,2013,,0,0,242.6958,126956.34,673.8707,239747.97,,
Bangladesh,BGD,2014,,0,0,224.17964,65245.86,661.0987,234641.28,,
Bangladesh,BGD,2015,,0,0,210.78755,35057.75,639.71985,230603.25,,
Bangladesh,BGD,2016,,0,0,201.96909,28362.418,634.1214,228013.83,,
Bangladesh,BGD,2017,,0,0,194.82874,23437.12,638.5542,225577.66,,
Bangladesh,BGD,2018,,0,0,187.57178,16841.11,640.51056,221509.11,,566
Bangladesh,BGD,2019,,0,0,180.40259,9460.737,641.7565,215988.44,,503
Bangladesh,BGD,2020,,0,0,,,,,,212
Bangladesh,BGD,2021,,,0,,,,,,477
Bangladesh,BGD,2022,,,0,,,,,,
Bangladesh,BGD,1950,,,,,,,,,29809
Bangladesh,BGD,1951,,,,,,,,,20894
Bangladesh,BGD,1952,,,,,,,,,21154
Bangladesh,BGD,1953,,,,,,,,,27631
Bangladesh,BGD,1954,,,,,,,,,15617
Bangladesh,BGD,1955,,,,,,,,,16642
Bangladesh,BGD,1956,,,,,,,,,23699
Bangladesh,BGD,1957,,,,,,,,,8054
Bangladesh,BGD,1958,,,,,,,,,15631
Bangladesh,BGD,1959,,,,,,,,,16915
Bangladesh,BGD,1960,,,,,,,,,15618
Bangladesh,BGD,1961,,,,,,,,,2663
Bangladesh,BGD,1962,,,,,,,,,2524
Bangladesh,BGD,1963,,,,,,,,,3975
Bangladesh,BGD,1964,,,,,,,,,3333
Bangladesh,BGD,1965,,,,,,,,,1123
Bangladesh,BGD,1966,,,,,,,,,3154
Bangladesh,BGD,1967,,,,,,,,,664
